"b_no_choice_a","b_powertrainbev_a","b_powertrainhev_a","b_range_bev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainhev_b","b_range_bev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainhev_c","b_range_bev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","delta_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_ev_neighbor_b","gamma_knowledge_ev_b","gamma_knowledge_subsidy_b","delta_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_ev_charge_c","gamma_hhincome_c","gamma_ev_neighbor_c","gamma_knowledge_ev_c","gamma_knowledge_subsidy_c","logLike"
-2.94791005350503,-2.11186172082127,-1.28170909902855,-0.0528207043058016,-0.162838819982578,-0.0116836003425063,-0.550534977909489,-0.700922478090865,-3.57514418334465,0.0209857883142506,0.0761003469819983,0.015403856702638,-0.0324217070618531,-0.0486286543806254,-0.210528554080747,-0.348825976734399,-10.3026234810521,-6.50029585189269,-0.525248087135208,1.1066417478257,-0.27493901272309,-0.125911953718342,-1.6399937545171,-1.6892203195452,0.609666777608266,0.794099008807058,-0.26676663736149,0.0285374430783904,0.0830042251535941,0.61724986427696,-0.400363279906472,0.33723368971935,-0.129872060508252,0.140916665852437,0.120589747783729,0.412735123859061,0.0623447634944055,-0.252756394861003,-0.959801527051639,0.489260951667095,-3529.54838578757
-2.94165538218844,-2.10721423561359,-1.27686807421062,-0.054170708699482,-0.16260489429792,-0.0116732758863033,-0.55118658821879,-0.698038849614219,-3.57842307772095,0.0206135193579006,0.0760083947443446,0.0159931018167407,-0.0323319386945929,-0.0486195461710412,-0.210361672106793,-0.348912147733763,-10.313728828228,-6.50495656336363,-0.524314813599292,1.1091781486001,-0.275475181062953,-0.126139109842813,-1.64093968825887,-1.69080134476373,0.608165984582432,0.793597823103486,-0.268097311929183,0.0285450922193106,0.080927335752366,0.616230971913547,-0.401901244232533,0.333644503610115,-0.132713460236207,0.140094066842212,0.119698270456662,0.411074763669669,0.0624173589699514,-0.254912330257235,-0.960198073413671,0.486069510613095,-3529.54698399155
-2.9378821241791,-2.10297968519236,-1.2740649912622,-0.0561158895395879,-0.162597657722595,-0.0117434634882809,-0.55108496158159,-0.695948699932794,-3.58162204166654,0.0202280547427777,0.0757057931415801,0.0164277286858735,-0.0322333694237656,-0.0486033952726658,-0.210231301705664,-0.349069458538065,-10.3169061662554,-6.50818636915919,-0.523535828153444,1.1118255251773,-0.275847170893739,-0.126237571041048,-1.6415710133917,-1.69093315498123,0.607789226002557,0.793551943463762,-0.269037180277767,0.0285749310191765,0.078440007885412,0.615828714045355,-0.402450850847074,0.330431600042728,-0.133610357659888,0.140035985364482,0.118675729012334,0.409398038373678,0.0624796086553519,-0.256064224483439,-0.960034501802816,0.482827831874231,-3529.54627091602
-2.93632952177892,-2.09962967804233,-1.27262257740773,-0.0582118101161891,-0.162737244343122,-0.0118522942394674,-0.550759028874481,-0.694565828733138,-3.5843314646604,0.0198972260118471,0.0753554215198938,0.0167099285271524,-0.0321501125178499,-0.0485826293682714,-0.210159369829053,-0.349253860982178,-10.3169324185083,-6.51172155473287,-0.522847517311761,1.11472948290754,-0.276044098303645,-0.126294305640585,-1.64187522310093,-1.69054278187767,0.607968342365595,0.793633582108053,-0.269725455623778,0.028598139468794,0.0756980324755338,0.616024025724604,-0.402283651532054,0.328111503765801,-0.13368740916919,0.140204906224129,0.117888925703082,0.407517095059744,0.0625024663731018,-0.255862691400262,-0.959625559937382,0.480284837737858,-3529.54587133939
-2.93680088481765,-2.09826620415757,-1.27263074179229,-0.0594660504885175,-0.162894910779773,-0.0119260847486206,-0.5504869565827,-0.694201791838044,-3.585590439606,0.0197266111716908,0.0751199222633026,0.0167925901920959,-0.0321079274703739,-0.0485682509326922,-0.21014131848646,-0.349370019030198,-10.3150965580638,-6.51432812402199,-0.522483119529366,1.11671770894175,-0.276071600109919,-0.126310011898274,-1.64186136789564,-1.68996390555849,0.60835096951291,0.793849711862209,-0.269919397860171,0.0286217883918892,0.0741574367900239,0.616324341139202,-0.401807312047308,0.326924495053908,-0.13332425046897,0.140628286533129,0.117480787960222,0.406515170455591,0.0625331366308993,-0.25542326999693,-0.959234245614318,0.478666798865247,-3529.54570319941
-2.93825421725498,-2.09817132919557,-1.27322910584405,-0.0600842656880365,-0.163031490043898,-0.0119683038473371,-0.550386994762758,-0.694391203778759,-3.58588026996019,0.0196753009895951,0.0750070112876797,0.0167599857034857,-0.0320986603556141,-0.0485583457308047,-0.210157877744361,-0.349433843307508,-10.3137251531792,-6.51689885054347,-0.522275765110085,1.11821044377911,-0.276005169856471,-0.126328126696054,-1.64173655724541,-1.68956894626987,0.608671989342704,0.793989293296904,-0.269901030095766,0.028630634271424,0.0733316249092985,0.616741936992442,-0.401263889551201,0.326727738137657,-0.133065852188671,0.140934929501912,0.117447579082945,0.405913593546307,0.0625436028864219,-0.25458219739697,-0.958966652510387,0.478068123623584,-3529.54563112643
-2.93951255615347,-2.09868076650042,-1.27383827050847,-0.060129152566402,-0.163091249200104,-0.0119701145902296,-0.550426984793228,-0.694752283854734,-3.58563673695039,0.0196866675275213,0.0749905267099159,0.0166980890402725,-0.0321058778896032,-0.0485550617155879,-0.21017565267541,-0.349446769741004,-10.3131624504209,-6.51872412371956,-0.522209840645807,1.11899725050832,-0.275943204964427,-0.126345601321211,-1.6416544100002,-1.6893833634398,0.608805135590188,0.794090750068858,-0.269767131604729,0.028637530259413,0.0732961697393544,0.616923695393433,-0.40097037251594,0.326822360444554,-0.133028333294053,0.141166242580239,0.117534663083137,0.405896024871946,0.0625657656718687,-0.254242571798408,-0.958865131308622,0.477822212422747,-3529.54560675945
-2.94039748974675,-2.09921655214192,-1.27420720488178,-0.0600148717963155,-0.163112435252795,-0.011960052639893,-0.55054011534429,-0.695052116608585,-3.58533284412244,0.0197105684927075,0.0750138788622759,0.0166464018118052,-0.0321185552831844,-0.0485538255067387,-0.210192351138714,-0.349447913361169,-10.31351693395,-6.52045582544611,-0.522167783455444,1.11959946631544,-0.27590000209141,-0.126371903899028,-1.64164573415783,-1.68938216939853,0.608805833252949,0.794098245464757,-0.269675260161736,0.0286367025394298,0.0733964879856219,0.617053437657391,-0.400829955868814,0.327079509282742,-0.133212999721576,0.14122673640843,0.117691470835172,0.405931965405534,0.0625767958091523,-0.253945099897567,-0.958860521118374,0.477860612545072,-3529.54559773343
-2.94083068310074,-2.09955090687174,-1.27436055970466,-0.0598843026994544,-0.163108956973512,-0.0119453958264457,-0.55064155162846,-0.69522738197501,-3.58515137878786,0.0197200776268394,0.0750361878731356,0.0166212893447417,-0.0321275533737109,-0.0485537993188911,-0.210200373631155,-0.349448088468321,-10.3140331853746,-6.52184875065526,-0.522141312166724,1.12005662765561,-0.275888296601286,-0.126395866957111,-1.64169308048237,-1.68940588273409,0.608758503182378,0.794102140106416,-0.269616308575943,0.0286380809686594,0.0735536572661099,0.617063638638313,-0.400816982626379,0.327172889008087,-0.133445084638942,0.141265369381223,0.117783948230866,0.40605160782267,0.0625938248818571,-0.253932619489777,-0.958886662602566,0.477774276928073,-3529.54559404274
-2.94105792089099,-2.09972677987996,-1.27438502084707,-0.0598043692916665,-0.1631011388117,-0.0119337974215794,-0.550729684566747,-0.69532137185351,-3.58508193945467,0.0197176853852392,0.0750527171993999,0.0166114760235706,-0.0321345612675005,-0.0485535226846895,-0.210206348890759,-0.349454423911113,-10.3146612393078,-6.52322724518988,-0.522109374261205,1.12053455537199,-0.275888662929299,-0.126420308041472,-1.641767689143,-1.68944304520339,0.608698554686854,0.794082359007431,-0.269598434812653,0.0286378524456679,0.0736249158530677,0.617072223530152,-0.4008376597877,0.327233582234641,-0.133706152610877,0.141257545503197,0.117862134566008,0.406105728822392,0.0626060994116003,-0.253906483781302,-0.958919291826088,0.477692589558776,-3529.54559208108
