"b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_mileage_e","b_range_year0_e","b_degradation_e","b_packreplace_e","b_cellreplace_e","b_price_e","delta_b","delta_c","delta_d","delta_e","logLike"
-1.12868124298542,2.26339506320918,-0.448005847462999,1.46199936642648,3.02122130435537,-0.486241614841547,-0.190663738732325,0.605376259416212,-0.254659020275215,-1.13022991323116,-1.10343064945701,-0.255319884018246,-0.126178741874226,0.608025377840389,-0.00287122523129232,-0.264557792594447,-0.433184127873699,0.179576676003642,-0.0764743237827323,6.65138522195813,-0.755852131260235,-1.75508044252908,-1.49557562322727,-3.81357881384712,0.195118266504599,1.19270903242587,-0.603455148314021,0.220509298669202,-0.102586893118949,0.05059333585489,1.00474420926377,1.81672427250647,0.0789266097990438,1.69958002985848,-2234.63976808826
-1.13623490545086,2.27438401062644,-0.442279084002709,1.53585328808064,2.8890208283872,-0.477692062286936,-0.214783468812333,0.590218096565176,-0.267236778438199,-0.964844038787584,-1.10928786313314,-0.270478568155533,-0.12565446064525,0.640016563647414,0.00317040062769695,-0.123200078282727,-0.353242815533024,0.19028425288067,-0.0943732748183085,6.66595591020522,-0.759582621278578,-1.65483796171863,-1.46095393268139,-3.79865666760343,0.189888923210434,1.20066858952554,-0.606377195250803,0.266155261701285,-0.101431114474092,0.0523831448681848,0.922215952828066,1.77065732587167,0.131507911986451,1.77269057114364,-2225.78390690144
-1.17454119683747,2.28889415056993,-0.432250015017504,1.54194113906388,2.84011835563123,-0.470609995114315,-0.258029908501073,0.58273724938674,-0.284128522992978,-0.750275271332714,-1.00250821816185,-0.250848397514325,-0.140097305447196,0.599861153769003,0.00436175643114385,0.0690607849583957,-0.203706955550538,0.175785996805439,-0.158316523621161,6.68990201085644,-0.76897524278094,-1.46876462901441,-1.2933694157127,-3.76781034246834,0.181283705673672,1.22017500384832,-0.608316404960074,0.300911558795641,-0.099112402598408,0.0541762740974693,0.851994088047961,1.73159884146063,0.174224187066137,1.81788042133155,-2220.05022882811
-1.22165600722207,2.41251796195233,-0.453045707300256,1.63085817033676,3.07261197708098,-0.503105603546073,-0.321429853393597,0.595945024050373,-0.302766203373479,-0.604043055293538,-0.840383301328349,-0.191653613545714,-0.140268792879651,0.603958131349133,0.00572051783704613,0.189131865593213,-0.0780163068060199,0.160405886387355,-0.284163291747626,6.68891496608669,-0.763455058042837,-1.27298926120185,-1.06503714113286,-3.68896464804434,0.176515359625966,1.24024020481995,-0.613597721376709,0.288027872196616,-0.123343938282239,0.0526076796460945,0.90535318193514,1.79545634352616,0.210146270480742,1.85375257237333,-2218.37706735356
-1.33944025897141,2.41333286732287,-0.446826990332291,1.58314775054477,2.92707649012871,-0.454863343164582,-0.32331520147806,0.611020482126339,-0.310174280022702,-0.550258924975323,-0.850470649019464,-0.221137538833038,-0.142925835497568,0.577996624885885,0.00298356365083564,0.185735779928293,-0.0653127698404496,0.147950566535642,-0.226875810135608,6.62820074830822,-0.794363804680798,-1.35997210537277,-1.11895507930519,-3.61988637006203,0.174151329882229,1.25406376640343,-0.616476063842529,0.286501923572146,-0.127291784584112,0.0562162854126666,0.933587921753578,1.8372529486084,0.259712940284912,1.86886430672123,-2218.36007855335
-1.23049337550728,2.44022849148746,-0.442808737311602,1.57907138502402,3.06457440353228,-0.466341428153939,-0.324158276358241,0.613109070762364,-0.310183817075868,-0.544914930071013,-0.801412876810109,-0.21730661374984,-0.13681986133742,0.596168964850944,0.00616097037731945,0.192949673995928,-0.0618627367713864,0.146613684708362,-0.245094812952944,6.62801332020692,-0.786150496864497,-1.35280290030273,-1.18353074202177,-3.61482124490186,0.172955382302397,1.25111204815337,-0.617349521012253,0.283057294523065,-0.13391622700636,0.0554347979919143,0.950641976670678,1.8334044020872,0.256866099981187,1.87046392979261,-2218.25908886556
-1.29958926025011,2.47694794643424,-0.448352454337808,1.57492157172888,3.02078342936711,-0.478538222268583,-0.328888590468828,0.6190078551992,-0.314157972481,-0.526982963123467,-0.787289187732394,-0.220748776888009,-0.137739219201248,0.594264112405879,0.00535944835717911,0.197436633679011,-0.054174168887626,0.138358146867005,-0.279460642736618,6.55941813713679,-0.765043222665014,-1.34033743058903,-1.18530925337459,-3.55685772143239,0.171719008557101,1.25365401303394,-0.617717228431188,0.281342608812481,-0.134695936909164,0.0591709562465215,0.966334739695544,1.85418621892593,0.275831056860272,1.8857764347818,-2218.02850664428
-1.32415270924063,2.51140621307261,-0.444851577762479,1.60046305834641,3.07303013024787,-0.505121265795791,-0.330908271360135,0.623922141518625,-0.316934643324114,-0.516887387553007,-0.779975479758363,-0.223645143242514,-0.137843146774025,0.592306311122831,0.00484279289637568,0.198192481181262,-0.0534148136777764,0.133500125846929,-0.254505294162772,6.45012850945519,-0.782547211738825,-1.25304878836149,-1.04407173202036,-3.49088175399819,0.170663815422569,1.25234572260085,-0.617986954773414,0.280163077521706,-0.13528937322167,0.0643737070910735,0.967209640877755,1.85959100880634,0.289823988863808,1.88567768099908,-2218.00007798736
-1.3239324573101,2.51885308300323,-0.444505848244789,1.6059851165539,3.08285914917405,-0.506036062385454,-0.330914957787363,0.626017989474347,-0.317504383752002,-0.51440784459006,-0.778717623659019,-0.226233221230211,-0.136964862772986,0.59158916988076,0.00473063979152769,0.198360829797165,-0.0539592212857286,0.132375178111088,-0.257013255551022,6.32606317894517,-0.76078869778109,-1.27659369785309,-1.11295741374308,-3.40848362447601,0.17112049422359,1.25231261236499,-0.619222523748148,0.281521392338246,-0.13378137668001,0.0663275955681953,0.966431488534265,1.86094020178262,0.30197825588092,1.8834952557192,-2217.95833085028
-1.32417605715982,2.50260115697118,-0.443461250284498,1.60781905806519,3.06005965931571,-0.49084376357362,-0.330312064860449,0.627975738265872,-0.317993554413176,-0.513109952629264,-0.772250730469564,-0.229563306616487,-0.134917386644226,0.594046762475628,0.00484729557592987,0.198421011746723,-0.0549435304042997,0.129699674164208,-0.254668979316884,5.97048433577432,-0.720020452478705,-1.19320891072986,-1.07424620791649,-3.1947248475422,0.172575530434413,1.24899669784616,-0.621439961228004,0.283532308307652,-0.131935048646465,0.0735623846706722,0.967481697264197,1.863823057337,0.340593367098728,1.87886949291121,-2217.90175534957
