"b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_mileage_e","b_range_year0_e","b_degradation_e","b_packreplace_e","b_cellreplace_e","b_price_e","delta_b","delta_c","delta_d","delta_e","logLike"
-1.33510473412234,2.49210808850732,-0.445436797800625,1.6384502378537,3.0815763005034,-0.473021509481076,-0.330315833929569,0.633397799270476,-0.319125928931957,-0.509011019327043,-0.759984057755638,-0.238412225492994,-0.131822658685279,0.594587710497687,0.00446776633147252,0.198558971098011,-0.0562443333902039,0.124910867318412,-0.241583051012977,5.17963650742932,-0.638147152586774,-0.999839784182879,-0.975719513246475,-2.71202669930185,0.176276441147599,1.24011522134232,-0.626743901451149,0.28901173560541,-0.127014678020179,0.0926871354224209,0.975918070493259,1.87969553585921,0.443571473721222,1.87400316284879,-2217.77838361276
-1.32828195868325,2.43754402883127,-0.43856384312617,1.6465070024848,3.05314506873462,-0.444224261776634,-0.331297276148705,0.638671407338037,-0.319567218476087,-0.503118989150974,-0.749724042162243,-0.247301268127248,-0.129041757240365,0.595345063097016,0.00496489236212578,0.201202931595993,-0.0544730544842349,0.12324719154147,-0.230473926922336,4.61312129857922,-0.590899056678388,-0.850265705330287,-0.867231387417117,-2.35050112038205,0.180332947541712,1.22563536718448,-0.631952744352981,0.294924829252981,-0.122426021844835,0.118327306935369,0.981344024566135,1.88679368557276,0.553424142394361,1.86182233160013,-2217.57003489773
-1.35743239981584,2.40853328161378,-0.444681208151302,1.74397131999678,3.19837399935759,-0.40935925663353,-0.333464623738484,0.648621606197011,-0.320439903211186,-0.49783354795872,-0.733101545609999,-0.261627680840481,-0.1268711666091,0.59187515008315,0.00529903983272773,0.203291672351014,-0.051216518862057,0.124793572750883,-0.239256126723119,3.90640068466573,-0.532442260248448,-0.62072903140998,-0.648661474867868,-1.88837607090907,0.186438832169654,1.20180796289317,-0.63910662252392,0.302005552572341,-0.11722002660083,0.157053041509453,1.03612514229986,1.94356220297001,0.769929016164794,1.89106815358529,-2217.24086649626
-1.35417465209833,2.2967060068601,-0.417647566978954,1.74358532411202,3.203736977566,-0.350238880368376,-0.335097868774048,0.652985295297217,-0.321083206945668,-0.494470333708523,-0.733588450573854,-0.263488390023038,-0.126263167475967,0.588017687902103,0.00650264679410281,0.203938795919993,-0.0514995973772527,0.129642527637795,-0.241005980763289,3.80420418753495,-0.53355731350562,-0.569945804041298,-0.585955993423859,-1.80155256416402,0.1896186013648,1.191365438179,-0.64028689043421,0.302703406286078,-0.115942839054965,0.16523779419639,1.09410688685921,1.98966076023969,0.8910378018003,1.93473252032727,-2217.06357405712
-1.41867964957756,2.24020999667692,-0.416038408536685,1.87999677910439,3.41494011787695,-0.277480974093714,-0.336719646262559,0.658586330484462,-0.321758601367496,-0.492892123917731,-0.733922019283335,-0.265789489102303,-0.127031407477212,0.586448877236068,0.00720947209817905,0.202519796365043,-0.0503837819192218,0.135376565318223,-0.252550041154036,3.67816322677754,-0.53757727543388,-0.478865196590756,-0.454315331901343,-1.68685453991003,0.194732594979318,1.17477269971798,-0.64146373181338,0.304925974000807,-0.113594861756203,0.178069138300546,1.21320585195568,2.09626490818752,1.09324223400024,2.03238176919031,-2216.89151214827
-1.42790036504453,2.21478721508091,-0.413972305820535,1.93264367882945,3.43806440069992,-0.254532009819479,-0.337708003389926,0.659295126310961,-0.322134121993154,-0.493122394130909,-0.733235244294185,-0.264090507089525,-0.129011835613904,0.581452080379671,0.0067333750374703,0.199270137344584,-0.0517419415633112,0.137686767976149,-0.26273616028076,3.69366180949531,-0.547313279231123,-0.439435806863484,-0.390423653678538,-1.67742070178941,0.197653415673283,1.16842723320859,-0.641087356577998,0.305300503662695,-0.114236216028022,0.182985494228325,1.2359661568016,2.115412674364,1.12176678307256,2.04706467494961,-2216.82409016754
-1.48202009066101,2.23570968229889,-0.424165377919524,2.05973875587521,3.61175359924373,-0.237094759887768,-0.338251951743393,0.658537296608463,-0.321774676246652,-0.492694565094616,-0.734958049880168,-0.261489331692133,-0.131455788145198,0.582777892863296,0.00596702484177336,0.197384576376675,-0.0508803304485377,0.137499796054738,-0.276601555493316,3.743214630234,-0.563477911197169,-0.42042843328921,-0.324587935773028,-1.68024051052008,0.200323521087707,1.16001586314215,-0.639901632635574,0.305610884896838,-0.114792480726263,0.188110001139112,1.28802837948626,2.16539831753875,1.16756191987263,2.091313491374,-2216.76832491095
-1.50522320303129,2.25952993005805,-0.43690241599761,2.12521777242813,3.68903409554789,-0.236697776110734,-0.337987927019172,0.656542998336666,-0.321101996059256,-0.493477687321934,-0.737039422440025,-0.259573202235218,-0.132926642533561,0.584259458109299,0.00550665573024653,0.196474422976813,-0.0503239993375711,0.136383446173693,-0.286740273095351,3.81774945590033,-0.576522180671417,-0.415718465451062,-0.290683984066414,-1.7124799991551,0.200950652765281,1.15808787068763,-0.638634244591123,0.304555059646646,-0.116681451624527,0.18814550655167,1.29923893952342,2.17757043205006,1.15832129376043,2.10295321419618,-2216.74289696926
-1.52059014816677,2.28179616429275,-0.443742916657405,2.17756680047566,3.76371444700037,-0.247760908663556,-0.33757842256238,0.654816376448621,-0.32056496773414,-0.495004685845926,-0.737937827788622,-0.258387453316787,-0.133710505464957,0.585965827216258,0.00502793784707894,0.196118075279646,-0.0499773697569656,0.134785822981339,-0.293925433986925,3.88265969922972,-0.585332500752759,-0.434944682757312,-0.279765581004353,-1.74432431675301,0.20015014340229,1.15966775824361,-0.637730475238608,0.304295501597408,-0.117706790599639,0.186664704612704,1.30240213343102,2.18319933806244,1.13939192887512,2.10979834681619,-2216.73048287903
-1.51753071449381,2.29278556245451,-0.450387044099905,2.18808352279739,3.77480883450523,-0.258274108591845,-0.337349782051775,0.654480441669582,-0.320323398843257,-0.495735922585381,-0.740028549549554,-0.258466103095156,-0.133691580491387,0.587747085522532,0.00492174609147826,0.196336931862254,-0.0495408765051163,0.13389861381829,-0.293037884041946,3.9120280908254,-0.58775226787905,-0.444077049130433,-0.28636241913585,-1.76432455631899,0.19924532869166,1.16148817286406,-0.6375315156745,0.303293397940381,-0.118999901072374,0.185168581376557,1.29440100684299,2.17700800650356,1.11967914680435,2.10454698726509,-2216.72583257622
-1.50831318447657,2.28923070729462,-0.449910387556118,2.18617334534328,3.77478760600735,-0.266751708815934,-0.337258352480033,0.654657295068195,-0.320304274576977,-0.496701624160332,-0.740477337634765,-0.258983337757799,-0.133477403574795,0.588287095776699,0.0048707191374216,0.196551175827412,-0.0495252520122167,0.133554798319059,-0.293119714249325,3.92349268669118,-0.586816280635843,-0.452775923228181,-0.293811807887936,-1.7749820496292,0.198335743622646,1.16385387329641,-0.637633033887995,0.302876509817749,-0.119537578934079,0.183896499106562,1.2883947797881,2.17252620962766,1.10787983197596,2.10116750009098,-2216.72354202495
-1.49635589505841,2.28189696725947,-0.449601167832338,2.17911656922491,3.75946576471074,-0.272531831789657,-0.337316360655803,0.65527268113163,-0.320434826266571,-0.497302485973284,-0.74071063633803,-0.259569380777102,-0.133331909998068,0.588455313257113,0.00485513637308045,0.196684272713572,-0.0495365423657487,0.133632534852453,-0.290516517009966,3.92334313820176,-0.585705017864797,-0.463455080657468,-0.305938582397997,-1.777272955952,0.19792764479928,1.16511617730241,-0.637871069410857,0.302772947522478,-0.119958859104544,0.183394474380841,1.28142640638121,2.16642210117448,1.09950002762268,2.09508766114801,-2216.72246832677
-1.48783165990884,2.2720757449957,-0.448057967550507,2.17397859264085,3.7499153534325,-0.273881707345231,-0.337395922122247,0.65585460384602,-0.32055396973024,-0.497450369848681,-0.740993098841138,-0.260039180895186,-0.133246235840011,0.588493352827549,0.00490192788791034,0.196699803098623,-0.0495729806762801,0.13392150188461,-0.289976812326743,3.91931524954038,-0.584370588433142,-0.462183079438282,-0.308423531628784,-1.7767020543356,0.197827415009486,1.16555913088183,-0.638012330632624,0.302583528268246,-0.120222210673834,0.183237366869293,1.27934149884327,2.16441145515373,1.09884682402024,2.09317460024686,-2216.72194079285
-1.4815841548496,2.26323400921662,-0.447126509092262,2.17298994619497,3.74449416848337,-0.273840760270563,-0.337481685339461,0.656360389060441,-0.320674152541006,-0.497574490773294,-0.740973643694028,-0.260387551445203,-0.13330173600178,0.58829436729736,0.00493765497802277,0.196631129286624,-0.0496119750304658,0.134340963293262,-0.289660048754708,3.91454667805055,-0.583626783264923,-0.461267935485528,-0.308952254070498,-1.77420218299004,0.197953854022489,1.16546602038301,-0.638098139149392,0.302572663858454,-0.120411110051946,0.183393476277808,1.27901123028905,2.16393362353979,1.10076126539559,2.09250014471383,-2216.72163616366
-1.47884414324386,2.25799657931074,-0.446901900980333,2.17607884250558,3.74536174299041,-0.273335689500758,-0.337548549577661,0.656664722892876,-0.320742318669983,-0.497548309295295,-0.740988084632059,-0.260564883387557,-0.13342695313656,0.588160318459055,0.00494972623933398,0.196513058554359,-0.0495960617196227,0.134689513986536,-0.289721701643095,3.91136150262664,-0.583441168145494,-0.459386676247956,-0.307496167482985,-1.77193173548032,0.19816193213433,1.16508979019324,-0.638116843767991,0.302604632498556,-0.120509672263128,0.183657355833979,1.28002790522015,2.16474962723782,1.10354508244226,2.09303531935601,-2216.72149890506
-1.47883463312044,2.25676687937362,-0.447181643269412,2.17972646581483,3.74882153713446,-0.272934884499217,-0.33756807533367,0.656712497526359,-0.320750020973194,-0.497509290558687,-0.74093560424558,-0.260580045318163,-0.133537606051706,0.588089184214202,0.00494614406647534,0.196433054564072,-0.0495655461103065,0.134869247126597,-0.289942186792619,3.91049771169234,-0.583589169308533,-0.458329129481624,-0.305986321834234,-1.77091145422749,0.198312478705003,1.16477094777686,-0.638094395005776,0.302649441039499,-0.12051631024602,0.183836579598828,1.28112710763552,2.16573845790932,1.10533278986824,2.0938497962463,-2216.72145619019
-1.4796593795359,2.25728773568984,-0.447489365069874,2.18218678474336,3.75177911498313,-0.272794028876631,-0.337565436950477,0.656656627690752,-0.320731709960278,-0.497445696109133,-0.740922678907477,-0.260539862656968,-0.13360210632126,0.588085042517646,0.00493704043957046,0.196389869082148,-0.0495373562965665,0.134930536787027,-0.290104360697082,3.91069640737464,-0.58377995197247,-0.45791417314196,-0.305154364247908,-1.77071081535347,0.19838836370589,1.16459564049781,-0.638068768652957,0.302683429509622,-0.120477834774487,0.183912538597856,1.2817681628071,2.16634504678509,1.10602430289118,2.09438115347421,-2216.72144477933
-1.48020111338967,2.25792416143524,-0.447644035483771,2.18294556645934,3.75292785308032,-0.272788784824891,-0.337554890646229,0.656595986643293,-0.320715622690651,-0.497422022561133,-0.740895046753013,-0.260503554293762,-0.133621283418957,0.588093143668825,0.00493299599714881,0.196381236665451,-0.0495274471771717,0.13493889955658,-0.290160658322879,3.91102189867023,-0.58386264355442,-0.457925856452194,-0.305001778658896,-1.77082835901296,0.198404395357521,1.1645552980104,-0.638055915733363,0.302697255123488,-0.120445381218459,0.183914519163738,1.28193290737967,2.16651030803538,1.10606296556236,2.09454663152672,-2216.72144294155
-1.48035843205313,2.25817247391127,-0.447674725547029,2.18302963723082,3.75311770882791,-0.272818111144106,-0.337549676199606,0.656570171302287,-0.320708142016766,-0.497401869813131,-0.740898521990706,-0.260492129738556,-0.133623997581467,0.58810071522266,0.00493169450390855,0.196380209120673,-0.0495249368039921,0.13493938619551,-0.290163455688092,3.91114491288077,-0.58387720202116,-0.457990126482676,-0.305060241578062,-1.77091002369573,0.198404045825633,1.16455682433108,-0.638052702973779,0.302701800193452,-0.120429066081464,0.183903511450143,1.28192214235622,2.16650410148966,1.10598041580727,2.09455035409023,-2216.72144273335
