"b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_mileage_e","b_range_year0_e","b_degradation_e","b_packreplace_e","b_cellreplace_e","b_price_e","b_mileage_f","b_range_year0_f","b_degradation_f","b_packreplace_f","b_cellreplace_f","b_price_f","b_mileage_g","b_range_year0_g","b_degradation_g","b_packreplace_g","b_cellreplace_g","b_price_g","delta_b","delta_c","delta_d","delta_e","delta_f","delta_g","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3094.20901401957
0.00916881276375515,0.0900934866648426,-0.0370445101112452,-0.0111968194261188,-0.0449081995398903,0.017041491437811,0.00916881276375525,0.0900934866648424,-0.0370445101112453,-0.0111968194261187,-0.04490819953989,0.0170414914378111,0.00916881276375523,0.0900934866648425,-0.0370445101112453,-0.0111968194261187,-0.04490819953989,0.0170414914378111,0.00916881276375522,0.0900934866648424,-0.0370445101112453,-0.0111968194261187,-0.04490819953989,0.0170414914378111,0.00916881276375523,0.0900934866648424,-0.0370445101112452,-0.0111968194261187,-0.04490819953989,0.0170414914378111,0.00916881276375525,0.0900934866648424,-0.0370445101112453,-0.0111968194261187,-0.04490819953989,0.0170414914378111,0.00916881276375523,0.0900934866648424,-0.0370445101112453,-0.0111968194261187,-0.0449081995398901,0.0170414914378111,1.94736715831783e-15,1.94736715831783e-15,6.49122386105944e-16,6.49122386105944e-16,9.73683579158916e-16,1.29824477221189e-15,-2994.03801094995
-0.124557629212795,0.362307599247072,-0.0103529380884453,0.41005665002193,-0.260873739796415,-0.0357537439104499,-0.0214377754716355,0.344011411715401,-0.162438165025845,-0.199278225699545,-0.402654012508039,-0.0837306412563228,0.253383930285303,0.627215117726662,0.0986275694940387,0.946617305050386,0.507722557306557,0.362559003598804,-0.243195936216656,0.127310880217785,-0.25568399283605,-0.960320747145786,-0.61128982446806,-0.20544095313185,-0.0111865034244429,0.4525414208723,0.00337959640435101,-0.0515451147611371,0.145529644987298,0.123722060902203,-0.0405433739884797,0.332938091486753,-0.158419244565282,-0.172537722736517,-0.0574907383084338,-0.0809969059581406,-0.117008875558527,0.201671416663249,-0.208327492832408,-0.767224031868372,-0.603807144448197,-0.192424578535078,0.186350508706658,-0.0204156756534237,-2.47445219737152,0.381701074143631,0.151332668418618,-1.10415702773156,-2821.79488638577
-0.0480975371889085,0.626987291173794,-0.0175962015401034,0.392023858867644,-0.166273437175142,0.0470968024091888,-0.00717181929349471,0.423835481526806,-0.196985942332126,-0.292780614999346,-0.486262443056157,-0.0869922666324649,0.141385327978315,0.543362401638441,-0.021181337015244,0.84268488122001,0.328579645121619,0.251016166777866,-0.209668106289385,0.184152843883136,-0.240497005478515,-0.89003370593228,-0.54018740176293,-0.163634595509826,-0.0158296247978972,0.595294266008372,-0.0208288657140985,-0.129505491480443,0.130470509221929,0.226309588002523,-0.019627776248474,0.426994518166784,-0.206095325107739,-0.196061475017902,-0.0347132934342222,-0.0776629251877605,-0.158625510409579,0.255456341222872,-0.232428490221518,-0.801831702718983,-0.963188234458578,-0.212355415510973,0.377693407007189,-0.775302732682896,-2.15044933626956,0.616464468341666,0.241367803849539,-0.744759221994323,-2731.69461761216
-0.0931019434958962,0.858848586103613,-0.0866532961111582,0.41106233421491,-0.257818579642228,0.155395180948153,0.030237455157825,0.553938789124225,-0.214354016987866,-0.366107903836514,-0.513142358884832,-0.0653079268389821,0.150550051772036,0.552622243039311,-0.0943145511257593,1.18838539842644,0.281455663516781,0.275307465655074,-0.0976511543525095,0.271110173297513,-0.158110091987031,0.590689402041325,0.100060283323475,0.00980477189092041,-0.0721898363254031,0.640008279245238,-0.0561517521342517,-0.212911241617341,0.045360633137645,0.213776119315831,0.0509288453324315,0.607952284695065,-0.250657675853629,-0.0764774593576391,0.118527485056632,-0.0206726196203949,-0.140469353316123,0.333122583377116,-0.21627976044783,-0.625848845747281,-0.919606188341592,-0.123570542437075,0.0895195560294645,-1.04055985756009,-0.948140102341518,0.655338386672849,-0.0415259360234315,-0.387431926769162,-2674.80081652988
-0.19006674094708,0.848133590626025,-0.141329680236751,0.399429267933156,-0.448014727137873,0.018773004767201,0.0478129819836234,0.749739718351004,-0.234456579620578,-0.693424007732074,-0.637898003841319,-0.112911173410817,0.100080433757995,0.503074108527082,-0.191808494484633,1.29804407880551,0.0758444269103935,0.180414274339231,-0.20651158769458,0.282474732218321,-0.363286510158524,0.993744339249009,0.842965494769049,-0.16360626426878,-0.129778996441468,0.684664271428019,-0.0382547587013489,-0.265194968960885,-0.0577242976529153,0.221523761322125,0.121391569863774,0.909520426832539,-0.358384269415345,0.0369699021793072,0.263318363562212,-0.0204831802845598,-0.155654377624035,0.355971313682262,-0.225616267670844,-0.863515895633824,-1.02628217408127,-0.156908338551957,-0.138789886297862,-1.17615838731345,-2.8509789213036,0.64708592951206,0.102859015861939,-0.283249867886694,-2620.10633469143
-0.205746325813964,1.13084481312538,-0.154678369694767,0.565835566322858,-0.411710236799165,-0.0152063600743822,0.0519200596150366,0.985206021777794,-0.20859084444826,-1.22930227378568,-0.792341910368773,-0.250866726164704,0.274244900601128,0.582328486482004,-0.266354627884319,1.50349036761727,0.19252404615839,0.184759851976873,-0.310971223235008,0.277245004042439,-0.450907359676426,2.57934692165265,0.824333660171433,-0.160139863653304,-0.196489057033595,0.633353103288999,0.00172436431268447,-0.322054283814278,-0.106184087605035,0.271801160755588,0.122080284984907,1.09300194360283,-0.491743476413432,0.100129140858221,0.228924946371813,-0.0565139526886028,-0.177998557893286,0.417325324326673,-0.225972467409236,-1.10358214367319,-1.06587005533907,-0.172701776265669,-0.312670554201167,-1.71741332347181,-1.97653730147176,0.418429633686841,0.435084693690874,-0.211290930129052,-2580.01181266634
-0.218259429033708,1.46663852921007,-0.218000315330564,0.792818291486148,-0.5850931005588,-0.308569093717093,0.083455542404224,1.28383813798503,-0.0908677772901622,-2.63837836526513,-1.33288879928525,-0.680869099089635,0.479440710074862,-0.971729334911046,-0.364227415359947,-0.363717898230027,-1.24631501654043,0.567694389704951,0.444805149463403,-0.157866780764968,-0.27361957191762,-1.09432444138309,-0.00671986642226075,-0.0629663734258146,-0.216652348390599,0.489848620116017,0.0176180928981087,-0.106921948024369,-0.000945945022967493,0.429264957794155,0.125344165652689,1.47078998345877,-0.609500464794533,-0.0490679911088965,0.191723677235031,-0.109138030589808,-0.31846126405167,0.678038610561438,-0.237586826449897,-1.80789166169805,-1.21402601236676,-0.253163205551856,-1.04863097202574,-1.82335284123018,-0.941989564295735,0.520070559539425,0.597699996300496,-0.583831972696487,-2579.2414449335
-0.118498180973412,1.51054688385939,-0.218029018218358,0.580705034878388,-0.374884101031141,-0.432159992585673,0.156643530835315,1.24431515956719,-0.215987533750558,-2.44400749099114,-2.03991711182458,-0.553242151974234,0.27368393989393,-0.532128458023342,-0.570456516896906,1.77257812221097,0.490308398169907,0.543697938242385,0.445623093575203,-0.267655580392573,-0.279891918391431,-0.0178469644152679,1.54598455040412,-0.149390004278357,-0.214063601247908,0.539505524926477,0.0117232344013245,-0.0828861862418994,-0.0257149616995304,0.331159581090424,0.124263291344704,1.41129506565722,-0.635537913450843,0.044643383228875,0.107224900235528,-0.0581700889082975,-0.312202241683462,0.593045627774342,-0.258165125130195,-1.35473369513232,-1.40881196531063,-0.218392257484233,-0.559526441014819,-4.35075123027947,-2.47544705188103,0.582131478659685,0.644362299486408,-0.185254894092434,-2559.85174321939
-0.0485419528169941,1.75375923970248,-0.265187041146701,0.421171253838703,-0.452548035829124,-0.724063188386094,0.132017536778164,1.58001165420315,-0.177111369152125,-3.40982534393569,-2.71546491565296,-0.752151956524346,0.0174602206734833,-0.750681508687638,-0.706106079271144,4.91956581356541,0.977755067676248,0.139955643252178,0.511983554193169,-0.739894901218246,-0.316690860175249,0.116874612094613,1.92210384176794,0.22721549679885,-0.203729798501222,0.603273436734341,0.0056053940241189,0.0278871609892377,-0.0447843100194649,0.336546289573055,0.140229973107931,1.34541827887933,-0.65469638401162,0.125438107318871,0.0935912854332175,0.0607720341996969,-0.436287208947,0.746617383290041,-0.270844432835261,-1.09771958313521,-1.01904905458173,-0.235148531482513,-0.775346353322918,-3.84345968277147,-1.94435786247499,0.743042346525743,0.642232347395601,-0.389781176535046,-2544.25303282431
