"b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_mileage_e","b_range_year0_e","b_degradation_e","b_packreplace_e","b_cellreplace_e","b_price_e","b_mileage_f","b_range_year0_f","b_degradation_f","b_packreplace_f","b_cellreplace_f","b_price_f","delta_b","delta_c","delta_d","delta_e","delta_f","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3094.20901401957
0.0103682424879642,0.0827543111360866,-0.0344110923627892,-0.00646185573700785,-0.039203970580196,0.0175267233694905,0.0103682424879642,0.0827543111360867,-0.0344110923627892,-0.00646185573700767,-0.0392039705801959,0.0175267233694904,0.0103682424879642,0.0827543111360866,-0.0344110923627892,-0.00646185573700768,-0.0392039705801959,0.0175267233694904,0.0103682424879642,0.0827543111360867,-0.0344110923627892,-0.00646185573700765,-0.0392039705801959,0.0175267233694904,0.0103682424879642,0.0827543111360866,-0.0344110923627892,-0.00646185573700761,-0.0392039705801958,0.0175267233694904,0.0103682424879642,0.0827543111360866,-0.0344110923627892,-0.0064618557370076,-0.0392039705801958,0.0175267233694904,1.98725149663109e-15,1.98725149663109e-15,6.62417165543697e-16,9.93625748315547e-16,0,-2999.47762347045
-0.0420397367239199,0.341577344910335,-0.0965662254643822,-0.109086555508186,-0.177995156029995,-0.0152031332326908,-0.0420397367237828,0.341577344910371,-0.0965662254643552,-0.109086555508537,-0.177995156030075,-0.0152031332326656,-0.0420397367238129,0.34157734491032,-0.0965662254643874,-0.10908655550865,-0.177995156030192,-0.0152031332326956,-0.0420397367237498,0.34157734491041,-0.0965662254643258,-0.109086555508445,-0.177995156029883,-0.0152031332326597,-0.0420397367237805,0.341577344910381,-0.0965662254643376,-0.109086555508624,-0.177995156029955,-0.0152031332326572,-0.0420397367238958,0.341577344910233,-0.0965662254644418,-0.109086555508764,-0.177995156030223,-0.0152031332328053,-1.17874652579354e-12,-2.22222907572856e-12,-7.5819512075316e-13,-1.97915634581756e-12,1.783767649042e-13,-2858.00803504439
-0.0935305673517108,0.70538037043348,-0.1899815184774,-0.232388791560583,-0.320856018607263,-0.0573436650376698,-0.093529715497842,0.705381205148703,-0.189980894041319,-0.232387147456546,-0.320854279846103,-0.0573428234067542,-0.0935306570269376,0.705379879300778,-0.189981387026933,-0.232389657914895,-0.32085663325051,-0.0573438798218171,-0.0935289514434942,0.70538221845015,-0.189980455514053,-0.232385044330177,-0.320852226569005,-0.0573420058053133,-0.0935295587452749,0.705381306177415,-0.189980689312558,-0.232386756979313,-0.320853715606145,-0.0573426490378388,-0.0935322487564378,0.705378229915084,-0.189982624048184,-0.232393942351533,-0.320860809529576,-0.0573456442673874,2.08197691823323e-06,-5.00342312388535e-07,3.84383515363656e-06,2.12462497340429e-06,-6.50443369217607e-06,-2761.70991345528
-0.0896973991729921,0.778614303707662,-0.213421757983043,-0.237224909027753,-0.316933292246248,-0.0647244103538851,-0.0895977782507501,0.778750520302714,-0.213361661816306,-0.236963402997405,-0.316676930608338,-0.0646125614831258,-0.0897181592174189,0.778585703322458,-0.213431135055793,-0.237286572156959,-0.316991617886091,-0.0647473608791552,-0.0895005433676988,0.77888364672397,-0.213305166365879,-0.236701700354047,-0.316421665730513,-0.0645039107242849,-0.0895760823826047,0.778780417743354,-0.213347724238552,-0.236906034418255,-0.316619613312846,-0.0645879403921945,-0.0899199428157573,0.778309572251996,-0.213552768938481,-0.237827120806389,-0.317519776415156,-0.06497488291631,-0.000598560415115386,0.000428354248495402,-0.00142457755552217,-0.00077623239956664,0.00213172008225275,-2756.58966847522
-0.0946121418429856,0.78157870126365,-0.223604309728928,-0.245080243953395,-0.32086644999752,-0.0735099333565963,-0.0694158716590442,0.81550673286157,-0.210426872656708,-0.176308277397621,-0.254450775287427,-0.0447802835542357,-0.0997936345351328,0.774618639212086,-0.226214573262366,-0.25947650626757,-0.334690294168585,-0.0793638629424051,-0.0446837276885963,0.848891504586623,-0.197625663813646,-0.109135615003251,-0.189659823095132,-0.0165478515389577,-0.0638084805668954,0.823078283133109,-0.207487785782363,-0.161090789830708,-0.239731977002513,-0.0383720625372439,-0.150549792226859,0.706552948264593,-0.252900587865534,-0.399971943710792,-0.470415409756659,-0.136961733277758,-0.144994527051134,0.0733607351262748,-0.297419453331582,-0.181311879653641,0.51672637531178,-2717.77845351066
0.0896443419327704,1.45347668821669,-0.236668393458008,-0.575599846842449,-0.215228565303474,-0.224040333531977,0.101610330315037,1.09334220250983,-0.170664105082412,0.135564842313127,-0.164649436467123,0.140549765491435,0.0119511248442357,1.31285301200491,-0.258681158908007,-0.79182942445278,-0.284033506546116,-0.289402421774584,-0.408485159694122,0.0155615233843637,-0.211031529179484,0.223036508905367,-0.198229939621594,0.0791810791530471,0.0200842986570544,0.879060265044327,-0.171469120279345,0.196980774162813,-0.175616579779344,0.164381547718008,-0.186196704261467,0.68261561416369,-0.258573261645381,-0.532752730346983,-0.595535075269361,-0.119678454691426,-0.41202918696038,-5.94762410618145,-0.404469101941648,-0.182933262035723,0.806463443373408,-2698.72878469492
0.0817937873128938,1.45795040411782,-0.244850142150563,-0.575130271645519,-0.204433425207789,-0.216468089763663,0.097601929174183,1.09758223679314,-0.176007986710491,0.158314338474293,-0.152141986401911,0.175276441625977,0.0553110186335525,1.3887748231438,-0.256537271259118,-0.722438849653914,-0.216398406029308,-0.243598866376893,-0.36198982732471,0.0664956304165254,-0.211918957430291,0.2429128109557,-0.114136283605241,0.0987665947218578,0.0163758592510822,0.881283921609417,-0.171499990013923,0.211179649931931,-0.161603718298596,0.213773903796915,-0.169924707950381,0.704497566077658,-0.252157249661569,-0.519083629179659,-0.572519795757238,-0.107725753683367,-0.312169613458337,-5.34465550144588,-0.497287347275436,-0.0688777414406916,0.76616730043416,-2683.38726921256
0.0284541934635824,1.41564116803157,-0.276655470968953,-0.62978988919325,-0.20677510787413,-0.25671785747643,0.00238308705249798,0.800946392387297,-0.20225468087987,0.148456431687778,-0.193181368485534,-0.135554646720482,0.0535642594757043,1.38842543965272,-0.257594836766145,-0.72786510440573,-0.214659972077265,-0.243999964628563,-0.37733778663094,0.0583678902533555,-0.243888639234486,0.164077436649621,-0.165224028299071,0.0677518895093688,-0.0202525205171056,0.760693807411986,-0.173446362445144,0.206516205217872,-0.149591791381262,0.192396381560147,-0.155640764957574,0.731119444932943,-0.246719651837065,-0.585324726407676,-0.593163404231309,-0.109406132506809,-0.065200529683275,-5.00998663285448,-0.655432366658188,0.197501595854123,0.619260918069972,-2658.14616046712
-0.0396137001031261,1.44709710475684,-0.357636800091583,-0.753178753740921,-0.227561975881284,-0.292954599238775,0.0960987637044741,1.04666292374002,-0.188856049545141,0.368536421466912,-0.00320934244124443,-0.075701129321307,0.0429116732307252,1.38756688909855,-0.263725982746677,-0.787388249317962,-0.228013189664859,-0.246903659676092,-0.334839747380261,0.130208563999346,-0.281993708056203,0.117050846745036,-0.131326926084211,0.0274219615327702,-0.0608021874665763,0.695361840604444,-0.162357938599863,0.150664673645019,-0.131040290200707,0.277732721280325,-0.152895542003575,0.760037686544942,-0.237602298557772,-0.804433878062097,-0.720568329102407,-0.135764871770779,0.0772447521152355,-3.72553961183375,-0.70753562530794,0.478935995592914,0.288288827630804,-2632.52381009564
