"asc_no_choice_a","b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","asc_no_choice_b","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","asc_no_choice_c","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","asc_no_choice_d","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","asc_no_choice_e","b_mileage_e","b_range_year0_e","b_degradation_e","b_packreplace_e","b_cellreplace_e","b_price_e","delta_b","delta_c","delta_d","delta_e","gamma_used_bev_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_used_bev_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_used_bev_d","gamma_EV_benefit_d","gamma_EV_anxiety_d","gamma_used_bev_e","gamma_EV_benefit_e","gamma_EV_anxiety_e","logLike"
-0.512862025600166,-0.600878492956141,0.635484025242107,-0.618312189253852,-0.0770207186717154,0.565431152313996,-0.593899230525073,0.34802211001134,-0.717257625652483,-0.597499883271778,-0.84087086269102,-0.162841551928972,0.0555187089241864,-1.01826467112475,0.435309355126895,-0.899906847101488,-0.772530620876246,0.75176006657308,0.239120121304286,0.430680886674158,0.0814185206675063,-1.26788355072578,1.38386163615423,-0.0374911998355307,1.06560169512652,-0.74691301999692,-0.284083339756286,-0.559659611633847,0.152700234398186,-0.0879798269541246,0.00866851674419344,0.400358693012312,0.549031412131953,-1.10305512790143,0.477135172389911,-0.171514133598383,0.247093481165798,-0.435905732669384,0.828389789063469,-0.433306409246305,0.273110643687857,0.279687697181808,-0.103063034868575,0.47025498376905,-1.11102109404249,-0.560812830981412,-0.309739785633871,0.000353626670989615,0.0721197942192053,0.916832280570284,0.593351236883219,-4292.42682908969
-0.545701388930666,-0.59077225050833,0.646097224126379,-0.606527761093992,-0.0389655361438167,0.541544045009554,-0.588832418718852,-2.39685364860012,0.0313893446348427,1.72154398054952,1.45590458199714,66.4266445838107,751.007931229179,1.7111165078717,0.35229652775004,-0.831465541042912,-0.684871648875539,0.70141275538378,0.0990114465529843,0.353095261692924,0.0596785514520485,14.1807662384761,1.6042814969393,-0.207430427901903,0.957095228808245,-0.954011807141414,-0.204554957392582,-0.938808209134849,0.0339808890778222,-0.103658686736211,0.0374688264533011,0.380943772560937,0.517769095828459,-1.0632244864549,0.44364270974372,-2.89040030656131,0.0722498507885888,-0.663633687197186,0.896988471804378,-3.23331287541056,-0.373060133339095,0.0221614149579892,-0.141567710478332,0.414525593111079,-1.0483287348265,-0.555679735795157,-0.182315491098209,0.0779235356542225,0.0933876271294557,0.914001937653769,0.531546512876027,-4118.06505661303
-0.592330819134329,-0.57596095842015,0.662078285295331,-0.58820403676783,0.00143993074004167,0.487534700956877,-0.57987190231299,-2.39685364860012,0.0313898167189796,1.72154416403997,1.45642377015919,66.4266445838107,751.007931229179,1.71111643593242,0.231373452511545,-0.76448914039245,-0.547688028391323,0.625596588194173,-0.110798420186548,0.229345180762594,0.00162718057809689,13.6694094843341,1.70733465720104,-0.0366160883530702,1.03429289945076,-0.578491392397129,-0.287684586006972,-0.801911450372636,-0.226341776067377,-0.123386801096785,0.0867125579844965,0.344989901843312,0.454251622357876,-0.993828647853848,0.371624525861755,-2.93120303224401,-0.168789010654017,-3.23512591117642,0.869813704720923,-3.2504723068414,-0.377742756730906,0.00323268495849666,-0.185237722332926,0.304585596765507,-1.02249615833077,-2.24496365348852,-0.466668439311283,-0.0421734239570257,0.102457989150621,0.906537163885934,0.449453793086257,-3886.2501521674
-0.662109876726046,-0.550515798941763,0.684639066305548,-0.556836720575061,0.04922927701311,0.336013923292867,-0.563761761783248,-2.39685364860012,0.0313902738461393,1.72154434216165,1.45692817273986,66.4266445838107,751.007931229179,1.71111636651082,0.0592048328693357,-0.687614952869631,-0.391143972891327,0.526594511252535,-0.30792470037946,0.109187240949214,-0.0996808585799759,13.4310703526079,1.75605007857929,0.0438015978908138,1.05751732288258,-0.474150181707376,-0.349132032508788,-0.740609556135137,-0.546364893775366,-0.142926569740403,0.137334021333402,0.300787108800525,0.371955867273874,-0.920536104913936,0.289309483162791,-3.32748729297794,-0.469351678257875,-3.5512471034656,0.888620560645602,-3.38876954104156,0.476326891510514,-0.677401690107235,-0.217239905807552,0.215051924620238,-1.03561478639829,-2.34783668036525,-0.102057623728052,-0.054881940556929,0.127841288559327,0.866636469918203,0.354018531710288,-3637.89815321189
-0.733251604551486,-0.523016916615996,0.70737213822693,-0.526069661390988,0.08084714972092,0.186975456274587,-0.550615482739911,-2.39685364860012,0.0313907225160839,1.7215445182909,1.45742725302636,66.4266445838107,751.007931229179,1.71111629889791,-0.126328432835458,-0.612393708785641,-0.262415556863023,0.404224920704333,-0.374491925232332,-0.0349335240034314,-0.152216135266521,13.2093224298918,1.80070263843338,0.12193872752316,1.06188368807002,-0.437523769670908,-0.434922399768678,-0.704489340923047,-0.883474423750772,-0.159581943097783,0.189036069058446,0.253170007418488,0.279914265921865,-0.842262622022435,0.204521822449121,-3.40353680080335,-0.702864934415869,-3.5618704930854,0.846203447626091,-3.41542462575813,0.634629681960697,-0.682339660328526,-0.2585869853808,0.0653187189605648,-1.01382828084443,-2.35326516742426,-0.0290677516753593,0.0388357483184177,0.148125712054234,0.823620330261838,0.227798813207513,-3404.72605293169
-0.70653706553018,-0.456347299044319,0.730924070522751,-0.493565145940908,0.0285197434874129,-0.123952229269222,-0.547875978929464,-2.39685364860012,0.0314061836009893,1.72155068553023,1.47488619672869,66.4266445838107,751.007931229179,1.71111400022376,-0.236776837704686,-0.523456746145797,0.0393995144126355,0.234388955998761,-0.413697417337409,-0.136736725562406,-0.279540534113392,9.11327897751027,2.17776580282716,1.43430376145786,0.950600820500557,4.18868702665726,-2.31472986651021,-2.05370007990132,-1.88183168715487,-0.192066841607156,0.224919059654957,0.183429874519115,0.179563452131031,-0.804546503258685,0.0432635372370251,-5.74195410514178,-1.37285314018989,-5.23312259711641,0.37914543500173,-4.23067779172214,7.90401161876531,-0.197676073108664,-0.151135908249388,-0.41822363841523,-0.990159005749026,-3.08739811941241,3.12364616066438,-0.0700862043284943,0.220063265647027,0.667464953092236,0.0541071942603484,-3153.79815300757
-0.683327342705833,-0.382278225047215,0.783557921015278,-0.476186922569091,-0.115327882587382,-0.405395599157308,-0.551733184575041,-2.39685364860012,0.000963132760109724,1.71501542582087,-17.6163402214199,66.4266445838107,751.007931229179,1.71752586475991,0.219941131992859,-0.423996238158602,0.381548265766264,0.0683822187292236,-0.429734484101761,-0.414452021767881,-0.205684227145386,39.427290586292,-2.9576034692683,-4.64573477694001,0.22558213474788,0.689963990782359,-3.11483367401844,-9.40212026939583,-2.97902875853342,-0.222167936277786,0.250736456185492,0.106574106420623,0.0760435899657188,-0.753697801910483,-0.125861201067975,-18.897767182403,-1.19264974373674,-14.222408031818,0.0898050679111658,-11.8879232912964,21.7605135927048,-2.07572232120934,-0.219736235801422,-0.720840306322796,-1.04468747430044,-6.6700492495069,-0.39127003809263,-8.66944907466247,0.305363955128085,0.465763353040116,-0.190416652032018,-2973.21644842637
-0.772331207622658,-0.341619718443463,0.812246255210469,-0.459654453793165,-0.171871936067136,-0.479433412053235,-0.537570641914895,-2.39685364860012,0.000963132760109724,1.71501542582087,-17.6163402214199,66.4266445838107,751.007931229179,1.71752586475991,0.0628988770805194,-0.353163406254977,0.392698694010798,0.0120022109666105,-0.623753213792706,-0.452709633643572,-0.218988173780187,39.427290586292,-2.9576034692683,-4.64573477694001,0.22558213474788,0.689963990782359,-3.11483367401844,-9.40212026939583,-3.39981734316454,-0.225441663823691,0.285958280695048,0.0419890783330469,-0.0263034389335854,-0.64205692757453,-0.210890588680289,-19.4192585150051,-1.0425541234145,-14.3442200921961,0.102122873341963,-12.2586888521769,21.3289844676054,-2.24129409375985,-0.142652994091671,-0.706046229446548,-0.96585478311954,-6.77422816498762,-0.360442324612028,-8.64087009790338,0.352260974467761,0.368673015140571,-0.346761741199317,-2807.94757615498
-0.883861133559279,-0.26979342131392,0.90785907998952,-0.533140347125532,-0.277256160896393,-0.630282285192569,-0.560863110880208,-2.39685364860012,0.000963132760109718,1.71501542582087,-17.6163402214199,66.4266445838107,751.007931229179,1.71752586475991,-0.266927513054316,-0.202482214490045,0.352006792349367,-0.13891087947468,-0.845569233850389,-0.665443825544918,-0.239684343540613,39.427290586292,-2.9576034692683,-4.64573477694001,0.22558213474788,0.689963990782359,-3.11483367401844,-9.40212026939583,-4.97233793529243,-0.245676423354932,0.316874933985673,-0.0472041990060997,-0.130164786030857,-0.560191892363,-0.44932374958475,-11.3760269003945,-0.560680964266648,-14.8952801645402,-0.114230158919231,-28.530088965783,22.6754086478333,-1.99865302063233,0.160718118794761,-0.84948509077485,-0.779196749607577,-8.00029998917617,-1.11828943786669,-8.74635084164036,0.492603059790625,0.0486019218106099,-0.551839085358466,-2660.15006806617
-0.969159591507205,-0.23473355568311,0.929826595870062,-0.524402964568129,-0.226334978496987,-0.43165876575994,-0.505415346889737,-2.09188657429915,-1.06147441333963,1.03899027724573,-159.168830317556,66.4165304016814,750.999097792445,1.28527890286797,-0.27593555779702,-0.199649406096954,0.354892014364841,-0.130923637680591,-0.854308945131456,-0.765838133301217,-0.231962743349506,39.4983968410594,-3.48801889093943,-4.94765263828959,0.196397862111153,2.94230273553519,-3.67232273895781,-9.65025638320669,-5.17710765707735,-0.214019905565788,0.341250232783459,-0.0937495524086895,-0.227364021471136,-0.387162338214108,-0.54184964662318,-8.84544628000749,-0.578421579029847,-15.2162996955515,-0.0481945459871888,-27.0997681625278,25.0668017267581,-0.0726131025272634,0.126657349504862,-0.84172427144927,-0.765307312296532,-8.32112046804925,-1.03501560237632,-8.68147742917173,0.593558421040308,0.0261190268629855,-0.56813799041608,-2581.76061210774
