"b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","delta_b","delta_c","delta_d","logLike"
-0.227241465437986,0.699529577895144,-0.269764579430737,-1.3427790068646,-1.13125342566642,-0.28508199180587,-0.0542511505250867,0.912648901073725,-0.177472716657313,-0.173593938276597,-0.222312735726993,-0.0156890287611774,-0.0860151276921987,1.14756491845399,-0.47314481388069,2.03830779704669,3.79498540990538,-0.172132125718278,0.371918929210153,0.835463521433373,-1.05684069104912,1.34939136847632,0.0337674387004372,0.0189512365312411,1.63299990770434,-1.79217529182418,-0.741337649391406,-2619.51030715221
-0.232325077999173,0.700905752384871,-0.263069878786663,-1.31061384902241,-1.18318169794688,-0.28909460335027,-0.0564238857639828,0.930705580947532,-0.167396129116117,-0.189199287494316,-0.249159593670221,-0.0218877380573421,-0.473053583174961,1.30612537301518,-0.835730659083407,1.477820516916,1.50540930807796,0.0161934164683444,0.376344298013356,0.869048610628904,-1.03245029084425,1.32724561219483,0.0480617132026521,0.0928730796361101,1.51054969809623,-2.06320647122165,-0.70179118064236,-2615.26471865702
-0.216151714291752,0.695801008469252,-0.256084294115031,-1.36084772766004,-1.31448228038339,-0.317383571645893,-0.0582352888227388,0.951363983999985,-0.151605787394114,-0.188187986791876,-0.222473526072511,-0.024633861499934,-0.767353775876709,1.44257989318966,-0.74256905998393,-1.00208559998918,0.97767774326941,0.243145709879404,0.456917613470806,0.800353648831487,-0.970677945152415,1.55198469642737,0.13765282907156,0.293830891009406,1.43989806376779,-1.22521855507145,-0.757761256636773,-2607.30421684268
-0.195499673128902,0.677623132157341,-0.233129698850043,-1.3291101831704,-1.49715015680976,-0.359770941133599,-0.074957364556893,0.95895919558807,-0.138196296508538,-0.187262774525876,-0.237277414859269,-0.0393519304140105,-0.81515766031871,1.77479327398826,-0.858690603160739,-1.05194363493787,1.54981167081206,-0.0154968074619976,0.255740378682142,0.798972676072658,-0.740378234935109,0.752045088232663,-0.00435786045699246,0.459774232427836,1.43466828663561,-1.11397243909965,-0.149062920668811,-2600.72031337767
-0.194302467508084,0.666320117164488,-0.239370349815657,-1.37455000605817,-1.37193048243077,-0.294917624896462,-0.0992787960177923,0.93760006522259,-0.108990380350828,-0.1801505974914,-0.260790218274084,-0.0578795876855785,-0.539212981499793,1.32243697627077,-0.632011964219176,0.0683586513443533,1.1776695358702,0.0333717293261278,0.237764994274517,1.0774627629717,-0.724762027615845,0.484216204429707,-0.007608177964315,0.253701204893872,1.28289143776529,-1.29686877217436,0.28510864547604,-2590.93408198681
-0.173769736228003,0.689984090062951,-0.251945139176321,-1.42950590261155,-1.41190140140293,-0.324581981701082,-0.122533809278601,0.89351223871345,-0.0695928313830845,-0.195865216612625,-0.299791891710644,-0.0544863853534292,-0.79925698935057,1.63873176059943,-0.672281467402154,0.713349893563644,2.01874879132103,-0.143557316528937,0.219283160481013,1.18177871107017,-0.63835928687448,0.28160857642972,-0.0769844313150469,0.121095122637248,1.10300319328704,-1.26030312717078,0.564594584484485,-2582.78534843705
-0.159980328034237,0.68592351587658,-0.260790258079072,-1.38462513876802,-1.4029772556234,-0.311910609019729,-0.128118527173997,0.81919693855,-0.0379168681206219,-0.200688091575661,-0.33959202672099,-0.00797593190958676,-1.00205812370957,1.69628429929532,-0.50781331560422,0.714007516756303,1.82920103989704,-0.125760176845573,0.213358630235776,1.26060316563375,-0.618583719410022,0.220138980899208,-0.095062823019049,-0.000664914302372435,0.94994337140222,-0.956784180235307,0.665136776131837,-2578.23770227703
-0.187331863836001,0.718358282442693,-0.266721133196358,-1.33216104940261,-1.29991418106778,-0.307100925446797,-0.133898460862888,0.738700800865288,-0.0208830906077397,-0.216443222662758,-0.364918657766117,0.0572677835953951,-0.905723297855004,1.82826079171385,-0.557717871971064,1.36854595380324,3.01408101536362,-0.34367625829464,0.185920991447617,1.28912162332212,-0.592366417719453,0.176965966365519,-0.142794828858943,-0.034088107858215,0.819253354193715,-1.2947933506095,0.680837297071027,-2574.74573211052
-0.176708200623447,0.708818486005377,-0.270500407870042,-1.27176655577491,-1.29053825830348,-0.318015178672331,-0.126461998803865,0.678468502771318,-0.00655586643221487,-0.231621411211573,-0.39508590275211,0.111835873069847,-0.997526634183053,1.84622989465064,-0.351698969995458,0.81683172113799,2.36199143287361,-0.363885938342039,0.167692502958555,1.3287186297969,-0.583115639386412,0.160432485234512,-0.133882967532179,-0.0765739227096218,0.77191952304216,-1.08732930042554,0.754091200286342,-2572.63860154928
-0.19112015503758,0.699124851177932,-0.268148898835225,-1.21153230187293,-1.17735689892163,-0.304765438181348,-0.12523576540296,0.630303804384886,-0.000846919272450663,-0.248416829381579,-0.419919593556159,0.152206902721167,-0.852909052745695,2.00128233139287,-0.366186443763689,1.17244091553599,2.84823017974349,-0.528928104329915,0.159215030618538,1.34111397529719,-0.573643620343195,0.145048904068824,-0.159479269269969,-0.0922465408036496,0.710534215899381,-1.07715710139249,0.745837546924412,-2571.55083295373
-0.188261403602984,0.696282932671298,-0.272591965075523,-1.17916499689526,-1.18854889197516,-0.306267537015925,-0.124121791105202,0.632257800849961,-0.000742131623478166,-0.25747242792687,-0.409526187288524,0.163510217484812,-1.00480476066587,2.10777351830086,-0.426044132152488,1.12045385937934,2.46832180244251,-0.4941310507498,0.160510149047198,1.3500837475373,-0.571847987445287,0.140284116314228,-0.163425147376443,-0.0981205073485162,0.729559295243456,-1.03783332310197,0.751290853559608,-2571.36105542864
-0.191437854178996,0.6914313914728,-0.274393360836313,-1.15695333682792,-1.15115644256009,-0.300549978931206,-0.125028720413875,0.612889946070916,0.00020823421556368,-0.262705775117869,-0.415343047673097,0.173059388564862,-1.01645730670506,2.29608658934711,-0.43782228015888,1.22650687880083,2.74258738617306,-0.574110090258534,0.159374359805514,1.35259526512969,-0.569449368425457,0.13744721342421,-0.169840526253942,-0.105366885165778,0.724693238082179,-1.01602414279651,0.75708448306643,-2570.51567342201
-0.195965548422892,0.685562321726228,-0.274838769116013,-1.13579319909559,-1.12102426833809,-0.293879946022577,-0.125403012887008,0.618419852583577,-0.000515249946129205,-0.267601497694514,-0.41768208693002,0.17346840927748,-0.973179783243513,2.45363767217376,-0.435267418429398,1.28475061792376,2.91278162166168,-0.663357629647606,0.158242097228396,1.34355182593128,-0.56783665325428,0.137323582345945,-0.172194356481783,-0.10561594053188,0.724009553275721,-1.00194131040488,0.756805251408201,-2570.4458725319
-0.1952268878477,0.68378616072761,-0.277911336335737,-1.12470197981163,-1.11807400093118,-0.292993104077257,-0.126582336280504,0.609768697370454,-0.00135623934723954,-0.268266369291045,-0.414464322935612,0.174384731805067,-1.10559112102822,2.64621147637994,-0.473419346789592,1.32721139690323,3.031623748303,-0.692684781648428,0.157664280291698,1.3471555354893,-0.566115250312313,0.142033879681524,-0.162200788271718,-0.11034201276149,0.7393334346188,-1.01778843373913,0.770064526763231,-2570.18793798275
-0.196119481425145,0.680429124299102,-0.279371825839725,-1.1103292522664,-1.1100278993506,-0.289906039773784,-0.126387954852367,0.615035090789283,-0.000766020278355568,-0.269950380161764,-0.41674860742199,0.173479987504189,-1.13744115476302,2.70566644870275,-0.473770752528962,1.21028908374054,2.91523147202515,-0.696969912983483,0.157802088145069,1.34170958822862,-0.564954989557257,0.146950181504038,-0.155263505133164,-0.110784592796115,0.739377792314978,-1.00955516228378,0.772709369323256,-2570.0984033669
-0.198721708636341,0.680655350542762,-0.279947538348348,-1.10446298099659,-1.10162873953121,-0.289501022857693,-0.126782918162066,0.61400906641291,-0.00103469985680996,-0.271292617670519,-0.419807197528084,0.171927271790006,-1.07925833273005,2.7190808346591,-0.470114302921618,1.16283487850725,2.83021849427079,-0.719225559447175,0.159336834761961,1.33480205595434,-0.564744153822842,0.149130155177625,-0.155762922566773,-0.107320289456393,0.741626098016626,-0.988125668907616,0.770847521462971,-2570.06418428589
-0.19869841279472,0.679928831132463,-0.28115352850052,-1.09755655376272,-1.1011145526295,-0.288517897532526,-0.126819650308978,0.61641168012346,-0.00119787374037906,-0.272462041126948,-0.420186961388964,0.170424110858198,-1.11121818419797,2.74416121789706,-0.479050542751316,1.09751673050447,2.70523802447,-0.71951169675476,0.161167035081462,1.33158721005746,-0.565140338256347,0.152671008467058,-0.151848626465002,-0.104400211593391,0.745426120076208,-0.978197735402192,0.769257376250475,-2570.05391221766
-0.200360482627588,0.67973146467446,-0.280997963411543,-1.09489495488904,-1.09279472749883,-0.288102658606941,-0.126925243774128,0.614867208283288,-0.00124300223158781,-0.272961013501247,-0.42232219351804,0.169999113205609,-1.06122310282967,2.76931236528886,-0.47623648741255,1.09153729237181,2.73783096048608,-0.731502622694408,0.162205759513204,1.3271334617799,-0.56577983221588,0.153743430470337,-0.153055261627329,-0.103115885197863,0.745085167561435,-0.970604426271694,0.766969530185003,-2570.03485668509
-0.200929661367549,0.679649845524081,-0.281579099972619,-1.09162197112298,-1.09206823274283,-0.287431939757482,-0.127381575823393,0.615718794089675,-0.00134854040916914,-0.27349472516858,-0.42215191757674,0.168975250251925,-1.07228473400323,2.81264027651255,-0.482980364940198,1.06687941068289,2.6813901867115,-0.756150354659154,0.162940184512777,1.32189153136601,-0.565262548343604,0.156067750619369,-0.150918296994778,-0.0993320234429643,0.747799691232696,-0.960289550731458,0.766815953371873,-2569.96438096112
-0.201220121967098,0.679278110666657,-0.28205155434378,-1.08845436219172,-1.09052414662973,-0.286762328309271,-0.127597810960364,0.615732830381548,-0.00125734575098931,-0.273704695245411,-0.423198943187484,0.168418402355111,-1.04927333253904,2.81801556155597,-0.478874748101124,0.999042752506764,2.57066185296971,-0.768380203059394,0.164962372390817,1.31627384528746,-0.565950912891231,0.158834852602153,-0.149730744834375,-0.0954479898076437,0.748996975673902,-0.931885476157718,0.763760964253049,-2569.92079484276
-0.202097577136281,0.679308034392554,-0.282047580286433,-1.08688268297764,-1.0869424727284,-0.286483535244079,-0.128072583789232,0.614883192704659,-0.00124205085878819,-0.273693242832178,-0.423967822615222,0.168219868882491,-0.999314115357444,2.8258919899059,-0.478679881843263,0.959948531763992,2.48141213690514,-0.786840718113461,0.167795325836146,1.30826508850797,-0.566835010394921,0.1605778344588,-0.151766799370737,-0.0898553307981023,0.749465181787461,-0.897692376798496,0.757423505632443,-2569.85553697403
-0.202044793432292,0.67900581274584,-0.282353764410405,-1.0848499178381,-1.08653018163003,-0.286080377427114,-0.1284352181515,0.61415488967808,-0.00115049817879449,-0.273261795487158,-0.4244238581259,0.167906579185758,-0.968705614500604,2.82092776287305,-0.476791726247231,0.863284051165383,2.28362782276146,-0.792280142013484,0.17190976719533,1.29890674163683,-0.568215192221124,0.163643956031497,-0.151881521623694,-0.0822916874309929,0.750248725551967,-0.850753168465222,0.748997651438948,-2569.73282843449
-0.20353578386532,0.679605712944094,-0.281744221365135,-1.08471057245637,-1.08143835647063,-0.286157413818402,-0.129294424369329,0.611207295579262,-0.000854818297633845,-0.272436322852691,-0.425602219651652,0.169149071494061,-0.853844447504982,2.79352128108865,-0.469216824106455,0.80436745344198,2.129053033662,-0.819195144964479,0.178480289540219,1.28192783075197,-0.570905016167606,0.16492966050784,-0.159812728269471,-0.0692571068346808,0.748485902919155,-0.770837673612195,0.731513090660509,-2569.43219937363
-0.202784893359409,0.678911470755433,-0.281814579015346,-1.08326052214924,-1.0822482936705,-0.285892647990473,-0.129969891560761,0.607257318977511,-0.000449089115251958,-0.270568737639551,-0.425418023355996,0.170342277364547,-0.795198722945013,2.75311350685243,-0.462422180039572,0.595656938074194,1.69209044345255,-0.813949081531678,0.189721714262432,1.25670475111271,-0.575356145684116,0.171319690698432,-0.160857387047455,-0.0458933413121087,0.748156560392685,-0.650795824271472,0.703540401227322,-2568.66843506162
-0.20481834412882,0.679567193922836,-0.279801925559247,-1.08600750585839,-1.07363220663286,-0.286560151367329,-0.132788072861419,0.605029371853703,-0.00043742894205221,-0.266902799759437,-0.421863409098646,0.172160580420377,-0.603220690143001,2.73081368474528,-0.468813438983124,0.563091418525608,1.5296142383497,-0.873757481328294,0.206752715170616,1.20558427571589,-0.583107320127441,0.174950192179643,-0.176454132826393,0.00204904155478602,0.74762603518389,-0.490944804688528,0.646921561665275,-2567.10314674179
-0.201923751313836,0.676463793784835,-0.278454058566305,-1.08779668153308,-1.07889300984072,-0.287796678940687,-0.134253255553262,0.600777628458065,-0.000488380986039295,-0.258593355495389,-0.41123715992929,0.172176890785316,-0.597116484653116,2.77020470400818,-0.458415668564116,0.258614405413419,0.97577435540045,-0.895702470660061,0.222758665772361,1.15244378644089,-0.592497545763713,0.191058233406902,-0.150197829453838,0.0663136245440428,0.752600678902216,-0.367893261419164,0.597878924146156,-2565.1186962293
-0.203087694135558,0.675951466543113,-0.274985643064565,-1.09698209735624,-1.0753076520758,-0.288859649531659,-0.138891506050404,0.612380504800515,-0.00296981422551383,-0.248531560609087,-0.393976667000962,0.167087988440527,-0.436550458333783,2.80225931547096,-0.497316673176312,0.330969016526625,0.96203003950736,-0.956132385454225,0.240611831775544,1.08978314306097,-0.604404278865777,0.190663683006403,-0.153551718971333,0.13414710848949,0.766072102751683,-0.258726932383221,0.529903098596707,-2563.75570241617
-0.199337489855311,0.671238946975637,-0.27330113774867,-1.10128176413824,-1.08554184062391,-0.290165790326379,-0.139857171498573,0.603999947191428,-0.00384379026420355,-0.235546511221975,-0.377044630941662,0.168416382750741,-0.514775731907057,2.99141877109924,-0.485841831265631,0.140764547099114,0.677311648307968,-1.04216736731165,0.241792223996011,1.09267005837539,-0.610603471964504,0.205175009688928,-0.0976630053510498,0.140088119499521,0.777752061879952,-0.283316055461197,0.548736027875571,-2562.93860639794
-0.199406157990216,0.669238248192625,-0.270294730294647,-1.10852502263869,-1.08599665190447,-0.28832087726854,-0.143430107744129,0.619951572027269,-0.0044933100048181,-0.227586013051049,-0.361866134895754,0.163199287049554,-0.401187332470291,2.95290938123763,-0.516556225418301,0.174308076662467,0.641778334091227,-1.03774184694027,0.25091784445083,1.04976759508037,-0.612910350281499,0.199117246882553,-0.106532342464038,0.171043486405243,0.776482910247095,-0.204537443456726,0.500073682408025,-2562.52528207559
-0.196313193009774,0.66634693184128,-0.269403125230963,-1.11623349980646,-1.09304366871141,-0.290209867804842,-0.144821312000631,0.607234950346682,-0.00520536535114659,-0.218948699643806,-0.351558892258923,0.16576074353525,-0.464428780534348,3.08499300245272,-0.508123680303151,0.09893641006774,0.521757660699064,-1.10300993890764,0.249114559968977,1.06727150024901,-0.614250726789704,0.205404870000575,-0.0788514818530432,0.160024320696477,0.786117944713412,-0.232965539372555,0.525472041213311,-2562.30500506636
-0.195840806283365,0.663786581023541,-0.266996837267471,-1.11871759522944,-1.09452553456177,-0.287336144012046,-0.146749630854447,0.625757366055133,-0.00534308410460699,-0.21433942150963,-0.339978612660507,0.160053808102899,-0.401147725511432,3.05997770254654,-0.527012544494895,0.115055337154096,0.506632860273221,-1.09866012731379,0.253056797397253,1.04096201607157,-0.614188801186954,0.201356843409258,-0.0849459803317836,0.17672570294859,0.779761103543445,-0.203780746930833,0.493909943349978,-2562.20252782384
-0.193885802309985,0.663697058594026,-0.267000524279873,-1.12828399632831,-1.10056117430969,-0.290519867478727,-0.148008932528412,0.608442884378247,-0.00575041436782881,-0.208459671502794,-0.335303151486047,0.16382709065739,-0.434844524177902,3.11476075674546,-0.518407290828097,0.0767209280288064,0.439943422923075,-1.1256932452819,0.252281348657227,1.05430316323623,-0.615089524191851,0.204279053754755,-0.0725731022623443,0.169444472908497,0.788981701470356,-0.210329076812517,0.512726083936058,-2562.15152096728
-0.193382039998155,0.660747431160103,-0.264850609682242,-1.12709246678331,-1.10095779933688,-0.286953992593797,-0.148507282956272,0.630054455108327,-0.0057933440535189,-0.206192898847438,-0.326811029490238,0.157509287783503,-0.404947482506025,3.11459635834037,-0.531689801207963,0.0910127054505857,0.447094093399985,-1.13113829609727,0.253376160064892,1.03997309906687,-0.614646163380011,0.201898959864156,-0.0761216555600208,0.177106935482053,0.780201053682206,-0.213548036334528,0.493099922585967,-2562.12822254282
-0.192676542849395,0.661562908311136,-0.265051936347207,-1.13278678463385,-1.10448064201805,-0.289029531305113,-0.149273814472035,0.620206003407316,-0.00594399910753903,-0.203467430652655,-0.325159491364511,0.159615100577628,-0.410607624828887,3.12530429950759,-0.528663488012218,0.0758231786976476,0.419918354932472,-1.13663142811431,0.253452353280716,1.04336981078778,-0.615005023005846,0.202619451420142,-0.0727952418853231,0.176104922946504,0.785593556235662,-0.207439994445885,0.499352342834348,-2562.09617698611
-0.191741329623441,0.661047060508605,-0.264402148163304,-1.13723716069455,-1.10771460305087,-0.289447883946714,-0.149846892522765,0.619986075637193,-0.00604957294509304,-0.200323870573506,-0.320789329497018,0.159100262795434,-0.413004277722663,3.14105091941786,-0.529056871700376,0.0667234599221923,0.399805250190899,-1.14618350944134,0.253268916540048,1.04450310272153,-0.615144857188562,0.202823101553544,-0.0702766599562536,0.175513285987608,0.786425205019912,-0.211853911464183,0.500835214621663,-2562.08876189572
-0.190601172585908,0.660680122013663,-0.263560259413281,-1.14341428826614,-1.11237004739524,-0.290113667146381,-0.150697872847451,0.619876824748607,-0.0061980959336801,-0.196231113438288,-0.315151779358883,0.158260317465261,-0.410126759977721,3.15494487112773,-0.530812968625907,0.0572244984623875,0.378121920673432,-1.1558520259071,0.253160807909423,1.0440987598463,-0.615232502339772,0.202662745635643,-0.0684249759187489,0.176216199261874,0.787319423322446,-0.214487778541068,0.500774600720619,-2562.08438375002
-0.189895742465861,0.660452470691339,-0.262945371640499,-1.14720185805991,-1.11535402019745,-0.290375035982937,-0.15110743115247,0.621235288100869,-0.00627397548034982,-0.193864481367283,-0.311661786854352,0.157274379668534,-0.407831259273928,3.1624574435166,-0.532217700596302,0.0532691979244942,0.369140212483337,-1.16139587131431,0.252959182538971,1.04354454855451,-0.615256832154346,0.202453153003243,-0.0680617182720338,0.176782611320042,0.786923325248703,-0.217332506760776,0.499957416153533,-2562.08299701074
-0.189582785278257,0.660570554989675,-0.262669577992532,-1.14925489650661,-1.11708652862686,-0.290592021950756,-0.151222242306994,0.621997083888162,-0.00628802644023452,-0.192878973377349,-0.310273064814556,0.156721559455922,-0.406066535757601,3.1636239797807,-0.53287788671971,0.0525585972605595,0.368117385217644,-1.16273807876042,0.252803452469341,1.04309210796569,-0.615259762499576,0.202320795224196,-0.0685065718565383,0.177309864364053,0.786452808299458,-0.218195040997007,0.499191963342817,-2562.08258031035
-0.189473975406894,0.660801693236248,-0.262574482869724,-1.15028719956233,-1.11799111655756,-0.29075975354653,-0.151184171108125,0.622315547278764,-0.0062714516244934,-0.192611444159771,-0.30997355566003,0.156494984803823,-0.405526833475697,3.16266666167246,-0.532975351619802,0.0532483298098872,0.369937325796466,-1.16232703595321,0.252702375815266,1.04292991841947,-0.615267225225723,0.20227601311537,-0.0690333739218956,0.177551132242647,0.786015551168398,-0.218386828710593,0.498768838032586,-2562.08246275291
-0.189414937060918,0.66103110407471,-0.262534795721189,-1.1510045496496,-1.11861658898676,-0.290916184256535,-0.151131346809364,0.622340154918119,-0.00625224242319509,-0.192508662292025,-0.309950899513598,0.156430021737326,-0.405511226796018,3.16166080506425,-0.532908246361057,0.0539352018668512,0.371629291640197,-1.16167919586451,0.252644582375216,1.04290614956048,-0.615272840570679,0.202277983628807,-0.069378518827742,0.177658728983166,0.785721602801973,-0.218361845427235,0.498578001380012,-2562.0824229954
-0.189359619724222,0.661215026056513,-0.262501363363366,-1.15161205147226,-1.11912636598904,-0.291054882588109,-0.151094312407201,0.622275356487389,-0.00623631542959735,-0.192415607459452,-0.309946161960657,0.156423256983382,-0.4056821408878,3.1610084984566,-0.532812904445294,0.0543449773757106,0.372688006450905,-1.16118368764264,0.252613857562105,1.0429258037074,-0.615276765912224,0.202295775965549,-0.0695665804309639,0.177693187298588,0.785507754830745,-0.218331532616606,0.498491689367194,-2562.08240560027
-0.189314144473723,0.661317731392239,-0.262473836608367,-1.15202024964999,-1.11945934850701,-0.291145606974889,-0.151082296806701,0.62219332201839,-0.0062269038782278,-0.192334172013627,-0.309925598442623,0.156446291451084,-0.405855560725466,3.16073879518341,-0.532742443356121,0.0544710489604355,0.373053118748828,-1.16094337028219,0.252606988060065,1.04294669382241,-0.615276476487905,0.202315355697644,-0.0696096744190435,0.177691663075834,0.785385623263657,-0.21831137044145,0.498467486417675,-2562.08239866879
-0.189286566743812,0.661345311710791,-0.262455473745092,-1.15220518018749,-1.11960252764625,-0.291182200664846,-0.151087277460585,0.622139027736289,-0.00622335320910416,-0.192282654887805,-0.309901151681617,0.156477013297934,-0.405953109744138,3.16070552900625,-0.532707014411434,0.054413544418171,0.372962920578959,-1.16088984513059,0.2526152582451,1.04295266391808,-0.615274241571437,0.20232858430517,-0.0695717500411297,0.177674850946186,0.785335805727478,-0.218299705750607,0.498468373329893,-2562.08239636991
-0.189276188377101,0.661333281930528,-0.262446936283463,-1.15223406949986,-1.11961980868859,-0.291183201236288,-0.151096933480145,0.622119567186123,-0.00622317029857277,-0.192264164307394,-0.309887348030379,0.156500297105243,-0.405974371291422,3.16074689961644,-0.532699068070753,0.0543336151877401,0.372770794850046,-1.16091814622756,0.252626044775931,1.04294676789718,-0.615271490780659,0.202333615261345,-0.0695214436594812,0.177661783761959,0.785326457919694,-0.218292972267559,0.498472485049885,-2562.08239580365
-0.189274398359979,0.661316918496369,-0.2624439464306,-1.15221345396011,-1.11959996526954,-0.291174647355391,-0.151103311167355,0.622118743837418,-0.00622358395564382,-0.192262925683275,-0.309884533103195,0.15651311496325,-0.405963724348896,3.16076619258376,-0.532699681241471,0.054284800438428,0.372649749464475,-1.16094020607626,0.252633034093526,1.04293844766459,-0.615269776426577,0.202334581321955,-0.0694930354055194,0.177655597840678,0.785325543988354,-0.218287321296033,0.498471149706675,-2562.08239569936
