"b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_mileage_e","b_range_year0_e","b_degradation_e","b_packreplace_e","b_cellreplace_e","b_price_e","b_mileage_f","b_range_year0_f","b_degradation_f","b_packreplace_f","b_cellreplace_f","b_price_f","b_mileage_g","b_range_year0_g","b_degradation_g","b_packreplace_g","b_cellreplace_g","b_price_g","b_mileage_h","b_range_year0_h","b_degradation_h","b_packreplace_h","b_cellreplace_h","b_price_h","delta_b","delta_c","delta_d","delta_e","delta_f","delta_g","delta_h","logLike"
-0.398595422043906,4.18525996415827,-0.637073384845469,-0.362905073413778,0.0359684738706116,-1.81792440712344,-0.125092158917914,1.37045164448726,-0.161124115462907,-3.91048296607895,-3.468823721366,-0.00612620854514936,161.30759579519,184.316200979803,-334.79697966251,460.907066260948,6.96789681803027,-272.025000369388,0.626776933869639,0.163506207713516,-0.487881588337671,-3.01130674555325,1.22203698070049,0.108985565475634,-0.315713204757945,0.676230152018151,-0.0156617379923378,0.137947453858212,0.00945057094321901,0.344738716485455,0.168142262689453,1.23808128803358,-0.618027979054843,0.198457863660407,-0.0688999563870636,0.143835831442115,-0.478190832666776,0.792904742081699,-0.300012473688056,-0.934982494904421,-0.936830233393919,-0.212464943790035,0.29127168501942,0.502844318748126,-0.00391760231084482,0.540889146150424,-0.0226029639607188,-0.568143855154199,-0.304819846970315,-1.29898183467784,-1.2525166037873,0.948360047774408,0.98073211027767,0.046249292782471,-0.0692304206377532,-2495.48731971377
-0.3985226780373,4.1852789436245,-0.637079507012277,-0.363616421231285,0.0353377588193726,-1.81796662207331,-0.125925307229067,1.37055812902732,-0.160854076432646,-3.91081670336107,-3.47003645235335,-0.00551513320232647,161.992223151973,183.01655844154,-333.12206698488,460.907066263867,10.0058235463049,-273.586961175737,0.626116136345115,0.168926657582873,-0.488868967029628,-3.01759532800713,1.21533740065941,0.108415443504661,-0.31562379183568,0.676281400788353,-0.0156389564525183,0.138212462752176,0.00957233549058706,0.344685932336461,0.16799790841428,1.23845513413655,-0.618112648832862,0.19883254870967,-0.0693887628800785,0.143814805376108,-0.478236817755336,0.793152394430112,-0.300057356157286,-0.935099902051428,-0.937034675955619,-0.212624399374951,0.291443217351119,0.502601336134432,-0.0040951145430792,0.540111819864813,-0.0224681570081334,-0.567929133883109,-0.305451833825259,-1.29895429687005,-1.24896351945631,0.948499558282491,0.980435684547173,0.0463036562839996,-0.0688955520534479,-2495.48726212909
-0.398521908806421,4.18523948555425,-0.637073694000508,-0.363323188156461,0.0354518207989887,-1.81795636778022,-0.126000242166217,1.37058699337502,-0.160846894395034,-3.91083189179636,-3.4702357566054,-0.005469038762494,161.773445306288,183.312269420285,-333.513369758418,460.907066268286,10.5095115205227,-273.476776292706,0.626059560114964,0.169332461691124,-0.48889997452251,-3.01833390214282,1.21484822016212,0.108354696372293,-0.315612945134329,0.676218518758127,-0.0156514729834026,0.138166596334828,0.00953819734411503,0.344621671862214,0.16800454908552,1.23848522829773,-0.61812774213178,0.198856307128197,-0.0693516352000183,0.143820423349114,-0.478251994241915,0.793163400072216,-0.300074055120602,-0.935097090750717,-0.936960973704529,-0.212602900775514,0.291515765076547,0.502538104654252,-0.0041102591812096,0.540112509537137,-0.0225620329967907,-0.568004799137873,-0.305538416158304,-1.29897112343173,-1.24865077296605,0.948538201913783,0.98036103600827,0.0462439414844351,-0.0689298044190477,-2495.48725237317
-0.398521764193097,4.1850302743598,-0.637051134551423,-0.363085698699486,0.03554815638551,-1.81784960445901,-0.126270784057294,1.3706968986811,-0.160757375679353,-3.91114935170861,-3.47095232730282,-0.00527542636176055,161.649155330901,183.358111605118,-333.774845028833,460.907066319675,12.2712585864654,-273.706918129223,0.625689370473473,0.171599500590469,-0.489175269991327,-3.02084187536946,1.21213436764701,0.108021134950297,-0.31550932412799,0.676176661963571,-0.015648230810503,0.138205523654672,0.00952255339460165,0.344488310482974,0.167977576633626,1.23862115775334,-0.618180118221192,0.199030557744728,-0.0694298712783076,0.143819278217183,-0.478255447283067,0.793152132436847,-0.30009363059619,-0.935070471682739,-0.936847111305336,-0.21252334267857,0.291803093857543,0.502374223428752,-0.00416248067665629,0.540173621218929,-0.0226355764121515,-0.568256192684388,-0.305903726697982,-1.29903043363529,-1.24726568146831,0.948728802194155,0.980113800022799,0.0462070468717642,-0.0694065620486321,-2495.48723287195
-0.39852792040246,4.18429656187083,-0.636968878126494,-0.363029574176843,0.0354774542132172,-1.81739525907881,-0.127119464231106,1.37092805656921,-0.16050799156453,-3.91196325774411,-3.47280915274344,-0.00459386573668017,161.436254019153,184.300441674545,-335.50015960143,460.907071999156,20.1478820688555,-275.876763134318,0.62451849053722,0.1789361763408,-0.490156160860004,-3.02865365165328,1.20360532381507,0.106961957453672,-0.315288434367875,0.676084213244847,-0.0156163834840925,0.138461005435515,0.00949521791052773,0.344133335410007,0.167846762861447,1.23909637509334,-0.618339717956716,0.199617054440002,-0.0697904801372748,0.143832437383705,-0.478223415663323,0.793182726379396,-0.300147406535804,-0.935074227952363,-0.936833890370363,-0.212540839932297,0.292378612551451,0.501844024328554,-0.00443591550671624,0.539338034369278,-0.0226648152467786,-0.568309136994351,-0.30696655597137,-1.29919660710801,-1.24298775938655,0.94908560341052,0.979379948959283,0.0460435316459232,-0.0700196083346437,-2495.48722077687
-0.398539131018967,4.18423909902771,-0.636967293919106,-0.36296459435122,0.0355018070393033,-1.81734385320294,-0.12705184228506,1.37096205451361,-0.160550699492968,-3.91186731668634,-3.4727421054038,-0.0046711009004747,161.488297720747,184.828806779106,-334.770319263616,460.907076527361,17.1365346208479,-275.76251022218,0.624419563098425,0.178676989242319,-0.490042133887494,-3.02755488056668,1.20398664977807,0.106898639503533,-0.315290499454997,0.676085482618966,-0.0156177801501496,0.138427635993415,0.00944800833331138,0.34414540310716,0.16786920595991,1.23907278391063,-0.618345270978415,0.199606023542518,-0.0697239520527826,0.14383969980844,-0.478226174643075,0.793184639939332,-0.30014865155185,-0.935034823086497,-0.936859196156567,-0.212562895636279,0.2923594082184,0.501861176167744,-0.00443699244766572,0.539410793716624,-0.0225635232448446,-0.568297988979275,-0.306920964556349,-1.29922867264892,-1.24309801040325,0.949064517914324,0.979349553208861,0.0460009668784076,-0.0700308261879809,-2495.48720435621
-0.398514818739069,4.18397994933818,-0.636974057549229,-0.362736312202038,0.035578767591501,-1.81718002048318,-0.127022835599112,1.37082704463942,-0.160540071770188,-3.91173327984275,-3.47260642278654,-0.00466123074160782,161.535812810637,185.077329809109,-335.069310236084,460.907361706843,17.1064566537689,-275.841436451912,0.624680374969963,0.17846021229037,-0.49013998960188,-3.02915483108189,1.20429056360621,0.107155157893164,-0.315209788529793,0.676087461190536,-0.0156051509153116,0.138468647311262,0.0093967325875142,0.344076510030976,0.16786743347223,1.23900726841757,-0.618337013110557,0.199575226834775,-0.0697434823225073,0.143845882376905,-0.478208555155045,0.793091867032152,-0.300129243162669,-0.935012795348881,-0.936726847963523,-0.212470189824148,0.292549575047174,0.501866748206587,-0.00444124233133842,0.53961772905725,-0.0225079964360295,-0.568612469717363,-0.306969282220083,-1.29928007612886,-1.24348578406541,0.949169019865838,0.979298153096907,0.0459901661560544,-0.0706132764784666,-2495.48720107382
-0.398530921650914,4.18376668033442,-0.636955872135761,-0.362611840048899,0.0356124558803138,-1.81703746135669,-0.127068574337239,1.37090112894123,-0.160520933854355,-3.91195990672597,-3.47287853646517,-0.00464397219182719,161.152698108535,184.762793060673,-334.476126848848,460.910430397701,17.2304419157082,-275.156620193525,0.62457623266788,0.179055288476601,-0.490239928515778,-3.0295558895697,1.2036898379021,0.107073737467307,-0.315170715867911,0.676062453902642,-0.0155998774730414,0.138498710952582,0.00935020966962764,0.344003943680644,0.167859864822186,1.23906138371508,-0.618356635579581,0.199619156688152,-0.069767355229012,0.143858005323511,-0.47820615053349,0.793094563558052,-0.300131855297046,-0.93502802730188,-0.936752051191717,-0.212474909186028,0.292618435755132,0.501762074657752,-0.00449252138485044,0.539485721804716,-0.022524005695995,-0.568590878491727,-0.307124988584133,-1.29932613767132,-1.2431900487245,0.949211644423019,0.979173587879895,0.045936470726662,-0.0707697373589674,-2495.48719911962
-0.398575429760045,4.18358054994098,-0.636951366414225,-0.362506669761615,0.0356611663288854,-1.81686593861446,-0.127146978211304,1.37094865002898,-0.160507293300374,-3.91210182373037,-3.4731131737428,-0.00459565230845564,161.188115931628,185.187222896441,-334.901167338997,460.910282729271,17.5895024236637,-275.38996954244,0.624406809842279,0.179881472230591,-0.49037072325776,-3.03003695101167,1.20279141784128,0.106968874019495,-0.315099106211177,0.676040092399385,-0.0155882134545925,0.138557034543781,0.00927277584374045,0.343895847094698,0.16784711165323,1.23913411751474,-0.618383956057719,0.199679441704993,-0.0698134233106087,0.143868856380097,-0.478206627527955,0.793112069527195,-0.300136508322047,-0.935048865247152,-0.936810857429638,-0.212498350200284,0.292764197647978,0.501640804121383,-0.00456488948480494,0.539360946838586,-0.0224332608386838,-0.56864486771908,-0.307282126568782,-1.29936979827876,-1.24272903262458,0.949329737249731,0.979029671774423,0.0458803842164354,-0.0710708198939573,-2495.48719778461
-0.398578088179647,4.18350112047017,-0.636951502093741,-0.362452249097162,0.0357089104417232,-1.81680045518664,-0.12716824561106,1.37097732330922,-0.160503719218359,-3.91216218240487,-3.47321307030354,-0.004589368726146,161.516685225038,185.685126884902,-335.688955799841,460.991777612757,17.5931630209959,-275.918806018551,0.624442337758527,0.180060300158777,-0.49038711280854,-3.03055360629905,1.20257414003069,0.106911296717702,-0.315062481677029,0.676033801522166,-0.0155831461842417,0.138579351212811,0.00923339757868632,0.343846164667518,0.167842674824792,1.2391495398272,-0.618396406877023,0.199682295306311,-0.0698256213320041,0.143876254333234,-0.478209434672004,0.793114964067528,-0.300137531635026,-0.935074032883012,-0.93681347825255,-0.212492815795767,0.292835203986308,0.501580257085326,-0.00459861154155643,0.539334098452615,-0.0223911155114435,-0.568679466508413,-0.307345505608523,-1.29938954334581,-1.24267910259427,0.949393247607378,0.978977568380516,0.0458632215841164,-0.071228191325585,-2495.48719753753
-0.398581663323793,4.18348398178536,-0.63695267642258,-0.362430113117618,0.0357453641231643,-1.81677996737642,-0.127164835717897,1.3709630888755,-0.160506284315302,-3.91213875109132,-3.47319444095779,-0.00458932705306212,161.136265611779,185.278269287346,-334.984278224519,461.129693193597,17.6427586139092,-275.229080835796,0.624416737247905,0.180070921857233,-0.490397403392034,-3.03053959290502,1.20253538475916,0.106947925605281,-0.31503930613583,0.676028138272054,-0.0155801196118141,0.138590292537292,0.00920839468927774,0.343815975948428,0.167840806117886,1.2391569158077,-0.618402141255709,0.199681139686939,-0.069830846100807,0.143879725279156,-0.478211605908646,0.793119464293783,-0.30013843557527,-0.935083775084064,-0.93682317834257,-0.212493518069826,0.292888294956117,0.501569077662952,-0.00461224866128443,0.539366358805709,-0.0223376269522992,-0.568740830304978,-0.30735076221915,-1.29939531723112,-1.24265718273819,0.949442602491348,0.978958932430845,0.045856973007188,-0.0713503972051993,-2495.48719743571
