"b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_mileage_e","b_range_year0_e","b_degradation_e","b_packreplace_e","b_cellreplace_e","b_price_e","b_mileage_f","b_range_year0_f","b_degradation_f","b_packreplace_f","b_cellreplace_f","b_price_f","delta_b","delta_c","delta_d","delta_e","delta_f","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2761.49836735081
0.00431395273334585,0.0845767998282125,-0.0379411391291773,0.0822252648797745,0.00347686461595941,0.0133809323295857,0.00431395273334591,0.0845767998282125,-0.0379411391291773,0.082225264879775,0.00347686461595903,0.0133809323295858,0.00431395273334591,0.0845767998282125,-0.0379411391291773,0.0822252648797749,0.00347686461595901,0.0133809323295857,0.00431395273334589,0.0845767998282124,-0.0379411391291773,0.0822252648797749,0.00347686461595898,0.0133809323295857,0.00431395273334586,0.0845767998282125,-0.0379411391291773,0.0822252648797749,0.00347686461595894,0.0133809323295857,0.00431395273334586,0.0845767998282124,-0.0379411391291773,0.0822252648797749,0.00347686461595898,0.0133809323295857,1.99422898805261e-15,1.9942289880526e-15,6.64742996017536e-16,9.97114494026302e-16,0,-2666.26852311756
-0.0545129017968947,0.33637853959946,-0.0997263809093867,0.0862371357391664,-0.0739969666686188,-0.0248011239004933,-0.0545129017967957,0.336378539599566,-0.0997263809093228,0.08623713573948,-0.073996966668328,-0.0248011239003248,-0.0545129017967582,0.336378539599585,-0.0997263809092954,0.0862371357394986,-0.0739969666683008,-0.0248011239003303,-0.0545129017969373,0.336378539599407,-0.0997263809094402,0.0862371357391415,-0.0739969666688094,-0.0248011239004975,-0.0545129017969074,0.336378539599455,-0.099726380909409,0.0862371357392116,-0.0739969666688005,-0.0248011239004711,-0.0545129017969275,0.33637853959942,-0.0997263809094253,0.0862371357391385,-0.0739969666688937,-0.024801123900497,-1.82950818262051e-12,-9.50564928663261e-13,-7.9682119213652e-13,-5.69098222397183e-13,-1.13279725951925e-12,-2536.60524271564
-0.109005221375281,0.708415722153733,-0.201537240891236,0.0945776666414169,-0.102529072394758,-0.0779721480447935,-0.10900257235277,0.708418713325254,-0.201535439154304,0.0945852118095118,-0.102521470287967,-0.0779692602054256,-0.109002004747446,0.708419528211632,-0.201535155552301,0.094587015390226,-0.102519951816081,-0.0779686743249273,-0.109006306108355,0.708414260718609,-0.201537886571298,0.0945742935039097,-0.102532129659992,-0.0779732924060256,-0.109005482303,0.708415304916097,-0.20153738392328,0.094576715049291,-0.102529809204753,-0.0779724080869856,-0.109006148922991,0.708414400418767,-0.201537744392675,0.0945746402601674,-0.102531685797806,-0.0779731438076942,5.25386559574123e-06,5.60973403922638e-06,-3.49511960558472e-06,-1.62789433004009e-06,-3.43729410478783e-06,-2436.71690285465
-0.100710875396936,0.779859394429782,-0.226394126430821,0.105415259244299,-0.0862167448981944,-0.0838484539240757,-0.100591714266133,0.780026518519147,-0.226324557836018,0.105766614500249,-0.085876310663047,-0.0837186157423242,-0.100565889118973,0.78006285230784,-0.226310071675403,0.105842654287888,-0.0858031081462303,-0.0836907841430836,-0.100760376441914,0.779789896310909,-0.226422598714748,0.105269413125791,-0.0863578569208258,-0.0839021359978068,-0.100723116674525,0.779842209823751,-0.226401128130202,0.105379214359803,-0.0862516539202425,-0.0838616618809252,-0.100753505113977,0.77979954084624,-0.226418423552697,0.105289625650139,-0.0863381204111077,-0.0838946889334125,-0.000870840357854878,-0.0011111365920845,0.000715933009715215,0.000366097748474928,0.000651048740012074,-2430.54025791769
-0.109563939276752,0.794875313964659,-0.240575263345183,0.0682462624999023,-0.122365986594046,-0.0992355214706799,-0.0593398382706077,0.861693102169846,-0.216698132515862,0.215092099906977,0.0212531538120476,-0.0438838116353947,-0.0484279427225166,0.876229488550122,-0.211560015524721,0.246808270275543,0.0522204634599264,-0.0318591946729793,-0.130579762328239,0.766989925972284,-0.250533678748228,0.00632529070297858,-0.182810705126089,-0.122271853958835,-0.114944933442028,0.787737795094397,-0.243084462908865,0.052394088531296,-0.137776049070415,-0.105096138926245,-0.12767809053305,0.770841080373646,-0.249143585895136,0.0148858977497248,-0.174431149296097,-0.119084424753281,-0.656362566468362,-0.830033635409972,0.543239055322956,0.26980642219874,0.492090006145042,-2422.87034147795
0.156201185567526,1.3517071437885,-0.19917879828175,0.731493744847937,0.181637428368784,-0.0374045120656675,-0.14239481180095,0.684994792478968,-0.206317474951509,-0.370555809502987,-0.180936983059699,0.0415116188838635,-0.291642696807661,0.465454320755285,-0.249124046001208,-0.776044610953168,-0.442050568809347,-0.0420981340208284,-0.230347129129682,0.714825307435766,-0.305943504907101,-0.241277403587826,-0.369976500028611,-0.17785104681821,-0.0129071380160433,1.05442331798541,-0.235113502663821,0.447318494378254,0.000331001110793067,-0.116858640230189,-0.212547736831583,0.744813214266605,-0.299515594426629,-0.125831685155417,-0.323563195644176,-0.179448420220957,2.00192784460794,1.06758855454041,-0.0823721529087432,-13.7669320151918,-1.18349113278434,-2412.26174602159
0.129756673689107,1.29348801059628,-0.229906984213567,0.777712912542655,0.109733900336447,-0.111193663141908,-0.105603805783102,0.757299155707859,-0.197799522042548,-0.233838074551213,-0.139172862342676,0.0726258436693333,-0.317278657494345,0.445162535679348,-0.269622377393534,-0.655700922738093,-0.639187157122853,-0.0779066293658471,-0.222577945475311,0.727667215402233,-0.311300951724663,-0.0849762992279425,-0.363309086250083,-0.180706185551608,-0.012907093353937,1.05442336785491,-0.235113532202874,0.44731892487162,0.000330976180118491,-0.116858631021275,-0.20533124702018,0.755038103384249,-0.300084366580354,-0.0464217597678484,-0.305380114360089,-0.177244839896596,2.08557301052971,0.834763717504735,-0.372717756948735,-13.7667952556217,-1.3089535738737,-2341.55143842236
-0.00520083509930017,1.01663384010693,-0.378280563061627,0.580925948521015,-0.263956563543897,-0.816369329677007,-0.0569139876001479,0.904438634364576,-0.180767568279019,-0.00631279159654455,-0.0374841320347052,0.118004101830872,-0.334972938922705,0.504023596820137,-0.293226164028548,-0.572192207268928,-1.04516657916501,-0.17605023778645,-0.165886331218588,0.867201500310062,-0.371046646187856,0.616552017841447,0.530627232408987,-0.207602165682815,-0.01290731129964,1.05442324673437,-0.23511398603088,0.447316389290605,0.000331756279961548,-0.116859214996083,-0.154396553658217,0.852231049630613,-0.319664945827217,0.35576960782943,0.239657621455117,-0.187773236409898,2.10372681549237,0.708000734572235,0.457729761393093,-13.7665358208092,0.0421791468364396,-2306.66528465892
-0.00149292425862749,1.01863124296821,-0.39193002844508,0.584285094788252,-0.278618276334754,-0.8235155074347,-0.0560147645288701,0.908349045562215,-0.180308556303746,0.0050714310320609,-0.042834141371568,0.121962810925058,-0.331383760866171,0.511390977201299,-0.290546365562879,-0.589243959365223,-1.0253117381178,-0.167216689067693,-0.133158535216128,0.92157946313659,-0.367034187194473,0.679765725962974,0.572528974373528,-0.180648913172499,0.00549273654367241,1.08282965718945,-0.229075441298536,0.48048421941774,0.0535113282743648,-0.0940599780778538,-0.0921558008686673,0.932466281404714,-0.31000540322107,0.478987295251882,0.30428417071561,-0.150383742017976,2.13401835008119,0.665010805255932,0.439962143909645,-13.1603337468997,-0.0298352070812597,-2298.33760605901
-0.0405888995643614,1.01780895174249,-0.465392955930605,0.433396859123397,-0.33868147473635,-0.861246071839598,-0.0737528669497628,0.897501834436689,-0.167826986940477,0.0334006423277515,-0.0835717938764847,0.129377644390153,-0.345195965669955,0.536762005616299,-0.272908155948955,-0.796281382603517,-1.01565669669949,-0.100594208647564,-0.0511794282185284,1.10223061443689,-0.438371044924286,0.77601633607477,0.701806357639559,-0.247457595955901,0.00549253698596567,1.08282872873584,-0.229077184357159,0.480486849430328,0.0534867417136826,-0.0940617629879988,0.12252428735949,1.31143818685927,-0.438115614799566,0.701266252009404,0.133458952247764,-0.304485344548204,2.23028236940399,0.540646878954337,0.684631552155893,-13.1598102044281,0.387911218412117,-2279.37908778451
