"asc_no_choice_a","b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","asc_no_choice_b","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","asc_no_choice_c","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","asc_no_choice_d","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","delta_b","delta_c","delta_d","gamma_used_bev_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_used_bev_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_used_bev_d","gamma_EV_benefit_d","gamma_EV_anxiety_d","logLike"
0.13025443372433,0.0379827533145768,-0.268282178106792,0.166273545882323,-0.707254168364373,-0.184104690108179,-0.487016489800043,-1.07913587083488,0.524995383037653,0.931314747889459,0.0606612543896907,0.288610989678301,0.246071734828323,0.562455724562159,-0.0408106465741262,0.24348365052842,-0.263861121396775,0.183094351772066,-0.761104809207209,0.602696922640653,0.528568533353422,-0.557595859097259,-0.647464022540098,-0.402191970549898,-1.06070009172378,-0.0117819028298064,0.344711389645685,-0.506916851926388,0.161697407252615,0.425047967303982,0.320929932243052,0.0632926980324533,0.107298666220202,0.754569675577315,0.584869218380447,0.0350342117261278,-0.37382759162226,-0.132319944341865,0.252486523636477,-0.189197788420121,-3584.16171799646
0.107552597644046,0.0493042253614948,-0.263130480768028,0.161192118229329,-0.735744796208659,-0.2219885294749,-0.485521104207216,-1.09005908200278,0.514678446003311,0.937875033470823,0.047983068381632,0.314283829794855,0.234470738359718,0.562175514891133,-0.421290951037714,0.212025370982822,-0.221269143158686,0.156427973008723,-0.72966795978943,0.521381178590455,0.46684835984733,-2.35918060015916,0.0975882458404417,-0.0405016538905017,-0.638617052524246,-3.10632086897471,-1.28899130564337,0.194837499389347,0.0389642506683609,0.296071061185256,-1.8861919314076,0.0916337392368845,0.124464124767584,0.681218394279238,0.507051327795201,0.142651291663684,-0.428728633709216,-2.29506161345296,0.828043756793916,-0.680968152860548,-3427.37371114967
-0.00763582361506304,0.0453298357358352,-0.21224770413452,0.114795827649244,-0.790495026374393,-0.294448749937024,-0.458951876740265,-1.45224820897667,0.437956892277478,0.877588217778081,-0.00235306417909861,0.24978142197572,0.183644777218673,0.439676010938353,-1.33430090886162,0.126181773721008,-0.116678869602933,0.102040654859559,-0.728472313189695,0.369644395052424,0.313334526043171,-2.38521504826123,0.156727335729601,-0.0311754987893657,-0.699531877468879,-3.12620048305402,-1.05486724367023,0.150211814977586,-0.18643582710207,-0.23153570455652,-1.52989057489837,0.0954431819800692,0.172580485963962,0.476520663270898,0.439181221224476,0.356592636513961,-0.4896263077405,-2.38876570554006,0.989528952072741,-0.717532383511525,-3177.28376547887
-0.240979466016197,0.0129097961154328,-0.0663938458041483,0.0205933864975155,-0.918884267132065,-0.485290085291118,-0.418918653250127,-1.9557294780986,0.346156633384945,0.797125513388604,-0.0599838068681012,0.155009882426747,0.131510152371299,0.330602644037532,-3.21867038069689,0.0162089386575747,-0.100703105861993,0.0427467235366559,-0.80806174985519,0.195816082542393,0.0353072920742558,0.389888417484444,0.490894523235221,0.149202026535481,-0.211008677909871,-4.84502847818134,0.657144811359899,0.867436940744193,-0.375610063628938,-0.712338530660485,0.325671409522787,0.235081681861502,0.161951700238623,0.299928290013336,0.454666958807458,0.59782763812407,-0.516591929345785,-3.66121405943492,4.37859387896704,-0.121627108608683,-2949.81278270648
-0.648986720160587,-0.019679841984859,0.148131166217378,-0.135168630954744,-1.0578620928076,-0.797114731427818,-0.350483306930668,-3.96395915890213,0.17241688168777,0.737996853164281,-0.210834625431684,0.0782004079275631,-0.0752870693865775,-0.00134325744729008,-5.34204323367842,-0.209936728335325,0.066061136249333,-0.0877792900988111,-0.70160238689033,-0.166314600026403,-0.262044348438572,10.106126751086,3.80328060066994,-4.23935204626356,5.03566149846046,-1.68166846833397,-16.5182505721115,2.53990466508552,-0.830706780757634,-1.05370117193646,4.10865010367595,0.367956435490713,0.239939342076614,0.000552807070562267,0.375061201055801,0.902789133644094,-0.545217437415795,-2.23179516728611,3.37970190699639,0.151844089360029,-2773.27911746604
-0.651175779324656,-0.010344257167675,0.171038456507182,-0.157467721510446,-1.07691465430163,-0.939571903165225,-0.299215043091781,-5.197964772096,0.114005393065709,0.699020337150487,-0.249827614393896,0.0602319459735414,-0.13733299996437,-0.203536046922473,-5.75212163363949,-0.266420548985209,-0.0629680893060812,-0.0746636029238994,-0.576034112416409,-0.19681981319927,-0.348067972983905,-0.606734683683641,-6.03263185299,-1.211936933407,-16.1038366671564,-24.2542232611893,10.820548509335,1.60098355689935,-0.563369432655121,-1.31805701639123,3.03369937526007,0.391485362353682,0.296494185349698,-0.202008859969207,0.466725497637886,0.62527713408579,-0.705604001440213,-3.53478976794315,4.84135693726098,0.319746474695783,-2631.64219344731
-0.701319595373673,-0.0447085713154624,0.182833767608041,-0.176275969058452,-1.11472309739936,-0.969648307613179,-0.302286410548897,-4.69020696578053,0.111676066991838,0.799809662197228,-0.279049968936573,0.0488066689508827,-0.209073147760346,-0.280066995838086,-6.0579412977483,-0.297223022252119,0.0515508553195702,-0.0697195580075462,-0.570087417342142,-0.163045146090967,-0.413946386195963,2.92314984343153,-9.78873006029496,-2.97349976552982,-28.4267056878688,-12.4161701852687,30.263857461868,-0.273827402077101,-0.711940165722312,-0.727579724309474,-0.0480092533461072,0.4280187673958,0.14041111045674,-0.170415574206948,0.49479475259113,0.440151989089421,-0.400054617527226,-6.37926700496488,5.49526079142668,-0.193339222089004,-2554.06777780697
-0.823848034329133,-0.141884600036489,0.431958216264025,-0.247921774605876,-1.15859034558752,-1.04526881002438,-0.324802612214557,-4.79485292160997,0.102596994072167,0.969778248663398,-0.402922187909558,0.0350464317982776,-0.244846540824287,-0.568956263704164,-7.7011948031703,-0.374889319739652,-0.0421997312136613,-0.0899797912305114,-0.353771270343612,-0.31041677162419,-0.688784633269732,2.77332417251654,-9.3530674570581,-2.86995830575926,-27.9963933715483,-12.398338159155,29.1222908811694,2.19012865125546,-0.960051781738539,0.128394088058019,-5.99660288060113,0.495300696986399,0.238152086637059,-0.190233047345325,0.224800568711935,0.595811469592138,-0.276503909070188,-3.25865737449748,5.38228384234408,-0.0641251373875844,-2480.52370504735
-0.865070439611297,-0.144477208331529,0.454080651925064,-0.258189378229146,-1.10113865109909,-1.03836618099142,-0.318960703818131,-4.38207323413118,0.060409073014669,0.947397019659924,-0.458997514123467,0.0135357316580334,-0.264022252797037,-0.652720744052558,-7.61453357740041,-0.40005918567989,-0.0366820279881164,-0.0918249446146412,-0.29083571217192,-0.345506221838398,-0.733845741903719,2.73787548295209,-9.34561383434385,-2.86192885663756,-28.0039762124719,-12.3540969923849,29.1056782601032,2.21115448027289,-0.911349662198858,0.0114636454743187,-6.08866509690133,0.512622183135575,0.309707739131356,-0.259920212378527,0.201168099917231,0.474401043008077,-0.33390461627396,-3.41433486332242,5.31659589206501,-0.0878279314820038,-2451.81097845957
-0.877296000106126,-0.158238249812595,0.464573860736377,-0.268775406910482,-1.11057839083499,-1.05205874277363,-0.342098183299957,-3.99225445204042,0.0334780288511203,0.95990490618562,-0.511899824087318,-0.0580764063072896,-0.255267259843478,-0.694293895699561,-7.63239139426874,-0.402603280338517,0.0216658395615664,-0.0778483491670619,-0.285094293531729,-0.341526316939142,-0.787289237339267,2.74610555980836,-9.36358806450618,-2.87830774274569,-27.9589458131402,-12.5444740636841,29.1911156151445,2.57131887017433,-0.741511274137797,-0.0562402991069983,-6.31889300765007,0.520014960892126,0.274198317168632,-0.256625756561728,0.245766395862034,0.362166374657024,-0.394853160244786,-3.334803012405,2.98743849922386,-0.127312177043878,-2438.32901489015
