"b_mileage","b_price","b_range_year0","b_degradation","b_packreplace","b_cellreplace","asc_no_choice","logLike"
0,0,0,0,0,0,0,-3102.52678018615
0.0132164436365983,0.0196339965794083,0.042058582812171,-0.00952287036812492,0.0158633321324347,0.00199971202042242,-0.119963866974792,-3024.233841304
-0.0426066769998359,-0.0384958686358774,0.276901338407983,-0.132388646317741,-0.109018502237156,-0.17050277033997,-0.780893562439089,-2793.73768656168
-0.18685201542876,-0.268960188897639,0.433621628260119,-0.246429249776862,-0.302154897215929,-0.373280526645988,-2.27072323914152,-2709.06890938256
-0.180434618507852,-0.265074568937446,0.437812028255722,-0.249250128357829,-0.319806132581778,-0.393205100340886,-2.29435011454445,-2708.75385411922
-0.179961914564104,-0.268996861988597,0.437483115141343,-0.248569445211596,-0.31783694434789,-0.391574274634104,-2.30127444558379,-2708.7455061704
-0.179999499746772,-0.2692080900295,0.437279822839602,-0.248454221904274,-0.317432197271973,-0.3911620521175,-2.30235175952177,-2708.74537853662
-0.180007535355148,-0.269256761059749,0.437244751900484,-0.24844361854128,-0.317415651609204,-0.391161931008633,-2.30267567388137,-2708.74537614381
-0.18000766902692,-0.269257460701754,0.437245955025556,-0.248444099277741,-0.31741752871717,-0.391162316015623,-2.30268176763455,-2708.74537614002
