resp_removed,term,estimate_loo,std.error_loo,estimate_full,std.error_full,diff_estimate,diff_std,diff_estimate_perc,diff_std_perc
19,powertrainhev,-0.7045888474949972,0.30815269485918534,-0.70418430512551,0.3081112001028441,-4e-4,4e-5,0.057,0.013
19,no_choice,-12.691398637637764,1.5068485565791088,-12.69086154695635,1.5072393648797635,-5.4e-4,-3.9e-4,0.004,-0.026
20,scalePar,0.2756054488838915,0.0379773458895108,0.27576060111899015,0.03801371262145017,-1.6e-4,-4e-5,-0.056,-0.096
20,mileage,-0.6356934709181604,0.12310230380139842,-0.6353231034422926,0.12305555601167874,-3.7e-4,5e-5,0.058,0.038
20,age,-0.39498572223325434,0.06663761226785277,-0.3947919234373871,0.06662227667261399,-1.9e-4,2e-5,0.049,0.023
20,operating_cost,-0.14444380543694094,0.03794034215150046,-0.14437894567590726,0.03792653641845433,-6e-5,1e-5,0.045,0.036
20,range_bev,0.6027236348526099,0.35484990797212307,0.6031531566243922,0.35471563430461767,-4.3e-4,1.3e-4,-0.071,0.038
20,range_phev,-0.057429328800709056,0.21937523841394568,-0.05770556039922972,0.21924487500339213,2.8e-4,1.3e-4,-0.479,0.059
20,powertrainbev,-5.424683488578459,0.9949628100215827,-5.423354656968233,0.9950117848307474,-0.00133,-5e-5,0.025,-0.005
20,powertrainphev,-3.8436816837010515,0.8398249172810961,-3.840460502160854,0.839279392941598,-0.00322,5.5e-4,0.084,0.065
20,powertrainhev,-0.7045995167390211,0.3082719232282961,-0.70418430512551,0.3081112001028441,-4.2e-4,1.6e-4,0.059,0.052
20,no_choice,-12.6950776139777,1.5073151527411481,-12.69086154695635,1.5072393648797635,-0.00422,8e-5,0.033,0.005
21,scalePar,0.2757656274052594,0.037998322280359306,0.27576060111899015,0.03801371262145017,1e-5,-2e-5,0.002,-0.04
21,mileage,-0.6354588392278583,0.12305631011968522,-0.6353231034422926,0.12305555601167874,-1.4e-4,0,0.021,0.001
21,age,-0.39479041060628467,0.06660425003799521,-0.3947919234373871,0.06662227667261399,0,-2e-5,-0,-0.027
21,operating_cost,-0.14436402921613897,0.03791925447818807,-0.14437894567590726,0.03792653641845433,1e-5,-1e-5,-0.01,-0.019
21,range_bev,0.6029693154518735,0.3546853937692927,0.6031531566243922,0.35471563430461767,-1.8e-4,-3e-5,-0.03,-0.009
21,range_phev,-0.05780083943720255,0.2192460801900225,-0.05770556039922972,0.21924487500339213,-1e-4,0,0.165,0.001
21,powertrainbev,-5.422648279236625,0.9946171378364591,-5.423354656968233,0.9950117848307474,7.1e-4,-3.9e-4,-0.013,-0.04
21,powertrainphev,-3.8402830633483096,0.8391062995916825,-3.840460502160854,0.839279392941598,1.8e-4,-1.7e-4,-0.005,-0.021
21,powertrainhev,-0.7044065721497432,0.30811590240516784,-0.70418430512551,0.3081112001028441,-2.2e-4,0,0.032,0.002
