session_id,battery_respID,qID,profileID,altID,obsID,respID,choice,time_start,time_total,time_min_battery_cbc,next_veh_budget,vehicle_type,veh_mileage,veh_price,battery_refurbish,battery_range_year0,battery_degradation,no_choice,battery_health_year0,battery_health_year3,battery_health_year8,battery_range_year3,battery_range_year8,battery_condition
e91e36daa3b0878431cacf3d7b5c679a,2231,1,3704,1,1,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,50000,5000,cellreplace,320,0.08,0,100%,78%,51%,250,165,Refurbished Cell-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,1,3353,2,1,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,15000,5500,packreplace,360,0.07,0,100%,80%,56%,290,200,Refurbished Pack-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,1,3363,3,1,1,1,2025-10-20T20:27:50Z,645,1.45,5000,suv,25000,4000,original,200,0.08,0,100%,78%,51%,155,105,Original Battery
e91e36daa3b0878431cacf3d7b5c679a,2231,1,0,4,1,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
e91e36daa3b0878431cacf3d7b5c679a,2231,2,2885,1,2,1,1,2025-10-20T20:27:50Z,645,1.45,5000,suv,35000,4000,original,200,0.07,0,100%,80%,56%,160,110,Original Battery
e91e36daa3b0878431cacf3d7b5c679a,2231,2,336,2,2,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,50000,4500,cellreplace,320,0.01,0,100%,97%,92%,310,295,Refurbished Cell-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,2,1904,3,2,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,50000,4500,packreplace,360,0.04,0,100%,88%,72%,320,260,Refurbished Pack-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,2,0,4,2,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
e91e36daa3b0878431cacf3d7b5c679a,2231,3,180,1,3,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,30000,5000,packreplace,240,0.01,0,100%,97%,92%,235,220,Refurbished Pack-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,3,3763,2,3,1,1,2025-10-20T20:27:50Z,645,1.45,5000,suv,25000,5000,original,360,0.08,0,100%,78%,51%,280,185,Original Battery
e91e36daa3b0878431cacf3d7b5c679a,2231,3,1662,3,3,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,40000,5500,original,280,0.04,0,100%,88%,72%,250,200,Original Battery
e91e36daa3b0878431cacf3d7b5c679a,2231,3,0,4,3,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
e91e36daa3b0878431cacf3d7b5c679a,2231,4,536,1,4,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,50000,5000,cellreplace,200,0.02,0,100%,94%,85%,190,170,Refurbished Cell-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,4,972,2,4,1,1,2025-10-20T20:27:50Z,645,1.45,5000,suv,30000,4500,original,200,0.03,0,100%,91%,78%,185,155,Original Battery
e91e36daa3b0878431cacf3d7b5c679a,2231,4,912,3,4,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,50000,4500,cellreplace,360,0.02,0,100%,94%,85%,340,305,Refurbished Cell-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,4,0,4,4,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
e91e36daa3b0878431cacf3d7b5c679a,2231,5,1933,1,5,1,1,2025-10-20T20:27:50Z,645,1.45,5000,suv,35000,4500,original,200,0.05,0,100%,86%,66%,170,135,Original Battery
e91e36daa3b0878431cacf3d7b5c679a,2231,5,2539,2,5,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,25000,4500,cellreplace,240,0.06,0,100%,83%,61%,200,145,Refurbished Cell-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,5,2587,3,5,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,25000,5500,packreplace,240,0.06,0,100%,83%,61%,200,145,Refurbished Pack-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,5,0,4,5,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
e91e36daa3b0878431cacf3d7b5c679a,2231,6,1679,1,6,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,45000,4500,cellreplace,280,0.04,0,100%,88%,72%,250,200,Refurbished Cell-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,6,1182,2,6,1,1,2025-10-20T20:27:50Z,645,1.45,5000,suv,40000,5500,original,280,0.03,0,100%,91%,78%,255,220,Original Battery
e91e36daa3b0878431cacf3d7b5c679a,2231,6,236,3,6,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,30000,4500,cellreplace,280,0.01,0,100%,97%,92%,270,260,Refurbished Cell-Replaced
e91e36daa3b0878431cacf3d7b5c679a,2231,6,0,4,6,1,0,2025-10-20T20:27:50Z,645,1.45,5000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
648c928a709a906232598855a59fcdf7,795,1,1887,1,7,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,45000,33000,cellreplace,360,0.04,0,100%,88%,72%,320,260,Refurbished Cell-Replaced
648c928a709a906232598855a59fcdf7,795,1,3771,2,7,2,1,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,25000,33000,original,360,0.08,0,100%,78%,51%,280,185,Original Battery
648c928a709a906232598855a59fcdf7,795,1,308,3,7,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,30000,30000,original,320,0.01,0,100%,97%,92%,310,295,Original Battery
648c928a709a906232598855a59fcdf7,795,1,0,4,7,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
648c928a709a906232598855a59fcdf7,795,2,2019,1,8,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,25000,24000,original,240,0.05,0,100%,86%,66%,205,160,Original Battery
648c928a709a906232598855a59fcdf7,795,2,3443,2,8,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,25000,30000,packreplace,200,0.08,0,100%,78%,51%,155,105,Refurbished Pack-Replaced
648c928a709a906232598855a59fcdf7,795,2,852,3,8,2,1,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,30000,30000,packreplace,320,0.02,0,100%,94%,85%,300,270,Refurbished Pack-Replaced
648c928a709a906232598855a59fcdf7,795,2,0,4,8,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
648c928a709a906232598855a59fcdf7,795,3,3279,1,9,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,45000,27000,original,360,0.07,0,100%,80%,56%,290,200,Original Battery
648c928a709a906232598855a59fcdf7,795,3,3312,2,9,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,50000,27000,cellreplace,360,0.07,0,100%,80%,56%,290,200,Refurbished Cell-Replaced
648c928a709a906232598855a59fcdf7,795,3,2220,3,9,2,1,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,30000,27000,original,320,0.05,0,100%,86%,66%,275,210,Original Battery
648c928a709a906232598855a59fcdf7,795,3,0,4,9,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
648c928a709a906232598855a59fcdf7,795,4,71,1,10,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,45000,24000,packreplace,200,0.01,0,100%,97%,92%,195,185,Refurbished Pack-Replaced
648c928a709a906232598855a59fcdf7,795,4,42,2,10,2,1,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,20000,27000,cellreplace,200,0.01,0,100%,97%,92%,195,185,Refurbished Cell-Replaced
648c928a709a906232598855a59fcdf7,795,4,2447,3,10,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,45000,27000,cellreplace,200,0.06,0,100%,83%,61%,165,120,Refurbished Cell-Replaced
648c928a709a906232598855a59fcdf7,795,4,0,4,10,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
648c928a709a906232598855a59fcdf7,795,5,3561,1,11,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,15000,27000,original,280,0.08,0,100%,78%,51%,220,145,Original Battery
648c928a709a906232598855a59fcdf7,795,5,1403,2,11,2,1,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,25000,33000,cellreplace,360,0.03,0,100%,91%,78%,330,280,Refurbished Cell-Replaced
648c928a709a906232598855a59fcdf7,795,5,212,3,11,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,30000,30000,original,280,0.01,0,100%,97%,92%,270,260,Original Battery
648c928a709a906232598855a59fcdf7,795,5,0,4,11,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
648c928a709a906232598855a59fcdf7,795,6,2070,1,12,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,40000,30000,cellreplace,240,0.05,0,100%,86%,66%,205,160,Refurbished Cell-Replaced
648c928a709a906232598855a59fcdf7,795,6,164,2,12,2,1,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,30000,24000,packreplace,240,0.01,0,100%,97%,92%,235,220,Refurbished Pack-Replaced
648c928a709a906232598855a59fcdf7,795,6,6,3,12,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,40000,24000,original,200,0.01,0,100%,97%,92%,195,185,Original Battery
648c928a709a906232598855a59fcdf7,795,6,0,4,12,2,0,2025-10-20T20:28:12Z,1371,1.7166666666666666,30000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
29f917cbad83bb2426c1625a2a5270e9,866,1,2787,1,13,3,1,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,25000,20000,original,360,0.06,0,100%,83%,61%,300,220,Original Battery
29f917cbad83bb2426c1625a2a5270e9,866,1,331,2,13,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,25000,22500,cellreplace,320,0.01,0,100%,97%,92%,310,295,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,1,2996,3,13,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,30000,25000,original,240,0.07,0,100%,80%,56%,195,135,Original Battery
29f917cbad83bb2426c1625a2a5270e9,866,1,0,4,13,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
29f917cbad83bb2426c1625a2a5270e9,866,2,3720,1,14,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,50000,20000,packreplace,320,0.08,0,100%,78%,51%,250,165,Refurbished Pack-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,2,1994,2,14,3,1,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,20000,22500,packreplace,200,0.05,0,100%,86%,66%,170,135,Refurbished Pack-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,2,3702,3,14,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,40000,25000,cellreplace,320,0.08,0,100%,78%,51%,250,165,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,2,0,4,14,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
29f917cbad83bb2426c1625a2a5270e9,866,3,556,1,15,3,1,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,30000,22500,packreplace,200,0.02,0,100%,94%,85%,190,170,Refurbished Pack-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,3,813,2,15,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,35000,22500,cellreplace,320,0.02,0,100%,94%,85%,300,270,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,3,983,3,15,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,45000,25000,original,200,0.03,0,100%,91%,78%,185,155,Original Battery
29f917cbad83bb2426c1625a2a5270e9,866,3,0,4,15,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
29f917cbad83bb2426c1625a2a5270e9,866,4,664,1,16,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,50000,25000,packreplace,240,0.02,0,100%,94%,85%,225,205,Refurbished Pack-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,4,3296,2,16,3,1,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,50000,27500.000000000004,original,360,0.07,0,100%,80%,56%,290,200,Original Battery
29f917cbad83bb2426c1625a2a5270e9,866,4,2436,3,16,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,30000,20000,cellreplace,200,0.06,0,100%,83%,61%,165,120,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,4,0,4,16,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
29f917cbad83bb2426c1625a2a5270e9,866,5,814,1,17,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,40000,22500,cellreplace,320,0.02,0,100%,94%,85%,300,270,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,5,113,2,17,3,1,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,15000,25000,original,240,0.01,0,100%,97%,92%,235,220,Original Battery
29f917cbad83bb2426c1625a2a5270e9,866,5,1023,3,17,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,45000,27500.000000000004,cellreplace,200,0.03,0,100%,91%,78%,185,155,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,5,0,4,17,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
29f917cbad83bb2426c1625a2a5270e9,866,6,2742,1,18,3,1,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,40000,25000,cellreplace,320,0.06,0,100%,83%,61%,265,195,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,6,1791,2,18,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,45000,27500.000000000004,cellreplace,320,0.04,0,100%,88%,72%,285,230,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,6,3798,3,18,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,40000,25000,cellreplace,360,0.08,0,100%,78%,51%,280,185,Refurbished Cell-Replaced
29f917cbad83bb2426c1625a2a5270e9,866,6,0,4,18,3,0,2025-10-21T17:44:37Z,1158,1.4333333333333331,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
647298db30a2a6d8bbc0391b192e141c,1815,1,628,1,19,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,30000,45000,cellreplace,240,0.02,0,100%,94%,85%,225,205,Refurbished Cell-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,1,3150,2,19,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,40000,40500,packreplace,280,0.07,0,100%,80%,56%,225,155,Refurbished Pack-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,1,884,3,19,4,1,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,30000,45000,original,360,0.02,0,100%,94%,85%,340,305,Original Battery
647298db30a2a6d8bbc0391b192e141c,1815,1,0,4,19,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
647298db30a2a6d8bbc0391b192e141c,1815,2,702,1,20,4,1,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,40000,49500.00000000001,original,280,0.02,0,100%,94%,85%,265,240,Original Battery
647298db30a2a6d8bbc0391b192e141c,1815,2,1834,2,20,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,20000,40500,original,360,0.04,0,100%,88%,72%,320,260,Original Battery
647298db30a2a6d8bbc0391b192e141c,1815,2,1873,3,20,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,15000,45000,cellreplace,360,0.04,0,100%,88%,72%,320,260,Refurbished Cell-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,2,0,4,20,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
647298db30a2a6d8bbc0391b192e141c,1815,3,315,1,21,4,1,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,25000,49500.00000000001,original,320,0.01,0,100%,97%,92%,310,295,Original Battery
647298db30a2a6d8bbc0391b192e141c,1815,3,1217,2,21,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,15000,36000,packreplace,280,0.03,0,100%,91%,78%,255,220,Refurbished Pack-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,3,1393,3,21,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,15000,45000,cellreplace,360,0.03,0,100%,91%,78%,330,280,Refurbished Cell-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,3,0,4,21,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
647298db30a2a6d8bbc0391b192e141c,1815,4,364,1,22,4,1,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,30000,40500,packreplace,320,0.01,0,100%,97%,92%,310,295,Refurbished Pack-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,4,1514,2,22,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,20000,40500,packreplace,200,0.04,0,100%,88%,72%,175,145,Refurbished Pack-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,4,1286,3,22,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,40000,36000,cellreplace,320,0.03,0,100%,91%,78%,290,250,Refurbished Cell-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,4,0,4,22,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
647298db30a2a6d8bbc0391b192e141c,1815,5,1171,1,23,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,25000,45000,original,280,0.03,0,100%,91%,78%,255,220,Original Battery
647298db30a2a6d8bbc0391b192e141c,1815,5,940,2,23,4,1,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,30000,40500,packreplace,360,0.02,0,100%,94%,85%,340,305,Refurbished Pack-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,5,2539,3,23,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,25000,40500,cellreplace,240,0.06,0,100%,83%,61%,200,145,Refurbished Cell-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,5,0,4,23,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
647298db30a2a6d8bbc0391b192e141c,1815,6,2303,1,24,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,45000,49500.00000000001,packreplace,320,0.05,0,100%,86%,66%,275,210,Refurbished Pack-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,6,3053,2,24,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,35000,40500,packreplace,240,0.07,0,100%,80%,56%,195,135,Refurbished Pack-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,6,3809,3,24,4,0,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,15000,36000,packreplace,360,0.08,0,100%,78%,51%,280,185,Refurbished Pack-Replaced
647298db30a2a6d8bbc0391b192e141c,1815,6,0,4,24,4,1,2025-10-14T22:05:16Z,797,1.8166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
da711ca6896660021dfd4276c35de08e,1196,1,2204,1,25,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,30000,5500,packreplace,280,0.05,0,100%,86%,66%,240,185,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,1,3557,2,25,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,35000,4000,original,280,0.08,0,100%,78%,51%,220,145,Original Battery
da711ca6896660021dfd4276c35de08e,1196,1,369,3,25,5,1,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,15000,5000,packreplace,320,0.01,0,100%,97%,92%,310,295,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,1,0,4,25,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
da711ca6896660021dfd4276c35de08e,1196,2,2383,1,26,5,1,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,45000,4500,packreplace,360,0.05,0,100%,86%,66%,310,240,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,2,909,2,26,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,35000,4500,cellreplace,360,0.02,0,100%,94%,85%,340,305,Refurbished Cell-Replaced
da711ca6896660021dfd4276c35de08e,1196,2,3263,3,26,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,45000,5500,packreplace,320,0.07,0,100%,80%,56%,255,180,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,2,0,4,26,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
da711ca6896660021dfd4276c35de08e,1196,3,1116,1,27,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,30000,5500,cellreplace,240,0.03,0,100%,91%,78%,220,190,Refurbished Cell-Replaced
da711ca6896660021dfd4276c35de08e,1196,3,2718,2,27,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,40000,5500,original,320,0.06,0,100%,83%,61%,265,195,Original Battery
da711ca6896660021dfd4276c35de08e,1196,3,1244,3,27,5,1,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,30000,5500,packreplace,280,0.03,0,100%,91%,78%,255,220,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,3,0,4,27,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
da711ca6896660021dfd4276c35de08e,1196,4,788,1,28,5,1,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,30000,5000,original,320,0.02,0,100%,94%,85%,300,270,Original Battery
da711ca6896660021dfd4276c35de08e,1196,4,3324,2,28,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,30000,5500,cellreplace,360,0.07,0,100%,80%,56%,290,200,Refurbished Cell-Replaced
da711ca6896660021dfd4276c35de08e,1196,4,2156,3,28,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,30000,4500,cellreplace,280,0.05,0,100%,86%,66%,240,185,Refurbished Cell-Replaced
da711ca6896660021dfd4276c35de08e,1196,4,0,4,28,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
da711ca6896660021dfd4276c35de08e,1196,5,2185,1,29,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,15000,4500,packreplace,280,0.05,0,100%,86%,66%,240,185,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,5,1326,2,29,5,1,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,40000,4500,packreplace,320,0.03,0,100%,91%,78%,290,250,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,5,1178,3,29,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,20000,5500,original,280,0.03,0,100%,91%,78%,255,220,Original Battery
da711ca6896660021dfd4276c35de08e,1196,5,0,4,29,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
da711ca6896660021dfd4276c35de08e,1196,6,1246,1,30,5,1,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,40000,5500,packreplace,280,0.03,0,100%,91%,78%,255,220,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,6,2561,2,30,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,15000,4000,packreplace,240,0.06,0,100%,83%,61%,200,145,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,6,2879,3,30,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,45000,5500,packreplace,360,0.06,0,100%,83%,61%,300,220,Refurbished Pack-Replaced
da711ca6896660021dfd4276c35de08e,1196,6,0,4,30,5,0,2025-10-14T22:04:40Z,848,2.316666666666667,5000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
f188815c712c82e168bf491921dabcbe,2173,1,1967,1,31,6,0,2025-10-21T17:50:43Z,2153,4.383333333333334,40000,suv,45000,36000,cellreplace,200,0.05,0,100%,86%,66%,170,135,Refurbished Cell-Replaced
f188815c712c82e168bf491921dabcbe,2173,1,249,2,31,6,1,2025-10-21T17:50:43Z,2153,4.383333333333334,40000,suv,15000,44000,cellreplace,280,0.01,0,100%,97%,92%,270,260,Refurbished Cell-Replaced
f188815c712c82e168bf491921dabcbe,2173,1,2460,3,31,6,0,2025-10-21T17:50:43Z,2153,4.383333333333334,40000,suv,30000,44000,cellreplace,200,0.06,0,100%,83%,61%,165,120,Refurbished Cell-Replaced
f188815c712c82e168bf491921dabcbe,2173,1,0,4,31,6,0,2025-10-21T17:50:43Z,2153,4.383333333333334,40000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
f188815c712c82e168bf491921dabcbe,2173,2,2017,1,32,6,0,2025-10-21T17:50:43Z,2153,4.383333333333334,40000,suv,15000,32000,original,240,0.05,0,100%,86%,66%,205,160,Original Battery
f188815c712c82e168bf491921dabcbe,2173,2,2029,2,32,6,0,2025-10-21T17:50:43Z,2153,4.383333333333334,40000,suv,35000,36000,original,240,0.05,0,100%,86%,66%,205,160,Original Battery
f188815c712c82e168bf491921dabcbe,2173,2,901,3,32,6,1,2025-10-21T17:50:43Z,2153,4.383333333333334,40000,suv,35000,32000,cellreplace,360,0.02,0,100%,94%,85%,340,305,Refurbished Cell-Replaced
f188815c712c82e168bf491921dabcbe,2173,2,0,4,32,6,0,2025-10-21T17:50:43Z,2153,4.383333333333334,40000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
