"b_no_choice_a","b_powertrainbev_a","b_powertrainphev_a","b_powertrainhev_a","b_range_bev_a","b_range_phev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainphev_b","b_powertrainhev_b","b_range_bev_b","b_range_phev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainphev_c","b_powertrainhev_c","b_range_bev_c","b_range_phev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","delta_b","delta_c","logLike"
-4.64432842149654,-8.71154694275554,-3.31640905974828,-1.26081769822024,2.25546328933956,0.0809073895057565,-0.266600902381027,-0.134886172261933,-0.0480504416000845,-0.484507223550541,-5.26193602336765,-0.211960032272325,0.160921891018462,0.632328285202593,0.152590386291282,-0.0539293001225887,-0.142484491534017,-0.110674077956722,-0.04891211995462,-0.483047712926952,0.170730291865766,-0.314981793984771,0.919555508065969,-0.741561759728938,-0.942817360628396,0.811160401906818,0.725736715830863,0.819409879855812,-0.797343985643238,0.96822007978335,-1.77763770114361,-0.678312326781452,-2469.35893100937
-4.64523931498682,-8.67578056801949,-3.30692849769118,-1.25174742441336,2.26763112250908,0.0823905467268199,-0.265232700468041,-0.134847806686502,-0.0479538062527343,-0.48416587007263,-5.26609879720789,-0.213207990921969,0.157233774419526,0.631526845672601,0.149675863293503,-0.0531952045244781,-0.142926381555373,-0.110913720671702,-0.0485674639840616,-0.483755364205003,-0.875567823516015,0.0327537115896993,-0.455927359738062,-0.959133742779112,-0.60521237200839,0.790739922599193,0.797639116916756,0.854151719310358,-0.696719051584359,1.24672819125961,-1.48365536888856,-2.70790886544165,-2344.45495143829
-4.64301041814007,-8.62287653996238,-3.28933854644656,-1.232370763561,2.28749256252925,0.0762944801888683,-0.26168385674948,-0.135893151479683,-0.0475036767420979,-0.486012224143621,-5.27464241385227,-0.221891907021156,0.13451258213442,0.633480948686309,0.141792921200584,-0.0496076990857763,-0.143907400943611,-0.11206101541218,-0.0472622635530986,-0.488374747574182,-1.60720446281815,1.18302392049473,-0.685399702828591,-1.51510838887746,-0.258129100161303,1.11392259523256,-0.671776557399087,0.46601961005635,-0.77873847855101,2.42512698626147,-0.75339207618076,-5.28068075609146,-2283.71570438339
-4.65342522352427,-8.49825911684273,-3.26645497352671,-1.20001285191058,2.33107455627762,0.0793814327932033,-0.257295452222235,-0.134658284172371,-0.0470030607904591,-0.484940681289735,-5.33432350376279,-0.201534533744838,0.144801195166483,0.648484382408065,0.131126442704705,-0.0472318149115978,-0.147930537562767,-0.117536114746324,-0.0411350936214562,-0.489723751719981,-4.51332667428475,3.89782315303487,-2.13456780503053,-2.21300738085225,1.1750233571531,0.732259910723342,-1.26493607227209,0.854956725721535,-0.442685584487429,4.39284483167302,0.454702699653418,-6.20523106084395,-2257.57839297181
-4.67238385476281,-8.81495464857782,-3.19885608638503,-1.21593214041696,2.38045447364989,0.00659248256687835,-0.257144337386035,-0.140380054287988,-0.0454149471723765,-0.500527784768621,-5.34979704158595,-0.230181936192242,0.103259429597228,0.617683960748307,0.123875733150546,-0.041427129703134,-0.14684164521532,-0.112411856918301,-0.0482528426155896,-0.492375719939857,-4.43619986369669,3.75464080716619,-1.90466360138399,-0.956693604601102,1.16752265517868,0.837120244321836,-1.02733480070849,0.650937649567401,-0.649909319635384,4.42599700266861,0.226054743825529,-7.90167804811265,-2252.60334709577
-4.6662003698136,-8.92566963181253,-3.43318801215845,-1.26421429945388,2.40129329489004,0.0889598145490162,-0.259206367676285,-0.13644639514311,-0.04558373079342,-0.506562893189736,-5.31112618185361,-0.231763683034518,0.115749505660761,0.613952979556436,0.123881732370185,-0.0475933451391678,-0.144121905785631,-0.110953819563146,-0.0482501971934962,-0.491812378758767,-2.81413691076187,0.738498927691216,0.478117057312367,3.17511890906326,-0.811652954054614,2.12239663532748,-1.60673187888382,-0.111766950831459,-1.71957745574818,2.56862142777549,0.215611268932674,-8.62797313409626,-2252.05235954591
-4.64128685078984,-8.89140683026473,-3.25687851311122,-1.26923015411102,2.36943768140802,0.011764537231427,-0.262347726572187,-0.142486455648188,-0.0440424000055921,-0.493110108632535,-5.2908498110336,-0.243858650902951,0.108471119244851,0.613601649958244,0.125185111310336,-0.0481618538360403,-0.144676386877516,-0.110015774632495,-0.048765644910271,-0.487962299296735,-37.5013095741102,1.26367013229287,3.37142513696219,-0.635399588694655,0.176206716560792,4.4873822401303,1.71252038424636,0.364857963995936,-1.24194298604184,13.4346489239208,0.230619659375118,-9.40450355629488,-2251.81745020466
-4.64476167864486,-9.15924750755694,-3.49236585801479,-1.30986133782127,2.48116435109728,0.105116071422102,-0.264284131784038,-0.137336062987481,-0.0450395679790306,-0.498358973011697,-5.30648412606425,-0.276640702364114,0.0838768493815821,0.611837689187047,0.13337751520528,-0.0471729945064902,-0.147120225860415,-0.111062756123072,-0.0486011438710372,-0.490919464379393,-37.5013095741102,18.1690622940338,2.60451218404079,-7.00323179267579,22.8753122238311,4.48647815922455,4.79432234250737,0.379088631468915,-1.4694076138633,4.12378864740337,0.233369214803441,-8.99448939393741,-2251.72276462522
-4.63004278959872,-8.93824838638599,-3.27693534456114,-1.29913549550583,2.37832135160802,0.0211779837861975,-0.267692118359231,-0.1434235799595,-0.0432252884992306,-0.491271431097928,-5.27411146101551,-0.276303511251804,0.0990378872549112,0.606181135625314,0.131133627749906,-0.0523272758566701,-0.142030451146426,-0.109846819015926,-0.0486977486317032,-0.487332336384368,-37.5013095741102,18.1690622940593,2.6042360698314,6.14849950634017,22.8753122394244,4.48624038681719,7.08261815832361,-1.03731155752316,-1.46940971967025,8.55914928192055,0.245286792227001,-10.0420734927639,-2251.59116204009
-4.63525589276853,-9.19821097789796,-3.46119056546195,-1.32557673135898,2.49066609762988,0.0932189517687743,-0.268053115458276,-0.139550338811629,-0.0443105063560768,-0.494138761776491,-5.27805101807385,-0.281182399215112,0.0983596536007479,0.605626519721979,0.131297591318662,-0.0536113069566874,-0.142423301723293,-0.109755773362414,-0.0489704275530564,-0.4882419867216,-42.8868614126026,19.8244167686267,2.48070045293351,23.8617527120496,25.1306672135046,4.69053726036914,11.5789048223182,-2.8344807666752,-1.3166981597476,15.9066603488505,0.247770462864689,-6.30468139246971,-2251.12541794043
-4.62571857400316,-9.09511345276181,-3.33086150750592,-1.3248861462183,2.43977612877137,0.0400557929929294,-0.271473722177205,-0.143871711957837,-0.0430938691143015,-0.488214503167713,-5.25901418618789,-0.285271999250051,0.1047219692812,0.60123955666309,0.124235021652798,-0.0569871100222531,-0.142439195837645,-0.108921836367011,-0.0488232500793208,-0.484942969353524,-46.3702816505264,14.9863845740581,3.40030251333114,21.9777510546474,30.6338174395377,5.07662244253771,9.2386224251695,-0.315093331410172,-1.59415595547952,7.99301322617698,0.254877348565213,-4.98163858795979,-2250.93438124521
-4.63062929998852,-9.22996946092741,-3.47825792517808,-1.34451926709132,2.50011486358003,0.0974567363378188,-0.271882677260396,-0.140408307276542,-0.043957244657449,-0.49050747756069,-5.26366649647895,-0.289393602883153,0.103450999191346,0.601564501431459,0.124246975132377,-0.0575183806909663,-0.142239917262638,-0.109365152126773,-0.0487606536692167,-0.486940195896916,-46.3702816505264,24.7034732885226,3.62217376271937,11.3326100662591,35.0071896046251,5.13783454089374,3.51762040608213,-0.172339269025566,-4.02974174892669,-4.69598888932974,0.256608580792096,-5.30257124935601,-2250.20524183296
-4.62620083413194,-9.12263150729669,-3.3557824170256,-1.33456903782866,2.44800866371868,0.0477131394569813,-0.273696419677164,-0.144289667404729,-0.04301672164549,-0.48638534405281,-5.21992815883745,-0.307832088825895,0.118736149696899,0.57346493398598,0.119009222610024,-0.0762348073251403,-0.141254329556846,-0.107393289138731,-0.0467951207701688,-0.481113442751556,-51.271865085986,24.7034732842857,8.88131936419345,8.75996138943616,-14.1801273171561,4.65848288897111,6.70169898521795,-3.03823446300623,-3.73585570908734,-5.26661907124944,0.25379034592091,-5.24932728501321,-2248.13166467816
-4.6250871221821,-9.12854462768988,-3.37009187970081,-1.34434405671132,2.44761974639575,0.0560009681003642,-0.274013322458579,-0.143683306000072,-0.0431354699052225,-0.486700167301828,-5.22023413972549,-0.315475451355967,0.0924631878832374,0.588200332498448,0.129964103269518,-0.0763636181903192,-0.150459086865644,-0.107298542618645,-0.0449899688021049,-0.484449085447368,-51.911793524996,26.3545458888394,7.39355823507204,8.30540521720205,-13.784432858538,4.9582411582481,7.29773078699332,-2.89784528124234,-3.64846292759545,-5.05068144403773,0.251224511945151,-4.99348237647062,-2244.5808514395
-4.62453622328818,-9.13565301306558,-3.38480327003788,-1.35209969369196,2.44742804992907,0.0621515117298576,-0.274294946125959,-0.143327001216283,-0.0432306589589932,-0.486900254674462,-5.21956714170762,-0.326317038675637,0.0768877804129007,0.596076217561055,0.139880154480255,-0.074438501736892,-0.153544691515098,-0.107477184749352,-0.0439764191262306,-0.485853363113935,-53.7869216167065,26.9890245492388,8.20673689193159,6.26203945362833,-13.5934332122106,6.29426201914561,8.06894210415948,-2.62098558101558,-3.5568100094946,-4.42012763255421,0.253045849822669,-4.49315924363217,-2243.01621036381
-4.62425465802299,-9.13616573926454,-3.38532164326821,-1.35272694671887,2.44728796186269,0.0622555841192135,-0.274368106866606,-0.143360706479674,-0.0432505888742203,-0.486969147077101,-5.2195441937333,-0.326618575154465,0.0760881955982291,0.596462267579561,0.140202981668277,-0.0744911386573574,-0.153530431248537,-0.107498211123474,-0.0439371611673652,-0.485921104253952,-53.7699402045513,27.0647378705137,8.24415711924199,6.61769732077856,-13.5515064463166,6.3535757557843,8.0073913692428,-2.62660053981116,-3.57679765679107,-4.36263316877,0.251777936825795,-4.45315117338334,-2242.7703189203
-4.62391085544685,-9.13717328482043,-3.38639516087308,-1.35392500879307,2.44707288243477,0.0625866959587082,-0.274470873340761,-0.14339520190362,-0.0432742919571096,-0.487020537060584,-5.21949828025627,-0.327579158371246,0.0744101059089649,0.597097036040401,0.140982664100668,-0.0744798003967434,-0.153487745154169,-0.107542683628084,-0.0438384539865974,-0.486083255931976,-53.7699659636979,27.2468926016267,7.9306054194652,7.17291269455691,-13.4608753004601,6.13191717208863,7.9309695544447,-2.64820460442167,-3.61998670181374,-4.27552256305886,0.249753188230314,-4.35713214734538,-2242.36658317743
-4.62375888783168,-9.1424693288944,-3.3948170071813,-1.35893189705304,2.44699808945956,0.0656554398420521,-0.274744983389523,-0.143308157698959,-0.0433043057099465,-0.486845525372977,-5.21803330549595,-0.336623498033363,0.0654837154589595,0.597497303658553,0.146336651672833,-0.0732152142638597,-0.153975078878073,-0.107630582476374,-0.0433611764028021,-0.486957309554612,-53.7708286226826,28.1647543117069,7.82412298784697,11.4810834981945,-13.1537425056247,6.39504065465981,7.73707811687416,-2.67923485492639,-3.71473139609065,-3.74970372039239,0.254562846753903,-3.93481236118461,-2241.27341152794
-4.62309824560542,-9.145087680877,-3.39774794713432,-1.36176146949683,2.44656726673866,0.0664415029191611,-0.274991678554861,-0.143388430494741,-0.0433484615280053,-0.486884203962749,-5.21687010895726,-0.34016999766813,0.0613931037658438,0.597547742903602,0.147636898968677,-0.073504450680669,-0.153956579918931,-0.107611554246544,-0.043084545682184,-0.487445202606575,-53.629318035498,28.3170717009938,8.35383615871947,13.2988488156457,-13.1522834180933,7.0621714713462,7.65663614649795,-2.43532798164242,-3.74352253956843,-3.45111294267424,0.25260259577031,-3.67951073146727,-2240.37498968149
-4.62315614207526,-9.16020985623057,-3.41735278148037,-1.37173245627423,2.4475901306418,0.0726675210381018,-0.275974784198821,-0.143505738774063,-0.0434095276944634,-0.486479194656742,-5.20801740986252,-0.363662070518857,0.045406172488979,0.588584038034748,0.15465672422469,-0.0747172022664707,-0.15418413913074,-0.106949482301372,-0.0420641124727932,-0.488234944258452,-49.1021836963603,30.7331172962292,10.8274718901062,15.9209203298914,-12.5799995746164,8.54104929534506,7.39042554773097,-1.95335578204609,-3.68794325432022,-2.56385177282066,0.259780341371772,-3.13638360487874,-2239.43321858791
-4.62319027504189,-9.16128764857465,-3.41839318042877,-1.3724330596709,2.44753450418363,0.07285154984548,-0.276038733393872,-0.143525165884741,-0.0434040329607147,-0.486383630286859,-5.20698706552718,-0.365487843070353,0.0444999600053427,0.587939380474785,0.154599240430097,-0.0748696756185196,-0.154141881835663,-0.106905698568166,-0.0420129584360794,-0.488497013014987,-49.0367842135846,30.9089570064944,10.6707916857117,15.2654860121243,-12.4357776499651,8.42292778388709,7.41571287514006,-2.00023914773006,-3.67028823087732,-2.67646209653135,0.26323022457975,-3.16686570929345,-2239.15866914077
-4.62311288541348,-9.16308493050897,-3.42003485593037,-1.37376568256177,2.44739872743827,0.0730638100284853,-0.276177003217581,-0.143581146233847,-0.0434021338136716,-0.486262528584924,-5.20566364369068,-0.368160295062994,0.0430308119546494,0.587192941230202,0.154561087710247,-0.0750724727428883,-0.153994540982569,-0.106862429476992,-0.0419534937292092,-0.488905445443593,-49.0502119197627,31.0965338308818,10.332759070916,15.8767373319109,-12.3437774098147,8.15604901415572,7.45037679068201,-2.05657272489683,-3.64068933674093,-2.90249819129695,0.266952663623863,-3.19401570203058,-2239.04396895277
