"b_no_choice_a","b_powertrainbev_a","b_powertrainphev_a","b_powertrainhev_a","b_range_bev_a","b_range_phev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainphev_b","b_powertrainhev_b","b_range_bev_b","b_range_phev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainphev_c","b_powertrainhev_c","b_range_bev_c","b_range_phev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","delta_b","delta_c","logLike"
-4.64432842149654,-8.71154694275554,-3.31640905974828,-1.26081769822024,2.25546328933956,0.0809073895057565,-0.266600902381027,-0.134886172261933,-0.0480504416000845,-0.484507223550541,-5.26193602336765,-0.211960032272325,0.160921891018462,0.632328285202593,0.152590386291282,-0.0539293001225887,-0.142484491534017,-0.110674077956722,-0.04891211995462,-0.483047712926952,-0.025278584100306,-0.663657286670059,0.515714140608907,-0.100214349571615,-0.460285071283579,0.758983111474663,0.795163464732468,0.357771874871105,-0.294837593100965,-0.162908604834229,-1.77763770114361,0.974776991643012,-2693.60313459891
-4.63808450622637,-8.76515577677734,-3.32139710891966,-1.26098534421632,2.27971358695471,0.0860586372775373,-0.265380788728537,-0.134075712735429,-0.0483598040845313,-0.484426316014237,-5.28056993951706,-0.210642623015531,0.118608569979135,0.631306752551792,0.162025484874497,-0.0492784326575225,-0.148268580519202,-0.117712578188812,-0.0468315796729468,-0.479646690591897,-2.20560911495878,-0.211062534864574,0.449354335481415,0.305103319294331,-0.381454633047228,0.547143905946455,0.529118376597498,0.249186831698427,-0.248001611422622,-0.411409986438511,-1.81717183951479,-0.449035033052453,-2448.89133486755
-4.61918761085423,-8.92050826141506,-3.32260696345835,-1.25487199062679,2.36024534877971,0.0901754572156406,-0.260762033355725,-0.133089708735561,-0.0489041728432771,-0.484435693496288,-5.2542578507428,-0.247429070239395,0.0159516276039323,0.625514613276307,0.1903549076544,-0.0481049735904478,-0.173382650927377,-0.138377764313476,-0.0366472798414435,-0.451298800966247,-6.32950957554629,0.608562755623212,0.558628962192639,0.89387655614419,-0.166649604835941,0.0371710466997173,0.0517520152586947,0.0194552730254345,-0.146138187998836,-0.813221558775432,-1.83408813970094,-2.7693147983905,-2343.76759333887
-4.58928446966558,-8.97454232732827,-3.22428995276921,-1.2226447778257,2.43271202899673,0.0551670059241854,-0.253189261497431,-0.136630638080445,-0.0463588305323099,-0.488301298773953,-5.01823830612833,-0.421692167470813,-0.240390420562793,0.571902739054289,0.197344111495729,0.0121855161227135,-0.155373717992198,-0.131080447083964,-0.0321201378670953,-0.429120661869795,-8.10214736525933,0.702908177159135,1.05784401999997,0.869957600271204,-0.191377870605587,-0.139946204930342,-0.0288636481089114,7.85269950494723e-05,-0.173332129174409,-1.01931389997876,-0.782035331652792,-2.07823598729485,-2261.13666586208
-4.68530043634551,-9.29737049129759,-3.35277843148372,-1.2843566624975,2.52830671081314,0.060695301294823,-0.263808872265324,-0.136219235541673,-0.04743951334873,-0.505888987176076,-4.73476874912192,-0.630324127327163,-0.566667992237134,0.516064434139126,0.219165294519851,0.0650187362630937,-0.150994117588015,-0.141165182328701,-0.0176813969548276,-0.400174096785963,-9.61253111070164,0.768001766387893,1.70562337695122,0.890989057461374,-0.0994526659444776,-0.32149854536783,-0.174474867573226,-0.037633198768014,-0.180495375503633,-1.08026378265074,-0.145154316727227,-1.29701267993052,-2233.63157458493
-4.80783111158443,-9.65794067420955,-3.43372654522147,-1.40497433454038,2.61875986812623,0.0547433439608698,-0.281904236496668,-0.135815313542648,-0.0500266877564958,-0.522053089057549,-4.57499637503035,-0.855685375333979,-0.791154876349905,0.451371611738783,0.224560016828082,0.0538342064756748,-0.131983806180211,-0.156661806094298,-0.00390862437449147,-0.427995837472503,-8.74457101123334,0.59750535009581,1.5076070712495,0.903457616764287,0.162017642274218,-0.168785688462385,-0.231150961770225,-0.0462565259733863,-0.142229076719904,-0.690588213024985,0.100777854199037,-0.677442015205069,-2227.27127971127
-4.93986848639014,-10.1035255503663,-3.53413989273508,-1.53890764733815,2.74442695690247,0.0608589041556003,-0.305176404194368,-0.133247187665878,-0.0522995283073573,-0.545315409287594,-4.53608479722566,-1.10547909503357,-1.05013830068557,0.355000434596467,0.202437960504171,0.0485266158066123,-0.122809166197685,-0.166943326069757,0.00263614150761991,-0.45247101717876,-7.23449900202293,0.533515711873945,1.72316667141772,1.01469597325644,0.239440619570293,-0.254984176176934,-0.210800267776136,-0.0750095876449907,-0.103997176120413,-0.657675978437216,0.181044475911134,-0.329852492334707,-2222.35442967776
-5.06727355025183,-10.7734151203543,-3.61477652403793,-1.69835302006992,2.95567242647114,0.0505051242858285,-0.333924900236489,-0.133534120907708,-0.0528903439286334,-0.571276090889913,-4.66188962297496,-1.43582276452282,-1.19750590446077,0.257850144487123,0.198061512222553,0.00210098191503957,-0.110053591085379,-0.171696008547903,0.00462590508083278,-0.52045178015049,-6.18542893582131,0.496501283625224,1.51804836549088,0.972183047961695,0.250420763166688,-0.208740298278139,-0.215610003297783,-0.091948092752321,-0.0842102936959807,-0.515110805032224,0.2905764369785,-0.0242608928540308,-2215.99505710631
-5.36966006517967,-12.677285188914,-3.80660648847787,-2.15447723940296,3.57089765863719,-0.00566365232686548,-0.409209221212073,-0.142752534703478,-0.0527803494048035,-0.63489068557694,-5.1707018993071,-2.53848429639946,-1.71602986501971,-0.0324772336955054,0.242602355252467,-0.0955044598092596,-0.0809322948752852,-0.175153282743821,0.00699074871895251,-0.751926887539195,-3.28895629615588,0.451686703698649,0.965081776372009,0.850787420930829,0.240536308696401,-0.0954515137812901,-0.219380982425642,-0.138941445153807,-0.0296289519314528,-0.0900696744409811,0.620417649065462,0.857196050213581,-2213.6020249938
-5.05918824751001,-24.4092030950796,-3.38059510917799,-1.99999478622804,8.21553969146465,-0.0603292145698058,-0.36738751921973,-0.155977540046596,-0.0429703253912724,-0.585775523904186,-6.81271164403558,-3.15046455395254,-2.22114434085671,0.0843289947271758,0.459207017490841,0.0402894824404433,-0.126038367445891,-0.179402263341602,-0.0240572328150273,-0.962688796805476,-3.81030516071987,0.311593816776284,0.787935894867582,0.728891405556197,0.21603281193698,-0.0697199749320928,-0.191771882726992,-0.11594019704764,-0.0500827025110026,-0.16286067068609,0.168859045639431,0.494916196397047,-2192.30897535934
