"b_no_choice","b_powertrainbev","b_powertrainphev","b_powertrainhev","b_range_bev","b_range_phev","b_mileage","b_age","b_operating_cost","b_price","logLike"
0,0,0,0,0,0,0,0,0,0,-2778.13389968412
-0.0743191057301867,-0.0876510898644094,-0.0754736866179066,0.071295730473339,-0.0353252776243425,-0.0248062344558325,0.00260221642485616,-0.00377493604677248,0.00495808852160794,0.00385222676723333,-2729.14044700042
-0.612754453230393,-0.403270109284921,-0.314461221730332,0.154702848523073,-0.0598246866368093,-0.0733709671828983,-0.0189976980060802,-0.0392351797777505,0.013955114901604,-0.0291755011489339,-2631.28598523425
-1.85139715201105,-0.862727956261309,-0.66511049403012,0.0180496865722017,0.0224983539199255,-0.0564613059853536,-0.0871194416781787,-0.078957833895292,-0.000966533384463774,-0.138220487503618,-2554.64695156359
-3.45278558969621,-1.47115152394317,-1.06847103396451,-0.196359903939502,0.155951115497725,-0.0131610954003356,-0.175851021503638,-0.107481963987476,-0.039170291760727,-0.268956088585773,-2521.56627513963
-3.49858896722233,-1.49713327349207,-1.06063597279618,-0.196047627811561,0.166240365823463,-0.0159532692143528,-0.175312001064216,-0.109009348016855,-0.039775937486704,-0.275100785139567,-2521.50247665473
-3.49988014721877,-1.49584370165164,-1.05906872582439,-0.194462442526438,0.166294663318001,-0.0159867454755716,-0.175258807218697,-0.10888645880736,-0.0398214951836346,-0.275740170786111,-2521.50172086175
-3.49964320546138,-1.49543460562404,-1.0589715474401,-0.194314579164422,0.166246699994786,-0.0159566679784513,-0.175233806819043,-0.108868087308381,-0.0398153068527074,-0.275753904715648,-2521.50171022562
-3.49963296013228,-1.49542176699214,-1.0589556500663,-0.194306075724332,0.166248524390114,-0.0159599958227499,-0.175234418525188,-0.108868737112413,-0.039814768881791,-0.275757100487949,-2521.50171018967
