"b_no_choice_a","b_powertrainbev_a","b_powertrainphev_a","b_powertrainhev_a","b_range_bev_a","b_range_phev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainphev_b","b_powertrainhev_b","b_range_bev_b","b_range_phev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","delta_b","gamma_used_bev_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","logLike"
-0.746150594204664,-0.0911760865710676,0.906188365537673,0.918033754453063,-0.550293872598559,0.870338499546051,0.282606145367026,0.952791870571673,-0.0745431301183999,-0.376593236345798,-0.955525131896138,0.303618110716343,-0.253382777329534,-0.013525877147913,0.995803075376898,0.14849531557411,0.188981619197875,-0.759511620737612,-0.157664236146957,-0.0634297137148678,0.639721309300512,-0.245774574112147,-0.0308969570323825,0.57056890707463,-5837.15492894969
-0.656572115113219,-0.086631138216113,0.850585001658367,0.953783046847997,-0.54498014523137,0.850277839747148,0.266220534501585,0.942037846553231,-0.0748040361633363,-0.395892575299679,-0.982716862024163,0.275935325587198,-0.219276755477174,0.0331262818238127,0.975826286904119,0.158555420940166,0.195491127132465,-0.753897228682637,-0.155332759081047,-0.055979752853027,0.642208143093395,-0.245934267606087,-0.0384945942840142,0.532808217159963,-5707.55907616295
-0.972031418686746,-0.157776766039756,0.863681402940622,0.894384565127121,-0.468901713831915,0.757783790878578,0.239882025146728,0.872607514334389,-0.0728202545811561,-0.400800458675171,-1.12356945367004,0.285088158575797,-0.321649499788614,-0.00852634061264243,0.848181067706612,0.170859817516881,0.171506613589717,-0.731557235600974,-0.150719847223688,-0.0490936164412255,1.02172628151802,-0.257598227866831,-0.0208027171738282,0.505916961814845,-5426.03440284934
-1.82640806884068,-0.254202846107043,0.940719317849961,0.765150664899659,-0.323860956059162,0.556612118575189,0.17444667543306,0.731465280780536,-0.0723889985654167,-0.397182754611363,-1.59415879066073,0.287382383503932,-0.415175991178739,-0.0705556340740637,0.49689483732852,0.149423006821088,0.0644463091425588,-0.630869133293594,-0.135630965939455,-0.0125673955737965,0.434488750682886,-0.320467075313354,0.0222107598366002,0.38520260327468,-4677.61517536157
-2.34842656909311,-0.400912407110688,0.925907710219599,0.653058995968632,-0.210748405600229,0.396408872247685,0.132816803577528,0.606679775637962,-0.0701575268208688,-0.399725093934367,-1.85495614309665,0.205405284114341,-0.575193380093176,-0.164654951463737,0.378050078407843,0.153948495714442,0.0263685948029819,-0.60241666062761,-0.132647804330557,-0.00861401403854372,1.59116380648077,-0.359030953070227,0.00640339012616704,0.414948702038948,-4272.38142115629
-3.10579544512233,-0.481176263460512,0.977081078221842,0.526865191449604,-0.0932048293310709,0.22645821843421,0.0798680660694963,0.474481400782565,-0.0710731576468677,-0.397014012047939,-2.27200624409272,0.145082760436689,-0.612789341609154,-0.207545907575202,0.148307046496579,0.0905293788917755,-0.0802890034565212,-0.513625372652843,-0.114727336343615,0.0115275262311684,1.29918545639049,-0.415902629215444,0.0742593440340115,0.381940139754538,-3672.83514046903
-3.84202043950224,-0.590774576079992,0.97763416291946,0.408300635854343,-0.00899619181603681,0.0754633533362119,0.0281666955549676,0.348352706928914,-0.0765924892885263,-0.42476329564186,-2.52880627706561,-0.0319234724093108,-0.710365837739169,-0.307240931520198,0.0416472480035813,0.0421001898718584,-0.134516498370494,-0.458555190665008,-0.101797337652311,0.0108260573460774,1.51196393360411,-0.360374459208153,0.078209081001093,0.312778908474434,-3265.41827741076
-4.55021038556748,-0.689423892998077,0.872329279329669,0.309808751249408,0.0755951740782048,-0.0408664579792244,-0.0213552312040365,0.214111264138459,-0.084671367964372,-0.437651389927914,-2.78124640241095,-0.281238487751444,-0.692670862453941,-0.388503259484221,-0.03889554221394,-0.078378756977824,-0.212818348051863,-0.373459653636634,-0.0763654911353963,-0.00129780271974371,1.32864135812373,-0.38725155084883,0.0874758242876304,0.303772035409211,-2833.49137225345
-5.34861330945784,-0.751907199436301,0.770618856898557,0.243004295916723,0.131008807936029,-0.198780576253718,-0.0836582732302211,0.0539819214389657,-0.089791533314703,-0.502610206562769,-3.09338870902641,-0.785946352024841,-1.09247273721441,-0.569412196817868,-0.0479429735463409,-0.0895192253520507,-0.248573853667042,-0.310200985576014,-0.0617549378592664,-0.0411275418757261,1.3420772030656,-0.346616661421048,-0.0030677503586039,0.253549651697245,-2520.69649051794
-5.74411648966005,-0.677697981213648,0.434195267926131,0.247916784509094,0.138651556680212,-0.260982524890386,-0.116934434665071,-0.0869178641681451,-0.0810128943068562,-0.500035641215567,-3.56851468652878,-1.88454417466138,-1.80925573327794,-0.787003610625177,0.153390493164278,-0.0082635511470093,-0.315407274475577,-0.227778009098617,-0.0429504680527681,-0.153991190216887,0.994379226876459,-0.575110728528016,-0.16399772071818,0.324633643386247,-2307.70390979796
