"b_no_choice","b_mileage","b_range_pw1","b_range_pw2","b_range_pw3","b_loss_pw1","b_loss_pw2","b_loss_pw3","b_packreplace","b_cellreplace","b_price","logLike"
0,0,0,0,0,0,0,0,0,0,0,-11420.2929469072
-0.0138732994824115,-0.00137102890969219,0.0205483113365442,0.062908294293991,0.114948799700971,-0.00193814162952834,-0.00744098677546523,-0.0176625750834923,-0.00293693433795684,-0.00676899234255352,-0.00910445989818571,-11147.6816275113
-0.171510182995298,-0.0119715486262939,0.182622899745691,0.294110373835447,0.43801869696398,-0.00458468774326255,-0.0360663063484157,-0.0651088408265054,-0.035161261511881,-0.0501434141376563,-0.0947769166129045,-10518.9287208835
-0.737306685477416,-0.0583543681247872,0.594032084880668,0.446051004788136,0.66017788010044,-0.00685523679051912,-0.0646454448891226,-0.0514517041076393,-0.136785080116441,-0.143344338487896,-0.368049584277031,-10086.628496745
-1.85263969634812,-0.134197467765907,0.915107023948245,0.462419029471838,0.770025453339041,-0.0478335815605396,-0.0716314513333067,-0.0372208282896905,-0.241081987675389,-0.238517593053209,-0.662273300305525,-9897.51909763162
-2.53587102325324,-0.159087497350674,0.899883781387004,0.514089936114115,0.741051909386703,-0.082249669816594,-0.0674755733542226,-0.041034469499418,-0.267822761463778,-0.269895359978636,-0.753651385102427,-9879.87686514943
-2.54628697834056,-0.159585122112526,0.895030201147843,0.514457784622518,0.73713452634316,-0.0825409316941227,-0.0673749410330424,-0.040729859943138,-0.266589702260398,-0.267649775509156,-0.753700644307193,-9879.86453834881
-2.54623668428981,-0.159543101495257,0.894913497771835,0.514302416448369,0.736821482104616,-0.0825574130639955,-0.0673625983443664,-0.04073409239096,-0.266498044338664,-0.26754977320745,-0.753567173073717,-9879.86448252818
-2.54625670763391,-0.159546052415891,0.894909296890649,0.514297287265183,0.736820465108813,-0.0825572938215213,-0.0673637618716417,-0.040732922487254,-0.266501435227935,-0.267549977499038,-0.75356834782233,-9879.86448238194
