,Estimate,Std.err.,t-ratio(0),p(2-sided),Rob.std.err.,Rob.t-ratio(0),Rob.p-val(0)
b_mileage,-0.18,0.02,-7.25,0.00,0.03,-6.50,0.00
b_price,-0.27,0.04,-6.93,0.00,0.06,-4.30,0.00
b_range_year0,0.44,0.05,8.54,0.00,0.06,7.14,0.00
b_degradation,-0.25,0.01,-18.51,0.00,0.02,-14.47,0.00
b_packreplace,-0.32,0.07,-4.60,0.00,0.08,-3.89,0.00
b_cellreplace,-0.39,0.07,-5.65,0.00,0.08,-4.90,0.00
asc_no_choice,-2.30,0.23,-10.16,0.00,0.32,-7.27,0.00
