"asc_no_choice_a","b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","asc_no_choice_b","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","asc_no_choice_c","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","asc_no_choice_d","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","delta_b","delta_c","delta_d","gamma_used_bev_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_used_bev_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_used_bev_d","gamma_EV_benefit_d","gamma_EV_anxiety_d","logLike"
0.298782551333203,0.738008980311633,0.415858901023753,0.299107447210085,0.0359275895389063,-0.0603423140654225,-0.571156221985262,-1.0054376839938,-0.955401737767253,-1.15557071152619,-0.599424979790819,-0.125691292854075,0.288673987783071,-0.680028489392805,0.330775494611843,-0.130450928735492,-0.0576650597791638,0.600231517621368,-0.795007802469053,-0.445162780767344,-0.21615084174071,0.399282962582835,-0.241879027928629,-0.183865847543346,-0.984105371384596,0.169076862037713,0.980083383926062,-0.253995992193107,0.200442164241098,-0.299873387973079,-0.684013426987608,-0.176763007005479,0.000125754221387127,0.69383671201912,0.612375864991981,0.0751654353056597,0.171217861196802,0.275694888638199,0.0652720849499739,-0.166243270563689,-4400.26856702591
0.381460615144745,0.74373255168344,0.420351857751129,0.29868629614707,0.0570130272376776,-0.0644228322780729,-0.549077325327775,0.842368737581598,-1.573594474234,0.0728037728726176,-0.673403952111384,-3.03644549935759,9.58684318447931,2.34254443222928,0.146052086279309,-0.141520692429974,-0.0563228965443498,0.567687266896737,-0.777431959002963,-0.446406827142522,-0.212992091726587,0.356748079336833,-0.152860156080323,-0.213745466912853,-0.913658166960485,0.204052127857465,1.19476124644483,-0.213934827820625,-1.3131536945653,-0.380186432368085,-1.58587159867392,-1.61993253240994,0.0619065432821402,1.7103406065049,0.499505814707761,0.121567364909984,0.212551494102775,0.100018331349263,-0.0812320208616711,0.0481068335073343,-4176.69709308376
0.0321118218236406,0.707025384357955,0.414166578928838,0.279014306647312,0.0317405889970264,-0.0808101706986693,-0.587024946260562,-4.50112734478276,-1.26569946122839,-2.85750232783405,-0.330812710567147,5.36435751743598,7.33319007272788,1.72491464558769,-0.348252081367452,-0.21197139167995,-0.0129744725431682,0.480715496567941,-0.782926271868917,-0.430371688144112,-0.231695303274558,0.421320062948198,-0.0810053462866214,-0.17349206335817,-0.811599688427892,0.0447463472997773,1.22888003010807,-0.205037440320946,-6.49807174199336,-1.09391643777486,-2.21337214855435,0.00138852546761359,0.603751373309428,3.17698699900291,0.45621633369096,0.167121155727258,0.218249504404866,0.134522356508751,-0.106682038766463,0.207503489155409,-3897.6368394163
-0.668739099696636,0.635028794108858,0.414824875301239,0.224670311862475,-0.00818357571008948,-0.102274863251386,-0.658995156740205,-4.76260102157172,-1.17862271259061,-2.25668714846183,-0.238768074937066,6.39557980131006,7.61687273063386,1.36251550690256,-0.857944976396989,-0.279520385955281,-0.000446462003909933,0.400873106171687,-0.776807964168678,-0.447632666442443,-0.236696769535729,0.549998222844262,-0.043147648362631,-0.112643465408833,-0.73463375098118,-0.0348733954460156,1.20935195235781,-0.195187662236109,-4.40974982394586,-0.844127092344316,-1.74679505102427,-0.793377551030172,1.36289657974389,2.1403996008877,0.290000078440966,0.244535312089397,0.191660656444556,0.0270132156605453,-0.140211308705177,0.269468462162935,-3613.2517845471
-1.43332775235856,0.54690447043643,0.40729052331392,0.162694076535199,-0.0388659359143692,-0.126807099896274,-0.719866851369446,-4.54273619797509,-1.07454603383966,-2.28057036864325,-0.393308390255479,6.12044686593179,7.72834112039076,3.64544477306102,-1.48420055011197,-0.353289505778683,-0.00315408876777324,0.321504259263711,-0.782900292644924,-0.497291533434973,-0.247750464174425,0.643959657881264,-0.0128643700293515,-0.00364732138593958,-0.653675938141156,-0.11569912848688,1.07944117241758,-0.192435148575201,-3.79639547980667,-0.421540157584515,-1.36281685434118,-1.04603474454559,1.92003779467762,1.52123165340607,0.0951063382649043,0.355307294331431,0.144828062884684,-0.107258936829133,-0.171295405559006,0.300492408534835,-3340.96591170209
-2.24714247203745,0.449050864672056,0.407858347337249,0.0928587346069395,-0.0764235817730829,-0.151665180428267,-0.778782965196104,-2.21230045876506,-2.91397877642796,-0.489257925022169,-0.799736482550553,19.8241957826417,13.5182939927701,6.74517941694115,-2.17711540875849,-0.420111706319858,-0.00706171054328627,0.235483307790581,-0.812593078421195,-0.564238116236381,-0.260498260979906,0.721312426561908,0.000221892547027164,0.0985275941303625,-0.582067161875049,-0.182777214382213,0.827322634489237,-0.163310692120936,-0.31521077613989,0.0678621674780427,-0.972350116672879,-2.33617479751373,3.12792104593035,-1.26183636344473,-0.0996807953953605,0.46672210078833,0.102776860705971,-0.206280747013216,-0.21914993886554,0.296543203304,-3102.17639114016
-3.15687906337729,0.342991172923564,0.422655284720469,0.0163345734378976,-0.0973565167023666,-0.182137635973416,-0.830142053456485,-5.95759689787369,-11.0741033027884,2.56359796342968,-1.54308784131052,-32.4153297709511,-28.5962178490895,12.8950531116248,-2.87678081931475,-0.48210985402646,0.00282647865911021,0.159726732780344,-0.879506400182435,-0.68838391399247,-0.282525332741332,0.598416961261395,-0.0171218124332449,0.225652345297611,-0.496551065465475,-0.247479002202305,0.39697254757321,-0.166373202408849,-2.11750286740426,0.477700681287169,-0.485476773109659,-4.83583538904908,6.54674682924184,-1.95635401113975,-0.240632447755265,0.544829085110326,0.0575353181448085,-0.396365845645347,-0.139084276149277,0.293092238561108,-2879.6456306616
-3.97735037562667,0.233315468359208,0.44360292047191,-0.062073265314981,-0.10847596766003,-0.217642186610306,-0.874773249881829,-18.5828377400197,492.010981247062,5.20666811826413,56.4019933655837,-22.2576420901895,-1418.66939130731,7.70722024273252,-3.69084377338122,-0.568630142884013,0.070195596995512,0.0512882327115576,-0.944754960098825,-0.82194881561739,-0.297246162519714,0.655642848098565,-0.033804912286114,0.348278804731496,-0.411331119649521,-0.355347757568342,-0.015212532058251,-0.135913328527316,-4.58359955762805,0.569969289314758,-0.0731688573026538,-10.0319706799511,11.796496726742,-3.53837994110377,-0.358793341151426,0.609626915117334,0.0290110042277248,-0.475521227282155,-0.0839038838482771,0.296820907722128,-2688.83811990845
-4.7920172937388,0.105490050460414,0.466409857411463,-0.150588370572475,-0.0804500237606043,-0.227359900488695,-0.896484442508809,-18.5828377400197,492.010981247062,5.20666811826413,56.4019933655837,-22.2576420901895,-1418.66939130731,7.70722024273252,-4.51626285092729,-0.633717481319511,0.128573206329859,-0.0474325005488722,-1.05928431234225,-0.964395672850064,-0.300727482784489,0.546346682918262,-0.103508278851929,0.531272165951674,-0.358784666383965,-0.470445008765158,-0.367978482134642,-0.151696696792383,-12.7339935284783,0.448743993399647,0.294802781845809,-26.3801900739316,27.2605403477511,-9.438502080395,-0.365493443941431,0.562334624540818,0.0173924716022317,-0.56309280946423,-0.0492474330690733,0.322008836437936,-2560.53070375351
-5.13464466808192,-0.00550901564187693,0.496921011755703,-0.221375622595966,-0.0263273117007541,-0.19286097648093,-0.875840190705687,-18.5828377400197,492.010981247062,5.20666811826413,56.4019933655837,-22.2576420901895,-1418.66939130731,7.70722024273252,-5.70868470579963,-0.713114417039617,0.102426069902798,-0.122239034446717,-1.28516150939343,-1.12291171715201,-0.263929498628051,0.12651681676153,-0.186171296647711,0.658450679609843,-0.330494134209475,-0.638522071390446,-0.675716216013262,-0.246206229572945,-260.262426986001,-0.248859355540421,0.439768619688256,-665.301461720069,569.685537266037,-257.644192891705,-0.282110830551404,0.359301922078379,-0.0125026914252778,-0.605495213379596,0.073967301587707,0.402083855766229,-2499.20428533125
