,Estimate,Std.err.,t-ratio(0),p(2-sided),Rob.std.err.,Rob.t-ratio(0),Rob.p-val(0)
b_no_choice_e,-9.82,0.61,-16.02,0,0.81,-12.08,0
b_mileage_e,-0.3,0.03,-8.89,0,0.04,-7.37,0
b_range_pw1_e,0.47,0.26,1.8,0.07,0.28,1.67,0.1
b_range_pw2_e,0.47,0.24,1.99,0.05,0.24,1.93,0.05
b_range_pw3_e,0.54,0.14,3.76,0,0.19,2.88,0
b_loss_pw1_e,-0.24,0.02,-10.07,0,0.03,-8.27,0
b_loss_pw2_e,-0.24,0.02,-14.38,0,0.02,-12.57,0
b_loss_pw3_e,-0.22,0.03,-7.59,0,0.03,-7.21,0
b_packreplace_e,-0.28,0.1,-2.79,0.01,0.13,-2.24,0.03
b_cellreplace_e,-0.38,0.1,-3.79,0,0.13,-3.02,0
b_price_e,-1.02,0.08,-12.18,0,0.12,-8.7,0
b_no_choice_b,-2.51,0.3,-8.45,0,0.39,-6.49,0
b_mileage_b,-0.22,0.03,-8.43,0,0.03,-7.04,0
b_range_pw1_b,1.43,0.22,6.52,0,0.36,3.91,0
b_range_pw2_b,1.14,0.18,6.26,0,0.22,5.17,0
b_range_pw3_b,1.15,0.12,9.5,0,0.17,6.91,0
b_loss_pw1_b,-0.09,0.02,-6.2,0,0.02,-5.66,0
b_loss_pw2_b,-0.09,0.01,-8.08,0,0.01,-6.84,0
b_loss_pw3_b,-0.05,0.02,-2.82,0,0.02,-2.44,0.01
b_packreplace_b,-0.69,0.08,-8.49,0,0.11,-6.54,0
b_cellreplace_b,-0.73,0.08,-8.73,0,0.11,-6.63,0
b_price_b,-1.21,0.07,-17.61,0,0.1,-12.07,0
b_no_choice_c,-1.97,0.52,-3.76,0,0.75,-2.62,0.01
b_mileage_c,-0.31,0.04,-7.24,0,0.06,-5.39,0
b_range_pw1_c,5.74,0.38,15.12,0,0.42,13.76,0
b_range_pw2_c,3.09,0.37,8.32,0,0.47,6.56,0
b_range_pw3_c,3.78,0.47,8.07,0,0.73,5.15,0
b_loss_pw1_c,-0.13,0.02,-5.28,0,0.02,-5.3,0
b_loss_pw2_c,-0.1,0.02,-6.35,0,0.02,-6.36,0
b_loss_pw3_c,-0.07,0.02,-3.49,0,0.02,-3.66,0
b_packreplace_c,-0.08,0.12,-0.64,0.52,0.16,-0.5,0.61
b_cellreplace_c,-0.1,0.12,-0.82,0.41,0.14,-0.69,0.49
b_price_c,-1.48,0.15,-9.59,0,0.29,-5.16,0
b_no_choice_d,-13.85,1.07,-12.91,0,1.66,-8.34,0
b_mileage_d,-0.23,0.04,-5.34,0,0.06,-4.15,0
b_range_pw1_d,1.13,0.28,3.99,0,0.4,2.82,0
b_range_pw2_d,0.71,0.32,2.24,0.02,0.36,1.98,0.05
b_range_pw3_d,0.79,0.35,2.3,0.02,0.51,1.57,0.12
b_loss_pw1_d,-0.08,0.03,-3.05,0,0.03,-2.83,0
b_loss_pw2_d,-0.07,0.02,-4.06,0,0.02,-3.39,0
b_loss_pw3_d,-0.07,0.02,-3.46,0,0.02,-3.3,0
b_packreplace_d,0.04,0.13,0.31,0.75,0.17,0.25,0.8
b_cellreplace_d,0.11,0.13,0.85,0.39,0.16,0.66,0.51
b_price_d,-4.02,0.27,-14.92,0,0.36,-11.06,0
b_no_choice_a,-2.58,1.24,-2.07,0.04,1.34,-1.92,0.06
b_mileage_a,-0.47,0.16,-2.87,0,0.25,-1.9,0.06
b_range_pw1_a,0.11,1.03,0.11,0.91,1.33,0.09,0.93
b_range_pw2_a,1.88,0.98,1.92,0.05,1.38,1.36,0.17
b_range_pw3_a,1.35,0.49,2.76,0.01,0.61,2.21,0.03
b_loss_pw1_a,-0.24,0.07,-3.49,0,0.07,-3.32,0
b_loss_pw2_a,-0.04,0.06,-0.68,0.5,0.06,-0.7,0.49
b_loss_pw3_a,0.03,0.09,0.38,0.7,0.09,0.4,0.69
b_packreplace_a,-0.93,0.38,-2.44,0.01,0.43,-2.16,0.03
b_cellreplace_a,-1.07,0.38,-2.8,0.01,0.42,-2.57,0.01
b_price_a,-1.47,0.39,-3.77,0,0.65,-2.25,0.02
b_no_choice_f,-3.49,0.36,-9.78,0,0.46,-7.64,0
b_mileage_f,-0.14,0.02,-6.45,0,0.03,-4.78,0
b_range_pw1_f,0.18,0.19,0.95,0.34,0.22,0.79,0.43
b_range_pw2_f,-0.14,0.15,-0.94,0.35,0.18,-0.82,0.41
b_range_pw3_f,0.2,0.1,1.94,0.05,0.12,1.71,0.09
b_loss_pw1_f,0,0.01,0.26,0.79,0.01,0.25,0.8
b_loss_pw2_f,-0.02,0.01,-2,0.05,0.01,-1.88,0.06
b_loss_pw3_f,-0.02,0.01,-1.89,0.06,0.01,-1.97,0.05
b_packreplace_f,-0.38,0.07,-5.37,0,0.1,-3.65,0
b_cellreplace_f,-0.47,0.07,-6.51,0,0.1,-4.58,0
b_price_f,-0.14,0.05,-3.12,0,0.05,-2.69,0.01
delta_e,0,0.45,-5.9,0,0.49,-5.35,0
gamma_EV_rangeanxiety_e,0,0.24,3.03,0,0.25,2.92,0
gamma_risktaker_e,0,0.2,-4.54,0,0.2,-4.38,0
gamma_hhincome_e,0,0.02,-0.18,0.86,0.02,-0.17,0.87
gamma_ev_charge_e,0,0.19,-2.74,0.01,0.2,-2.67,0.01
gamma_knowledge_ev_e,0,0.2,0.93,0.35,0.2,0.91,0.36
gamma_evb_environment_agree_e,0,0.19,-4.32,0,0.2,-4.12,0
gamma_evb_function_disagree_e,0,0.28,-2.97,0,0.29,-2.86,0
gamma_hhveh_fuel_e,0,0.26,4.8,0,0.26,4.71,0
gamma_veh_range_e,0,0.09,3.76,0,0.09,3.46,0
gamma_suv_e,0,0.19,2.71,0.01,0.2,2.63,0.01
delta_b,0,0.33,-3.8,0,0.35,-3.59,0
gamma_EV_rangeanxiety_b,0,0.18,3.44,0,0.18,3.35,0
gamma_risktaker_b,0,0.16,-5.43,0,0.16,-5.35,0
gamma_hhincome_b,0,0.01,-0.24,0.81,0.01,-0.23,0.82
gamma_ev_charge_b,0,0.16,-1.39,0.16,0.16,-1.37,0.17
gamma_knowledge_ev_b,0,0.18,2.66,0.01,0.18,2.66,0.01
gamma_evb_environment_agree_b,0,0.15,0.14,0.89,0.15,0.14,0.89
gamma_evb_function_disagree_b,0,0.19,-0.41,0.68,0.19,-0.4,0.69
gamma_hhveh_fuel_b,0,0.17,3.67,0,0.17,3.65,0
gamma_veh_range_b,0,0.07,3,0,0.07,2.87,0
gamma_suv_b,0,0.16,-0.07,0.94,0.17,-0.07,0.95
delta_c,0,0.41,-7.15,0,0.41,-7.13,0
gamma_EV_rangeanxiety_c,0,0.2,3,0,0.2,2.98,0
gamma_risktaker_c,0,0.17,-2.94,0,0.18,-2.87,0
gamma_hhincome_c,0,0.01,1.25,0.21,0.01,1.2,0.23
