,Estimate,Std.err.,t-ratio(0),p(2-sided),Rob.std.err.,Rob.t-ratio(0),Rob.p-val(0)
gamma_ev_charge_c,0,0.18,1.62,0.1,0.18,1.61,0.11
gamma_knowledge_ev_c,0,0.21,2.37,0.02,0.21,2.37,0.02
gamma_evb_environment_agree_c,0,0.17,2.8,0.01,0.18,2.63,0.01
gamma_evb_function_disagree_c,0,0.19,3.86,0,0.19,3.77,0
gamma_hhveh_fuel_c,0,0.19,3.29,0,0.2,3.22,0
gamma_veh_range_c,0,0.08,4.97,0,0.08,4.95,0
gamma_suv_c,0,0.2,-2.26,0.02,0.27,-1.74,0.08
delta_d,0,0.43,-3.13,0,0.47,-2.89,0
gamma_EV_rangeanxiety_d,0,0.22,1.01,0.31,0.23,0.96,0.34
gamma_risktaker_d,0,0.21,-4.34,0,0.22,-4.11,0
gamma_hhincome_d,0,0.02,-2.63,0.01,0.02,-2.35,0.02
gamma_ev_charge_d,0,0.2,-0.51,0.61,0.21,-0.49,0.63
gamma_knowledge_ev_d,0,0.21,0.91,0.36,0.22,0.87,0.39
gamma_evb_environment_agree_d,0,0.19,2,0.05,0.2,1.92,0.06
gamma_evb_function_disagree_d,0,0.22,1.58,0.11,0.24,1.46,0.14
gamma_hhveh_fuel_d,0,0.26,4.65,0,0.27,4.44,0
gamma_veh_range_d,0,0.09,1.61,0.11,0.09,1.55,0.12
gamma_suv_d,0,0.19,-1.11,0.27,0.21,-1.01,0.31
delta_a,0,0.34,-5.2,0,0.34,-5.2,0
gamma_EV_rangeanxiety_a,0,0.18,3.86,0,0.19,3.81,0
gamma_risktaker_a,0,0.16,-1.29,0.2,0.17,-1.21,0.23
gamma_hhincome_a,0,0.01,0.6,0.55,0.01,0.6,0.55
gamma_ev_charge_a,0,0.16,-0.84,0.4,0.16,-0.82,0.41
gamma_knowledge_ev_a,0,0.18,1.87,0.06,0.18,1.84,0.07
gamma_evb_environment_agree_a,0,0.15,2.59,0.01,0.16,2.5,0.01
gamma_evb_function_disagree_a,0,0.19,0.89,0.38,0.2,0.84,0.4
gamma_hhveh_fuel_a,0,0.18,3.4,0,0.19,3.2,0
gamma_veh_range_a,0,0.07,2.16,0.03,0.07,2.07,0.04
gamma_suv_a,0,0.16,2.03,0.04,0.16,1.96,0.05
delta_f,0,NA,NA,NA,NA,NA,NA
gamma_EV_rangeanxiety_f,0,NA,NA,NA,NA,NA,NA
gamma_risktaker_f,0,NA,NA,NA,NA,NA,NA
gamma_hhincome_f,0,NA,NA,NA,NA,NA,NA
gamma_ev_charge_f,0,NA,NA,NA,NA,NA,NA
gamma_knowledge_ev_f,0,NA,NA,NA,NA,NA,NA
gamma_evb_environment_agree_f,0,NA,NA,NA,NA,NA,NA
gamma_evb_function_disagree_f,0,NA,NA,NA,NA,NA,NA
gamma_hhveh_fuel_f,0,NA,NA,NA,NA,NA,NA
gamma_veh_range_f,0,NA,NA,NA,NA,NA,NA
gamma_suv_f,0,NA,NA,NA,NA,NA,NA
