"b_no_choice_a","b_powertrainbev_a","b_powertrainhev_a","b_range_bev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainhev_b","b_range_bev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainhev_c","b_range_bev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","delta_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_ev_neighbor_b","gamma_knowledge_ev_b","gamma_knowledge_subsidy_b","gamma_veh_refuel_b","gamma_veh_range_b","delta_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_ev_charge_c","gamma_hhincome_c","gamma_ev_neighbor_c","gamma_knowledge_ev_c","gamma_knowledge_subsidy_c","gamma_veh_refuel_c","gamma_veh_range_c","logLike"
-5.23739364252466,-4.09654935033697,-2.08664476680004,0.274034986362686,-0.269914932171549,-0.0433776377505273,-0.588747052167326,-1.29702427876072,-7.22981024533138,0.173269562998026,1.10051906547778,0.880892696958506,-0.229495865170152,-0.106376227816293,-1.29125827720749,-1.57263022088434,-7.71214696817734,-2.9828319467233,-0.0204837653301092,0.46721722742041,-0.268282999985337,-0.109868440357245,-0.860290276922155,-1.19251494984028,-1.50877910239283,1.56830938096082,-0.553316653956176,0.0351672969380669,0.136463178813605,0.413438469196855,-0.612898991983686,0.706428596449515,0.0432066777530602,0.356395737979222,-0.113554319805483,0.381070081293424,-0.113293775264132,0.0797972655913094,0.0240528337576135,0.346369826853578,-0.53560735864603,0.482995253509985,0.0609952724342813,0.257871972484758,-3626.13656686861
-5.28031326437438,-3.99674162535208,-2.07350660810463,0.333018028032052,-0.265938571296171,-0.0465182728052927,-0.570201076630412,-1.26806977297557,-7.25033434409908,-0.0114355062213454,1.2061614751695,0.814843464290163,-0.228721054060695,-0.114491220688074,-1.25273677095567,-1.54625568714416,-7.72971466336868,-3.03316012454052,0.0240508092664918,0.452002132789559,-0.270535791548645,-0.11294287775343,-0.822481345322973,-1.18080905355138,-1.57455866942974,1.58983363885933,-0.513256144372803,0.0331518257507198,0.150121472642966,0.394212128223017,-0.62679692831919,0.676148136253982,0.0512414137564912,0.31535932307822,-0.0344528061187107,0.377220289382439,-0.119021782366133,0.0803788310066472,0.0271399663462553,0.470010892721544,-0.485545443865286,0.486143743134134,0.058566703804629,0.28256461400098,-3573.75447196706
-5.37320503860062,-4.01340456546719,-2.06041061981162,0.511037451292027,-0.290004544186843,-0.0949837092357438,-0.564008724927403,-1.13909058779352,-7.163890911852,-0.320015938396364,1.16900467228183,0.672037745629257,-0.207935994286185,-0.13993397315101,-1.284556421413,-1.39389852719986,-7.73559173374238,-3.18206884990264,0.157630672234798,0.46095635538572,-0.295046519210517,-0.13033659115965,-0.688877666155955,-1.13497399366083,-1.51878527518927,1.76209331193044,-0.369094410577814,0.0487604195082773,0.301089720423168,0.700208650875524,-0.426268695682011,0.565643257980564,0.0702214327120416,0.127290736540664,0.043197177708188,0.385523975688191,-0.0978217616161175,-0.117004426265264,0.022283055011475,0.833065429159573,-0.491911837186679,0.393448442117734,0.0490130138931706,0.272294490647941,-3508.67418632863
-5.28821460131395,-4.91035424305649,-1.85762899052318,0.942987232794898,-0.297291669260939,-0.128759788594721,-0.760060850694165,-0.843870277434117,-6.39468426502596,-0.465487508410534,1.08786449475928,0.47997607569495,-0.221163354868189,-0.151087922491144,-1.14111237655196,-1.03893897317109,-7.97367223660744,-3.78209548755371,0.290642671296921,0.536394503570563,-0.344416952005358,-0.151248813916875,-0.485240839926952,-1.09307128008394,-0.301699093707774,1.55498003125854,-0.0987661551848584,0.0629826555532634,0.317989244210408,1.04264290849892,-0.235670273203177,0.21923338575554,0.0605653039612681,-0.261281498805898,0.422973881610733,0.373697548260301,-0.080111488259757,-0.260315847759691,0.0309971524496627,0.937113211799507,-0.447622287184556,0.265519395935845,0.0336596231096009,0.061720720491352,-3460.16688075388
-5.6189103021042,-4.24173920623454,-1.87401970235507,0.616538377197352,-0.349053548753592,-0.136229776608986,-0.803286443583072,-0.873066579594578,-6.08945543269907,-0.566951633094968,1.08788979565856,0.534902762048216,-0.222502876995477,-0.136226589003908,-1.06900316302988,-0.976032237300604,-8.55097369805678,-4.27840856771998,0.235234595069716,0.548043856462195,-0.380523461974711,-0.15931404608138,-0.411985385236346,-1.14757953673567,-0.301793304877603,1.55933317305837,-0.0698127956561633,0.0561463762207842,0.398711193453317,1.23834742588004,0.0278673129611619,0.0409021481797661,0.0142652599570184,-0.247763571732098,0.0835211329568958,0.348848018684237,-0.0227933910949206,-0.136851626367931,0.0280878618725081,0.973360492045122,-0.334330250866528,-0.0837665005125646,0.00112877700608312,0.11747592896218,-3441.9950215728
-5.29781021244009,-4.88521606058516,-1.81876330590575,0.837740550534727,-0.342484989785422,-0.118531205495164,-0.768992757587168,-0.798144593199729,-5.98763441210703,-0.57745849597855,1.07566054426749,0.561522922137641,-0.226877345577677,-0.130692702123628,-1.01110018406456,-0.96178937191875,-8.88486744567748,-4.43074728592216,0.153736519370873,0.519829092835242,-0.403684858413668,-0.162777005399839,-0.454651728532017,-1.15627086320812,-0.305465327623429,1.50803556472527,-0.105627354599789,0.0488498442107932,0.212739306419269,1.10666312698584,-0.090838120240872,0.142140859726345,0.0519581141679909,-0.198688587685115,0.0607610205494893,0.300635343995665,-0.0192156029673861,-0.244989992199655,0.0322493471271842,0.769944804695521,-0.408912568687022,-0.117737242042147,0.0339249668728503,0.0809127650896549,-3437.37139413466
-5.49863786821889,-4.22692912302826,-1.86162638123535,0.583892950097413,-0.372300387587529,-0.140017879030907,-0.745067426499799,-0.820300569818382,-5.90313537629269,-0.556496651704931,1.04247020009767,0.542817481632574,-0.216651117705555,-0.127416184432008,-0.999194657014136,-0.945368442240528,-8.86409988655679,-4.6667727275488,0.078539671105856,0.57596628444296,-0.399833853755617,-0.158861909176736,-0.478608744832335,-1.13207198460914,-0.31919764059022,1.55712974519969,-0.0790013997122522,0.0472357561519317,0.309635906083038,1.21132843453087,-0.0171267298792429,-0.00071150838241818,0.0205895905843786,-0.177868147039194,0.0237069163115938,0.299586286931977,0.0273859115735144,-0.161445382164948,0.0319788931497144,0.939483473550155,-0.376504972974315,-0.321950789926441,0.00131990396655925,0.12087109753627,-3436.46057344174
-5.38443135601709,-4.45243244783623,-1.84394953046352,0.663365229882734,-0.369255835008175,-0.134443360360932,-0.74472510168828,-0.785829738329797,-5.86035330901051,-0.5585538435838,1.03442244569357,0.542428340889852,-0.214596392121551,-0.126029321904146,-0.982185575324035,-0.937420376412417,-8.99816590830439,-4.68227532327733,0.0563842031741467,0.553470630015657,-0.409798147790302,-0.162718511821869,-0.493940407008837,-1.1333548017983,-0.267759745861971,1.54917445618163,-0.0922905123555705,0.0436489805201159,0.281257926025671,1.17193521264281,-0.070757741550014,0.039491854029443,0.0396473184546154,-0.19029864984708,0.0542632305156072,0.276560196234328,0.00943472635783435,-0.201107954967879,0.0301509458151008,0.883116235926484,-0.422339548025889,-0.314274989898963,0.018871891194973,0.105977940007059,-3435.53509902611
-5.3145709816324,-4.55392790004602,-1.8291454800436,0.703965347974162,-0.367669797421418,-0.132174319744437,-0.73969505900604,-0.768315560912344,-5.85168578752264,-0.564433618169363,1.0377211201201,0.543698012596285,-0.214518341246917,-0.125754939765858,-0.977978331992308,-0.935217898974936,-9.01408614323094,-4.71039013603232,0.0387603398104388,0.558680097175942,-0.411515059791867,-0.164046119156643,-0.500906682541038,-1.12725275589286,-0.220215968596131,1.53424043107262,-0.0981587336023266,0.0414732838198807,0.253652992223037,1.16988744316678,-0.0882192111497856,0.0533400042403472,0.0436884624176487,-0.194659856847798,0.0793171006403428,0.270028029373565,-0.000777989233911638,-0.2302209920628,0.0294657353700116,0.868411430194155,-0.433254490212231,-0.30379623722418,0.0230815056309754,0.10223687264682,-3435.43943391229
-5.35024844892074,-4.42482804025561,-1.83179097578129,0.65431670489656,-0.37332302734955,-0.136107169909525,-0.737941907296921,-0.772980122746117,-5.84540961779147,-0.56906941963411,1.03502116299072,0.543161709597647,-0.21334601318714,-0.125157126960444,-0.976055441038365,-0.934716202949213,-9.00175550951685,-4.74263701789754,0.0219246353248675,0.566305646287525,-0.410402874336257,-0.163857646406959,-0.501428687714435,-1.12137098425345,-0.217708180317781,1.5388943101354,-0.0911681598057772,0.0412265323671815,0.273991756921827,1.19461260802617,-0.074247794808935,0.0229326615436838,0.0377270794090757,-0.191317212134932,0.0766541212877936,0.270730405757189,0.00781086723437946,-0.214534705758925,0.0292471066688724,0.899574615047633,-0.428032692327762,-0.338108172495341,0.0166308147669765,0.108996669476541,-3435.40553281384
