"b_no_choice_a","b_powertrainbev_a","b_powertrainphev_a","b_powertrainhev_a","b_range_bev_a","b_range_phev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainphev_b","b_powertrainhev_b","b_range_bev_b","b_range_phev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainphev_c","b_powertrainhev_c","b_range_bev_c","b_range_phev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","delta_b","gamma_hhincome_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","delta_c","gamma_hhincome_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","logLike"
-5.56888935297374,-7.39314229936874,-3.03584975472773,-0.973762007432817,1.43237392135317,0.0907606823319601,-0.243480725280605,-0.187033566940296,-0.0635230304072825,-0.513029611367168,-6.46993184958073,-0.302736735801656,0.426790965896531,0.682788249636654,0.336631510656154,-0.0986004630477722,-0.164846029811598,-0.173422303949473,-0.0451849912397902,-0.505370439796962,-8.81970659150231,0.864364658562156,0.40294369389958,0.214377162162541,-0.192806748567511,-0.168994999717832,-0.20398803193624,-0.0500146100679622,0.0725750322146627,-3.44139496119996,-0.111344221514477,-1.35716311853148e-06,1.57861319362189,-0.539933406016177,-0.492143491878259,-1.18368608902145e-05,0.943639414162297,-0.0223727554257237,-1185.94563044305
-5.5680369457999,-7.3851916577475,-3.03388737899699,-0.973804799033086,1.42935715762862,0.0904616297959341,-0.243471477673248,-0.187068156871389,-0.0636026810394854,-0.512639807281952,-6.46824495984403,-0.300170081319466,0.428324299508535,0.682396194541741,0.335529114768803,-0.0987599604317299,-0.164792802821127,-0.173585565326522,-0.0454342219487357,-0.503772181136401,-8.86699954274391,0.849852545631417,0.402598875453566,0.239291440658194,-0.172229351715528,-0.169311862477866,-0.203223579968673,-0.050585369412528,0.0732567006956914,-3.45902164235482,-0.1160590328443,-1.34652766188111e-06,1.58199520708601,-0.538665071907698,-0.483299134814375,-1.19491385497382e-05,0.955857772143138,-0.0160317024951409,-1185.9326191723
-5.56643073818834,-7.38773689083501,-3.03272899792133,-0.975990099498468,1.43038904223224,0.0893436320158127,-0.243478636016908,-0.187136307363159,-0.0636539410755056,-0.512194467378606,-6.466452687963,-0.298169756141028,0.429805675107621,0.681613505047396,0.334096956936735,-0.0991238527276727,-0.164643805715235,-0.173749822642311,-0.0456060297473016,-0.502609012888411,-8.89380999047777,0.830667985128532,0.413678884549015,0.276756611233654,-0.146973557984523,-0.172932306356218,-0.201903880907202,-0.0507923175061032,0.0730531328723844,-3.46831528838015,-0.12010207999298,-1.32573832798345e-06,1.58555853975994,-0.536015087320963,-0.485046481459214,-1.19136081840457e-05,0.965160525257394,-0.0110726963684505,-1185.92126387366
-5.56542052499366,-7.39317750677711,-3.03543802268872,-0.978351214859654,1.43255107605992,0.0891852631001546,-0.243657435930917,-0.187132618368269,-0.0636406631163266,-0.511979817071837,-6.46818347642604,-0.299162314405028,0.428747265393879,0.680657415877824,0.333774728133404,-0.0989998711368312,-0.164477480063719,-0.173901135702046,-0.0455941159086945,-0.502927308635196,-8.86535853868751,0.831124557309442,0.429245622825549,0.295349738938076,-0.139644249661225,-0.174207634979947,-0.200757709149006,-0.0504958286239203,0.0726563407276203,-3.4601103812654,-0.120590593790397,-1.31413671825153e-06,1.58804382775815,-0.531855123966407,-0.494772423673054,-1.180363183938e-05,0.968730901080581,-0.00959658828774589,-1185.91679623742
-5.56380791859213,-7.40698717447088,-3.04002561324616,-0.981859457595235,1.43794293202293,0.0891288353117038,-0.243879220282581,-0.187080537217219,-0.06361208366354,-0.511713168659029,-6.46777778932365,-0.30031324075493,0.42804489198022,0.680225839212378,0.333324393032773,-0.0991223389312088,-0.164356618531727,-0.173927767007863,-0.0454736615580227,-0.503552793733785,-8.82355828897888,0.83540560003246,0.447576251594715,0.310727721506836,-0.137772537146895,-0.177034742918472,-0.199224683657983,-0.0501809641345025,0.0717021496555884,-3.44508163682275,-0.119208005920901,-1.30038714298687e-06,1.58753201845107,-0.529456768913816,-0.510694183680127,-1.16329612294636e-05,0.969631227927442,-0.00810928128802081,-1185.91360615164
-5.56439481814192,-7.41500493210072,-3.04166260243374,-0.983740519550602,1.44086991772119,0.0887481151074968,-0.244155761264,-0.187152536625877,-0.0635864541576948,-0.51168947976371,-6.46924500926426,-0.301907721745778,0.42633364133102,0.679742456791059,0.333463874259494,-0.0988020938910238,-0.164246382829929,-0.174014099890657,-0.0453994767462588,-0.504188456425053,-8.79824855495493,0.840384614242625,0.459737296097585,0.31439986327858,-0.140705201958213,-0.17812755151681,-0.199489811865476,-0.0497631547690085,0.0713262668223076,-3.43608366027266,-0.118762081417125,-1.2895656791916e-06,1.58860096005247,-0.526658382078469,-0.520542778136459,-1.15352326973991e-05,0.971394834989294,-0.0065877257591905,-1185.91237734534
-5.56376748289349,-7.421564027351,-3.04539669817693,-0.985307519674877,1.44332873306599,0.0894026949412974,-0.244343317061904,-0.187094127771437,-0.0635798819446397,-0.511507087155168,-6.4684708673068,-0.302603310124883,0.425919503176631,0.679970823736172,0.333421854623918,-0.0988067473833981,-0.164249439500531,-0.173989824264356,-0.0453185594733278,-0.504552559788732,-8.78195381011984,0.843392965149774,0.463625609506559,0.312612943946562,-0.144770267139016,-0.178805097680109,-0.198893706227735,-0.0496479631905118,0.0707595281725855,-3.42845390643962,-0.117029208844067,-1.28831562086771e-06,1.58673890536598,-0.526542149133464,-0.526474995365209,-1.14959551429379e-05,0.97201367253006,-0.00404749894172624,-1185.91170996918
-5.56427717440547,-7.4259206690239,-3.04588505948809,-0.985909069855192,1.44489662777073,0.0893525294221186,-0.24446930912194,-0.187126223082593,-0.0635865918072288,-0.511482724355466,-6.4676435858629,-0.302925566928533,0.425602067320622,0.680166778230354,0.333453567065667,-0.0987587386905537,-0.164254775260373,-0.173965465842279,-0.0452824277225104,-0.504666528915615,-8.78438590939356,0.84507996111369,0.464886530133505,0.309509356019377,-0.148549951642936,-0.179465288170161,-0.199493227367697,-0.0496327981394067,0.070677258324791,-3.4277330278706,-0.116487650426276,-1.28535075337221e-06,1.58585253622518,-0.526758668768556,-0.527985294406848,-1.14903760135611e-05,0.972889614876856,-0.00266138985289793,-1185.91140695178
-5.56428105202687,-7.42609147042976,-3.04626350217464,-0.986066591403007,1.44486517604114,0.0894970123475674,-0.244513067488426,-0.187117265580958,-0.063592385943834,-0.511471040307249,-6.46757464909506,-0.303019406025786,0.42551631746964,0.680430168280921,0.333483537111383,-0.0987280012843056,-0.164279476657887,-0.173959916071466,-0.0452736592186339,-0.504717722488826,-8.78499673590306,0.844198455031412,0.465015267607534,0.304172203094513,-0.149001226948964,-0.179732337393862,-0.199122354657494,-0.0495995932066657,0.0707265295602328,-3.42781453999037,-0.116423053454214,-1.28425708036629e-06,1.58509704201323,-0.527192768977236,-0.526391255769679,-1.15177347219188e-05,0.974074273753679,-0.000923911521465667,-1185.91132053545
-5.56453163617253,-7.42683503819628,-3.04760519300546,-0.986265971992417,1.44506665554364,0.0899254527069827,-0.244601024033228,-0.187105703262104,-0.0636100818440294,-0.511363187303366,-6.46793395195076,-0.303165363733741,0.425348055931601,0.680430187429161,0.333524939953801,-0.0986636797029193,-0.164282531410419,-0.173973662109088,-0.0452846556733165,-0.504757918726181,-8.7890592946924,0.84237333335734,0.463839099403504,0.303882799486289,-0.150074288839417,-0.180328281931805,-0.199376246856379,-0.049662850693146,0.0707147697820606,-3.42832121101904,-0.115687608042624,-1.2881973493953e-06,1.58459362236161,-0.527032865375894,-0.523658568999953,-1.15347877486426e-05,0.973279313714928,-0.00209171735795466,-1185.91128180443
-5.56505151726076,-7.42763424136345,-3.04716610752655,-0.986258264225305,1.44535751477269,0.0897812130921875,-0.244628475346544,-0.187134904909661,-0.0636166703681917,-0.511418163064228,-6.46760368406404,-0.3031395513967,0.425485650534341,0.68050671205082,0.333528298420505,-0.0987021059737283,-0.164288045168449,-0.173965081454279,-0.0452850532382611,-0.504718973648955,-8.79272341642832,0.844155158153793,0.462510693481259,0.304366823596916,-0.15063054376931,-0.179592009850233,-0.199540162903774,-0.0495401734584768,0.0707573561603546,-3.430021415444,-0.115899051651668,-1.2868700084654e-06,1.58479145889733,-0.527219725767013,-0.524414425221361,-1.15249234060145e-05,0.973007189870736,-0.00182001242462915,-1185.91126224434
-5.56531550803673,-7.42794110583976,-3.0467057445124,-0.986222912474723,1.44547749204807,0.0896365434944505,-0.244635170872747,-0.187152371732414,-0.0636204548826969,-0.511455727782824,-6.46744713825586,-0.303112721158507,0.425578092427748,0.680523825248024,0.333527074816446,-0.0987283261172181,-0.164289272539639,-0.173961843067953,-0.0452893513132264,-0.504677498295526,-8.79415388711893,0.843418985508528,0.460457966049946,0.303906597569899,-0.150305610306641,-0.179007536274794,-0.199498816336341,-0.0495843545404938,0.0707328866381889,-3.43020549838576,-0.116056336511687,-1.28629298833756e-06,1.58503356085288,-0.527315689649613,-0.524074938733897,-1.15317491499734e-05,0.97319053078293,-0.00194763927491331,-1185.91125496162
-5.56541789080162,-7.42778171312132,-3.04656082519229,-0.986184616826386,1.44543054668658,0.0896212841716856,-0.244642629914244,-0.18715726185607,-0.0636248294558208,-0.511465816391241,-6.46726959766208,-0.303081165808051,0.425659812468714,0.680547557959384,0.333524092305879,-0.0987443580125685,-0.164291098862983,-0.173960073311818,-0.045295118135819,-0.504631217031775,-8.79703775741592,0.843768089485386,0.460168829264148,0.303745956085595,-0.150375513972753,-0.179107415167812,-0.199511140824235,-0.0496271121155133,0.0707779128983889,-3.43124652916998,-0.116112937896001,-1.28655425340466e-06,1.58510795575579,-0.52739667726258,-0.524051268743366,-1.15339821380832e-05,0.973378602235026,-0.00197790701899988,-1185.91125138389
-5.56536306939291,-7.42743803898261,-3.04668524488966,-0.98617195442082,1.44530484722202,0.0896916223010123,-0.244645557941196,-0.187152610079087,-0.0636271718655278,-0.511452183643694,-6.46722383224307,-0.303067364264245,0.42569680363415,0.680549775124936,0.333523016396189,-0.0987482413104912,-0.164292336290258,-0.173961788749845,-0.0452994924760835,-0.504606328402824,-8.79792558048722,0.843392647863103,0.459171309125138,0.303739920959819,-0.150290594749883,-0.178850828397822,-0.199515890850868,-0.049622346249242,0.0707857661627286,-3.4315620554409,-0.116072513698162,-1.28743770901803e-06,1.58512043085204,-0.527407320855254,-0.523668232524531,-1.15399598586088e-05,0.973456359921795,-0.00188450355227702,-1185.91124843778
-5.56527736342447,-7.42717854757227,-3.04666993284704,-0.986167005106311,1.44519912786822,0.0897130017297824,-0.244645235996422,-0.187151476518133,-0.0636283940892119,-0.51143581346059,-6.46712407777054,-0.303034580084312,0.425717826033942,0.68054080377845,0.33351158021981,-0.0987469522497772,-0.164291850672039,-0.17396252456285,-0.0453034869795702,-0.504574509092909,-8.79917412218676,0.842976677788902,0.458355919806295,0.303854513911664,-0.150195389918274,-0.178694417494539,-0.199561965690562,-0.0496233064615254,0.0707983583690746,-3.43196892784708,-0.116050993819358,-1.28816382373243e-06,1.58509994191868,-0.527403651530156,-0.523132975016143,-1.15484152348537e-05,0.973562724428799,-0.00168649211539435,-1185.91124596227
-5.56516495090144,-7.42697120660898,-3.04671886955517,-0.986174345353206,1.44511672031828,0.0897432877710364,-0.244640899735203,-0.187149671377133,-0.0636273375232687,-0.511420925227212,-6.46706537465697,-0.303003021308613,0.425742489102853,0.680532614983763,0.333496442791352,-0.098750551160099,-0.164291639549284,-0.173962240288922,-0.0453049669902927,-0.504560382928399,-8.79961032317052,0.84282220887516,0.458120311108814,0.304064898644743,-0.150092609445806,-0.178651099416116,-0.19960616116486,-0.0496289649159498,0.0708112150532863,-3.43211702124333,-0.116031716462631,-1.28846566843279e-06,1.58503951717488,-0.527411931546956,-0.52298844593779,-1.15515734789686e-05,0.973734216090316,-0.00150610089580763,-1185.91124485469
