"b_no_choice_a","b_powertrainbev_a","b_powertrainhev_a","b_range_bev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainhev_b","b_range_bev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainhev_c","b_range_bev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","delta_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_hhincome_b","delta_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_hhincome_c","logLike"
-5.78849552729048,-3.5665985629911,-2.0306394136017,-0.0235582439788049,-0.341118846771543,-0.0453966225162995,-0.365817342034045,-1.62175663442821,-5.75791121472331,-0.535559696401246,0.321374517264149,0.327795953052561,-0.0991433533438473,-0.101203928614259,-0.795975005830463,-1.01910486567865,-9.56892586719155,-7.21186887497228,-0.419324002328341,1.44953089952127,-0.317323819763711,-0.152662246830891,-1.61332686346761,-1.32831839713765,-0.0629046796298508,1.48800969947451,-0.493414335108842,0.0617953137813281,-0.699619429477147,0.403231605371029,0.329528919296529,0.123578677480818,-1873.26254532051
-5.89217344540942,-3.2151365306014,-2.1469637213381,-0.495377914063779,-0.335085298889472,-0.0481296124537719,-0.493181328970908,-1.5977420585658,-5.71397413661503,-0.508945111029786,0.318294237260291,0.334788214640464,-0.0982511084795648,-0.0990067228067292,-0.776446022788171,-1.02472198565982,-9.5639393157042,-7.23471251966755,-0.364746707119372,1.48137060256819,-0.319177589914889,-0.158427693874958,-1.58428612827807,-1.34342004949044,-0.113338715200178,1.32250524709501,-0.505219573963821,0.0766022751555832,-0.66819229386848,0.338329830128055,0.225900646460369,0.128215075378349,-1871.41854690868
-5.92345147484388,-3.09638085491784,-2.246523238334,-0.738119430741775,-0.334726237159767,-0.0500984330309643,-0.521703274434159,-1.57066171774586,-5.60835768112838,-0.493725338087492,0.317588717989728,0.346711506512535,-0.0953278016948503,-0.0979149410186372,-0.752247908218967,-1.02030503740868,-9.59728052652643,-7.13844881263773,-0.310726983416459,1.47560655832507,-0.326185068098034,-0.161551080539527,-1.60146258210404,-1.35116543558955,-0.11600692981088,1.28900202387155,-0.526749803577699,0.079847763876165,-0.629412481880668,0.340683836354485,0.165915916148449,0.129974560637576,-1870.66244135157
-6.00212233539942,-2.98136147071607,-2.4391395101469,-1.11644374355798,-0.339233586406794,-0.052962294527509,-0.556892039414792,-1.52153606159272,-5.38282930477446,-0.468245302660831,0.308434915993953,0.366915802740669,-0.0886307416758374,-0.0962633911693598,-0.707467924530303,-1.00732872787464,-9.62823073649476,-6.88671460737072,-0.201775064552723,1.44639003150396,-0.340613141460274,-0.166725222194073,-1.63679842763008,-1.35764933108952,-0.0991382889605935,1.28532164655499,-0.57657490712413,0.0825032543442906,-0.534023790715443,0.370482666836852,0.0681387314582975,0.131562742438798,-1869.80805266168
-6.07846323269875,-2.98437706877835,-2.55189962915047,-1.28444186831105,-0.346144164222592,-0.0531537959422752,-0.582701690434671,-1.49461685621779,-5.25506063992657,-0.46002797875422,0.303836932158955,0.378683296914224,-0.0838394196510178,-0.095972780087807,-0.682014125178588,-1.00028401778118,-9.59788323014979,-6.73195954840355,-0.154362272920261,1.43035199052735,-0.348574925623712,-0.167263006046506,-1.65542008168595,-1.34987549619922,-0.0701741348333417,1.32220355353907,-0.603954204745032,0.079926477656621,-0.480097085988904,0.407502181109966,0.0373685258598091,0.131645158403033,-1869.44029019532
-6.15724465489515,-3.08942181962167,-2.6467482233191,-1.33109600973223,-0.353288794359376,-0.0536687802469941,-0.608622898239005,-1.46663349209648,-5.14216840500846,-0.451828802046707,0.296944918481187,0.387261161159659,-0.0785105079319582,-0.0960673428791505,-0.660511114873722,-0.995154218621993,-9.5120615146215,-6.56903340434926,-0.116057487868053,1.41469610739791,-0.354662502071587,-0.166573851529701,-1.66357993424407,-1.33045647612424,-0.0328160944798668,1.38340883790096,-0.627258399245011,0.0750404512996271,-0.41323276525705,0.453890339019732,0.0118395491497871,0.129604251524579,-1869.15111415158
-6.17687908249171,-3.20680944897795,-2.67619522739781,-1.25504624753615,-0.355351804619524,-0.0532419345302906,-0.621530471247547,-1.44849062805459,-5.10205135745803,-0.451412489634741,0.295239889176997,0.390966667567101,-0.0759774365677998,-0.0963640897958377,-0.653153273870398,-0.994903878016119,-9.44087177663819,-6.4948769748073,-0.108611829837146,1.41258977900241,-0.356316803143725,-0.165056617431643,-1.66625706300611,-1.3128659976355,-0.0070985310151863,1.42712955735931,-0.637482673480664,0.0700005241632669,-0.38076022953799,0.480842898587215,0.0126181606563621,0.127335216703026,-1868.99274807599
-6.1654556332812,-3.36942574208378,-2.68306052868329,-1.09365664654742,-0.35561487468413,-0.0521875223476219,-0.617817534056472,-1.43497324543316,-5.0901467007805,-0.450615522250762,0.292450850693245,0.39159456007032,-0.0739128053981929,-0.0967208868384634,-0.650396689911584,-0.997516113501466,-9.36469812602627,-6.44260610561033,-0.105849617023051,1.41369372098786,-0.357539501441988,-0.163963338931651,-1.66186827946859,-1.2936592670653,0.0190499347807149,1.47193726062176,-0.639743189103,0.0650557368910226,-0.344176116588175,0.505550236741279,0.0141538986048918,0.124080969177692,-1868.88113057373
-6.14478308728069,-3.4443054578565,-2.67526117197784,-0.994264452094324,-0.354100221075722,-0.0508172914837726,-0.611110006315082,-1.43416080748991,-5.10990517246852,-0.455300061382347,0.293031882841851,0.390727458243309,-0.0740188489289823,-0.0968116381084575,-0.652773585557464,-1.00080464163664,-9.34986258139697,-6.45401520827444,-0.112534499827712,1.42158935933788,-0.357892571367113,-0.163666782232265,-1.6631633605511,-1.28745568593148,0.0313420150489392,1.48608173780637,-0.640250182304199,0.0627071648659117,-0.340546080438373,0.508514493415253,0.0252163371353327,0.122926068716927,-1868.84095874704
-6.1421289295889,-3.51811597014401,-2.67258998710385,-0.912369904566467,-0.354282595828772,-0.0501221896088758,-0.594705256426688,-1.44506634883146,-5.13289764121031,-0.457701823134089,0.290306820774628,0.388192089045618,-0.0742660888373186,-0.0968377319155804,-0.655127099662317,-1.00294313553214,-9.36338052457209,-6.480926004788,-0.112325092503109,1.42675958687142,-0.359418426644472,-0.164490829396738,-1.66148326450813,-1.28961604662545,0.0471733764107035,1.49216996533907,-0.634892176078994,0.0619365026260957,-0.327811446031204,0.510117614918416,0.0245006086955892,0.121646668320975,-1868.82063204432
-6.14717419063014,-3.53624103767455,-2.67948776153609,-0.889972476263179,-0.353050320076427,-0.0485895380366698,-0.602580344815345,-1.45013405445927,-5.15753208842057,-0.463390636772837,0.289275302872051,0.386295942732734,-0.0749792581893505,-0.0967318747751334,-0.657043579733111,-1.00572826923426,-9.37294903886001,-6.51533921838672,-0.116223956403701,1.43710695770247,-0.360196318058218,-0.164820192407847,-1.66389783530904,-1.29053436409488,0.0535777655884897,1.48818650353482,-0.636265051580449,0.0618951766744454,-0.334483964810974,0.50393362396272,0.0313476189448981,0.122004857709264,-1868.80897219285
-6.15871739719207,-3.5412277933677,-2.68203543292987,-0.887819454828867,-0.352824290540453,-0.0481971356715458,-0.60817873310326,-1.45505988223471,-5.17714289165003,-0.466776270067907,0.286809520396157,0.383608433590407,-0.0755878526753493,-0.0966945714175397,-0.658796991124479,-1.00749616204517,-9.38269350305123,-6.54577101105229,-0.11728622447482,1.44326648115236,-0.360724634895231,-0.165105574045275,-1.66551688778813,-1.29216348075662,0.0524196781734187,1.482721620663,-0.635438434617322,0.0627546394838226,-0.344975791529023,0.501145216151011,0.034331017712765,0.12272428017834,-1868.80317328644
-6.1689439302995,-3.53264774833786,-2.68179150686827,-0.900169080997629,-0.352921240686364,-0.0481759257706207,-0.611241365650747,-1.45957820520946,-5.19397304382784,-0.470359673581519,0.284299128812983,0.381099563562399,-0.076386812817053,-0.0966696650658752,-0.660130309813131,-1.00861529562006,-9.39328567104881,-6.57862645282353,-0.117330379012214,1.44918452428287,-0.360682231158533,-0.165477805462079,-1.66866500517931,-1.29381896546815,0.0517712837470676,1.47583486227923,-0.634138828997883,0.0634045621095544,-0.35566541328048,0.498137859541825,0.0365674881262278,0.123151116374958,-1868.79976672068
-6.1711874203513,-3.5226821932525,-2.67867685309456,-0.910902605724987,-0.353143171471635,-0.0483656259049638,-0.611104456038686,-1.4606792379406,-5.19988647330208,-0.471966202484656,0.282754938620107,0.379927525062036,-0.0768471522984265,-0.0966792200739933,-0.660697766420758,-1.00868349024121,-9.3981398682047,-6.59573571993029,-0.116540540154009,1.45179078487927,-0.360408477379499,-0.165631892688132,-1.67097125268105,-1.29444239370952,0.0514209521470214,1.47320970903376,-0.633363217144356,0.063695287350565,-0.361459556017292,0.497539550675097,0.0371857715427483,0.123387056932757,-1868.79851887266
-6.16984330183746,-3.51156867215094,-2.67462337128995,-0.921055928766998,-0.353342968377427,-0.0486194239942365,-0.609218869572077,-1.46077440352746,-5.20210517122449,-0.473253417654152,0.281648671886927,0.379372835181232,-0.0772575863415132,-0.0966739391283613,-0.660928350380038,-1.00840123995584,-9.40139058788138,-6.60876663685436,-0.115432510309202,1.45378509561296,-0.359982962926477,-0.165792360043135,-1.67332855902619,-1.29463875957599,0.0522434039864598,1.471589242293,-0.632682429904802,0.0636936434554638,-0.364741422793965,0.497322283714548,0.037599017773259,0.123364843371958,-1868.79783490995
-6.16688915879158,-3.50709384246995,-2.67219121677626,-0.923773995887375,-0.353397920184754,-0.0487349991140322,-0.607588009483915,-1.46007242167112,-5.20129427556751,-0.473640023249112,0.281336845842593,0.379461429184596,-0.0773944639502855,-0.0966690574909108,-0.660943701781466,-1.00814163014954,-9.40167738316548,-6.61264891920541,-0.114780189596857,1.45453408969809,-0.359775768449116,-0.165836625542479,-1.67430200047816,-1.29442536094721,0.0529880047154175,1.47175257475892,-0.632431926347379,0.0635929458547113,-0.365234660846286,0.497628232416326,0.0376272119041245,0.123317787489383,-1868.79762996567
-6.16423970750093,-3.50574529303298,-2.67101963429842,-0.923493143676078,-0.353374480616302,-0.0487774751965801,-0.606378935747424,-1.45941916086047,-5.20001872573822,-0.473760656718611,0.281347927841978,0.379726041447417,-0.0774319804997982,-0.0966516510278614,-0.660887375146483,-1.00800631590659,-9.40120231060959,-6.61343534707194,-0.11441485700303,1.45498158679522,-0.359678901035851,-0.165873842693587,-1.67471507864087,-1.2941227879717,0.0536831853080859,1.47215781487642,-0.632365058686421,0.0634639980550652,-0.364648213993473,0.497838021287884,0.0376721201174673,0.123224624443714,-1868.79756098715
-6.16311300987782,-3.50627409251982,-2.67087388715345,-0.922214026419724,-0.353336701333272,-0.0487652675465846,-0.606050043751887,-1.45909461725086,-5.19951284167523,-0.473770758004548,0.281424173215657,0.379897374755075,-0.0774158717683278,-0.096642590848438,-0.660883610956413,-1.0080219001717,-9.40070679655493,-6.61325147818289,-0.114330795277019,1.4552492934982,-0.359697798590188,-0.165879722245355,-1.67471990769855,-1.29393400190568,0.0538963408085114,1.4724472667053,-0.632379440782005,0.0634171865398081,-0.364285453967592,0.497945444776606,0.0376537877546669,0.123208383939206,-1868.79754692312
-6.1627470027877,-3.50680930067688,-2.67099193714263,-0.921413543973136,-0.353310078023766,-0.0487511314886233,-0.605990494975772,-1.45897965430909,-5.19944390431345,-0.473787984338664,0.28145945724383,0.37996953298483,-0.0774032556380537,-0.0966325637323966,-0.660884133129143,-1.00807989378496,-9.40050320166011,-6.61325054627823,-0.11428956285695,1.45547725497526,-0.359727249796965,-0.165896021794484,-1.67471355083919,-1.2938266692052,0.0539472904514472,1.47251690580786,-0.632406636612092,0.063403845943924,-0.364124043228219,0.497947664991742,0.0376715131697629,0.123198898311323,-1868.79754329412
-6.16267167298723,-3.50708922068039,-2.67110074592862,-0.921075475035288,-0.353297017893925,-0.0487426803209723,-0.606024802708131,-1.45893122230859,-5.19956474645667,-0.473823524301518,0.281458588967499,0.379995419644845,-0.0773964423865508,-0.0966279654184509,-0.660896247228491,-1.00813547949663,-9.40042823440125,-6.61346301509461,-0.114254260571128,1.4556657182044,-0.3597570182875,-0.165904799462749,-1.67472223521686,-1.29376522732074,0.0539550734252361,1.47251351436269,-0.632419910177537,0.0634028637754408,-0.364147132636682,0.497947789218486,0.0376589888969198,0.123205938976006,-1868.79754205118
-6.16266899231332,-3.50721301519891,-2.6711869409473,-0.92097311965169,-0.35328941265862,-0.0487383122158905,-0.606066868868015,-1.45889727428292,-5.19971468820846,-0.473860332813152,0.281437521849173,0.379999298125554,-0.0773930678852737,-0.0966231466234413,-0.660898550830861,-1.00818699908339,-9.40042095002726,-6.61374006327026,-0.11419725695257,1.45583605573906,-0.359781777504117,-0.165917384579409,-1.67476049462634,-1.29371517443073,0.0539492390783916,1.4724881274985,-0.632433925711805,0.0634057964290127,-0.364208139483681,0.497945058409488,0.0376492853348642,0.123211194833121,-1868.79754134125
-6.16269595847024,-3.50721111094775,-2.67123266739367,-0.921035465782843,-0.353286684772883,-0.0487380451652341,-0.606099802158062,-1.45887388285289,-5.19983351224811,-0.4738915356367,0.281412157815,0.379994698573695,-0.0773919739663901,-0.0966208176028443,-0.660895879393615,-1.00821977005983,-9.40044294309455,-6.61397291526058,-0.114143882616946,1.45594734056843,-0.359798733280282,-0.165925589644352,-1.674805049174,-1.29368491017804,0.0539629463523925,1.47246064324725,-0.632442568976512,0.0634061691340356,-0.364270378463394,0.497950252145631,0.0376320263976048,0.123215174136604,-1868.79754097271
-6.16272618605216,-3.50715182959096,-2.67125057460947,-0.921171480308454,-0.353286730454035,-0.048739599734453,-0.606122329186149,-1.45885554987453,-5.19989833710127,-0.473909204417317,0.281387727950675,0.379984160825787,-0.0773919019838149,-0.09661973463502,-0.660885795182904,-1.00823564202926,-9.40047786861543,-6.61411456473014,-0.114096211404872,1.45600122046469,-0.359808153666186,-0.165931337890915,-1.67484750485263,-1.29366993400723,0.0539778641585416,1.47244716609557,-0.632449800262511,0.0634062333153808,-0.364312112772042,0.497960410209362,0.0376164752963516,0.123216538870673,-1868.79754077146
