"b_no_choice_a","b_powertrainbev_a","b_powertrainhev_a","b_range_bev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainhev_b","b_range_bev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainhev_c","b_range_bev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","delta_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_ev_neighbor_b","gamma_knowledge_ev_b","gamma_knowledge_subsidy_b","delta_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_ev_charge_c","gamma_hhincome_c","gamma_ev_neighbor_c","gamma_knowledge_ev_c","gamma_knowledge_subsidy_c","logLike"
-5.84667056723864,-0.396270881136956,-0.676755054288019,0.153663630797102,0.0801459691724548,0.229310432988534,0.931681952827959,-0.69970817420999,-9.83750768838442,2.06766893852637,0.484491586673359,-0.219329407174091,0.207421013300155,0.0756571537174251,0.785082290760868,-1.59688698626573,384.079100061381,-8.52172701957701,0.264379994826179,0.123519878698483,-1.89786202547908,-0.0121138162177502,-1.84451888347418,-1.48373540032062,2.84263701404721,-1.14257013205302,0.967536013833845,-0.0884113385442421,-0.811540178252368,0.204903346941699,-0.491302639959624,-1.43666497061356,-2.11691907676087,-2.75200992244231,2.25403928811979,-6.53461272951903,0.0637591759210523,-422.443006642908,-1.24443936429819,-2.03817868532266,-2237.19771265964
