"b_no_choice","b_powertrainbev","b_powertrainhev","b_range_bev","b_mileage","b_age","b_operating_cost","b_price","logLike"
0,0,0,0,0,0,0,1,-2960.49284742409
0.0481284684979645,-0.101962583072793,0.0157825613796686,-0.049992392600351,-0.0152285665804744,-0.00926221018609539,-0.018955984994136,0.942008288272932,-2843.2611483273
-0.271745478158037,-0.491496142877051,0.0849696844972875,-0.111337753005454,-0.0463743490905681,-0.0304069462751927,0.00899994084237847,0.614895806817402,-2578.56943771491
-0.821913950836469,-0.979118578684388,0.42209758254955,-0.273690155942952,-0.0406237744791348,-0.040955910448128,0.442825812075366,-0.178682678963565,-2461.50389656075
-1.28459589754636,-1.12668588763917,1.0497410349119,0.0307716573964255,0.161897307578977,0.0615141577423377,1.34263318876306,-0.011047271559724,-2431.1943282859
-0.969258826857378,0.876032096658327,-2.33503471306952,1.78011027526863,1.05656560203064,0.607289606127071,0.452808312281606,-0.00515308844996173,-2406.49009336282
-2.25563799689594,1.3923018390078,-0.0353408160144535,1.92254407247315,0.930836306356303,0.463763718799032,-0.376035224726868,-0.153394743340007,-2256.20356138689
-3.51038093745974,9.0785156134592,1.81867242007154,-2.61417526597756,0.285989699074689,0.213333394905403,3.89597079876068,-0.282270907116014,-2200.88288609264
-4.36037682326233,7.22343417122154,1.58727865596919,-1.18412704291666,0.65674777289441,0.340540864477913,2.68595589298413,-0.319130091794735,-2170.1927614345
-4.20543170119142,6.60027813976687,1.40954041698168,-1.25195498421956,0.551272190759671,0.28384908222448,2.44102958564216,-0.340669671805182,-2162.7201236268
-4.1760973510319,4.77962225773628,0.889034548889876,-1.00217317522068,0.363964496141302,0.192726302404896,1.59507624008949,-0.432018821026429,-2152.01824857967
-4.21949899974978,4.0050729131513,0.738902802743443,-0.767597948222633,0.331261008603055,0.171693239498872,1.40107606545035,-0.508669333737898,-2137.6553921044
-4.33169854794675,3.72301812554995,0.675945336926889,-0.756328558951957,0.293160753001149,0.155325213627154,1.23243078957397,-0.567755829344233,-2131.86740242335
-4.58327906901922,3.04933975011172,0.534967156583239,-0.641496024716205,0.238027188579511,0.127873710249916,0.991660989543059,-0.684948599264476,-2124.19524100255
-4.91581788340206,2.58200257716838,0.473838202351211,-0.494742109634239,0.220686528397009,0.115734878586724,0.894869334546678,-0.80213453010808,-2119.6900577929
-4.99061983404598,2.46135254458885,0.432548508113326,-0.491096078755372,0.203092718039276,0.107354935142791,0.820621695958365,-0.856072026907627,-2119.17424034708
-5.00494712148776,2.47631744441335,0.43878331951454,-0.496989752778313,0.204346302209236,0.107030322440193,0.82669522281943,-0.85786532593112,-2119.16172114989
-5.00466233466554,2.48078222126551,0.439589268197576,-0.498830784949833,0.204404899272276,0.106991864576492,0.827144197797524,-0.85771180088221,-2119.16136535195
-5.00451521869825,2.48198099681715,0.439778636398554,-0.499358745922845,0.204413091673804,0.106994289009174,0.827270153546815,-0.857666316537099,-2119.1613480422
-5.00450451501017,2.48198545178549,0.439779553007251,-0.499364401818649,0.204412659945482,0.106994006327932,0.827266238386406,-0.857665099739899,-2119.16134803762
