resp_removed,term,estimate_loo,std.error_loo,estimate_full,std.error_full,diff_estimate,diff_std,diff_estimate_perc,diff_std_perc
1,scalePar,0.2692669969535928,0.0388499986266614,0.2692428959951104,0.03885613136547676,2e-5,-1e-5,0.009,-0.016
1,veh_mileage,-0.6684928437773587,0.1329996803893412,-0.668542870080641,0.13302667050662775,5e-5,-3e-5,-0.007,-0.02
1,battery_range_year0,1.6238045969704946,0.3010934552556536,1.6240455471099768,0.30118671721518825,-2.4e-4,-9e-5,-0.015,-0.031
1,battery_degradation,-0.9226604797916437,0.14162651759303027,-0.9227343597019169,0.1416676855159669,7e-5,-4e-5,-0.008,-0.029
1,battery_refurbishpackreplace,-1.1788055708312168,0.306479879776637,-1.1789277576332275,0.3065327289479876,1.2e-4,-5e-5,-0.01,-0.017
1,battery_refurbishcellreplace,-1.4526978248742248,0.3307890302273285,-1.452858250099197,0.3308566375603276,1.6e-4,-7e-5,-0.011,-0.02
1,no_choice,-8.5517465184683,1.0269676717355762,-8.552024725345476,1.0271605336527778,2.8e-4,-1.9e-4,-0.003,-0.019
2,scalePar,0.2692978845471641,0.03889126636780016,0.2692428959951104,0.03885613136547676,5e-5,4e-5,0.02,0.09
2,veh_mileage,-0.6683804715942199,0.13304241539654513,-0.668542870080641,0.13302667050662775,1.6e-4,2e-5,-0.024,0.012
2,battery_range_year0,1.6238892408064056,0.30129149646258074,1.6240455471099768,0.30118671721518825,-1.6e-4,1e-4,-0.01,0.035
2,battery_degradation,-0.9226221511301859,0.1417460226285866,-0.9227343597019169,0.1416676855159669,1.1e-4,8e-5,-0.012,0.055
2,battery_refurbishpackreplace,-1.1784628255758538,0.3065003445268493,-1.1789277576332275,0.3065327289479876,4.6e-4,-3e-5,-0.039,-0.011
2,battery_refurbishcellreplace,-1.4521213471974939,0.3308004917945785,-1.452858250099197,0.3308566375603276,7.4e-4,-6e-5,-0.051,-0.017
2,no_choice,-8.550802341355876,1.0273037658753845,-8.552024725345476,1.0271605336527778,0.00122,1.4e-4,-0.014,0.014
3,scalePar,0.26921152377173124,0.038879657610033196,0.2692428959951104,0.03885613136547676,-3e-5,2e-5,-0.012,0.061
3,veh_mileage,-0.6685802496925095,0.13308394424924297,-0.668542870080641,0.13302667050662775,-4e-5,6e-5,0.006,0.043
3,battery_range_year0,1.6240801518792733,0.3013185389142234,1.6240455471099768,0.30118671721518825,3e-5,1.3e-4,0.002,0.044
3,battery_degradation,-0.9229361301995594,0.14179975798834646,-0.9227343597019169,0.1416676855159669,-2e-4,1.3e-4,0.022,0.093
3,battery_refurbishpackreplace,-1.1789665002253258,0.30662054772061587,-1.1789277576332275,0.3065327289479876,-4e-5,9e-5,0.003,0.029
3,battery_refurbishcellreplace,-1.4529358559778078,0.330974412124261,-1.452858250099197,0.3308566375603276,-8e-5,1.2e-4,0.005,0.036
3,no_choice,-8.553388027369703,1.0278499520608746,-8.552024725345476,1.0271605336527778,-0.00136,6.9e-4,0.016,0.067
4,scalePar,0.2692703694782293,0.038853101576804834,0.2692428959951104,0.03885613136547676,3e-5,-0,0.01,-0.008
4,veh_mileage,-0.6685479871122011,0.1330160393181075,-0.668542870080641,0.13302667050662775,-1e-5,-1e-5,0.001,-0.008
4,battery_range_year0,1.623830063307412,0.30111238150977754,1.6240455471099768,0.30118671721518825,-2.2e-4,-7e-5,-0.013,-0.025
4,battery_degradation,-0.9226550170016417,0.14163475346962492,-0.9227343597019169,0.1416676855159669,8e-5,-3e-5,-0.009,-0.023
4,battery_refurbishpackreplace,-1.1786760732112993,0.3064642586510476,-1.1789277576332275,0.3065327289479876,2.5e-4,-7e-5,-0.021,-0.022
4,battery_refurbishcellreplace,-1.4526815600401635,0.3307948654328095,-1.452858250099197,0.3308566375603276,1.8e-4,-6e-5,-0.012,-0.019
4,no_choice,-8.55168176087444,1.0269928611765413,-8.552024725345476,1.0271605336527778,3.4e-4,-1.7e-4,-0.004,-0.016
5,scalePar,0.2692570328634553,0.038831984112298365,0.2692428959951104,0.03885613136547676,1e-5,-2e-5,0.005,-0.062
5,veh_mileage,-0.6684871257162818,0.13296856678267238,-0.668542870080641,0.13302667050662775,6e-5,-6e-5,-0.008,-0.044
5,battery_range_year0,1.6238133813562647,0.3010154327884894,1.6240455471099768,0.30118671721518825,-2.3e-4,-1.7e-4,-0.014,-0.057
5,battery_degradation,-0.922657228903765,0.14156866232096818,-0.9227343597019169,0.1416676855159669,8e-5,-1e-4,-0.008,-0.07
5,battery_refurbishpackreplace,-1.1786779664815394,0.30642410230175054,-1.1789277576332275,0.3065327289479876,2.5e-4,-1.1e-4,-0.021,-0.035
5,battery_refurbishcellreplace,-1.452591221656883,0.33071557297029425,-1.452858250099197,0.3308566375603276,2.7e-4,-1.4e-4,-0.018,-0.043
5,no_choice,-8.551691501686172,1.0267146218209495,-8.552024725345476,1.0271605336527778,3.3e-4,-4.5e-4,-0.004,-0.043
6,scalePar,0.26926884875229873,0.03884375396233682,0.2692428959951104,0.03885613136547676,3e-5,-1e-5,0.01,-0.032
6,veh_mileage,-0.6684443278487888,0.13297793568628263,-0.668542870080641,0.13302667050662775,1e-4,-5e-5,-0.015,-0.037
6,battery_range_year0,1.6238144104239352,0.3010655768552292,1.6240455471099768,0.30118671721518825,-2.3e-4,-1.2e-4,-0.014,-0.04
6,battery_degradation,-0.9226403939193225,0.14160098466861343,-0.9227343597019169,0.1416676855159669,9e-5,-7e-5,-0.01,-0.047
6,battery_refurbishpackreplace,-1.1788642466348964,0.3064728118667826,-1.1789277576332275,0.3065327289479876,6e-5,-6e-5,-0.005,-0.02
6,battery_refurbishcellreplace,-1.452662187829176,0.33075953395202884,-1.452858250099197,0.3308566375603276,2e-4,-1e-4,-0.013,-0.029
6,no_choice,-8.551451038534257,1.0268111928329038,-8.552024725345476,1.0271605336527778,5.7e-4,-3.5e-4,-0.007,-0.034
7,scalePar,0.26925201452628594,0.03885138242898663,0.2692428959951104,0.03885613136547676,1e-5,-0,0.003,-0.012
7,veh_mileage,-0.6686324257022607,0.13303500193441864,-0.668542870080641,0.13302667050662775,-9e-5,1e-5,0.013,0.006
7,battery_range_year0,1.6238376939769674,0.30111430802090994,1.6240455471099768,0.30118671721518825,-2.1e-4,-7e-5,-0.013,-0.024
7,battery_degradation,-0.9227157497365481,0.14164692901754458,-0.9227343597019169,0.1416676855159669,2e-5,-2e-5,-0.002,-0.015
7,battery_refurbishpackreplace,-1.1790660338291044,0.3065369548639939,-1.1789277576332275,0.3065327289479876,-1.4e-4,0,0.012,0.001
