resp_removed,term,estimate_loo,std.error_loo,estimate_full,std.error_full,diff_estimate,diff_std,diff_estimate_perc,diff_std_perc
7,battery_refurbishcellreplace,-1.452928148597016,0.33084709519470473,-1.452858250099197,0.3308566375603276,-7e-5,-1e-5,0.005,-0.003
7,no_choice,-8.552528047658582,1.0271825058647874,-8.552024725345476,1.0271605336527778,-5e-4,2e-5,0.006,0.002
8,scalePar,0.2692857349502106,0.03881860522124908,0.2692428959951104,0.03885613136547676,4e-5,-4e-5,0.016,-0.097
8,veh_mileage,-0.6683728821584365,0.13291393114395872,-0.668542870080641,0.13302667050662775,1.7e-4,-1.1e-4,-0.025,-0.085
8,battery_range_year0,1.6236325510110792,0.3008992891615513,1.6240455471099768,0.30118671721518825,-4.1e-4,-2.9e-4,-0.025,-0.095
8,battery_degradation,-0.922497356797087,0.14148067650627835,-0.9227343597019169,0.1416676855159669,2.4e-4,-1.9e-4,-0.026,-0.132
8,battery_refurbishpackreplace,-1.178904710591717,0.30640457945366006,-1.1789277576332275,0.3065327289479876,2e-5,-1.3e-4,-0.002,-0.042
8,battery_refurbishcellreplace,-1.4526283413961034,0.3306542079064998,-1.452858250099197,0.3308566375603276,2.3e-4,-2e-4,-0.016,-0.061
8,no_choice,-8.550990748183555,1.0263172189804188,-8.552024725345476,1.0271605336527778,0.00103,-8.4e-4,-0.012,-0.082
9,scalePar,0.26923591910566624,0.03885407350312386,0.2692428959951104,0.03885613136547676,-1e-5,-0,-0.003,-0.005
9,veh_mileage,-0.6686293374891286,0.13304289647801734,-0.668542870080641,0.13302667050662775,-9e-5,2e-5,0.013,0.012
9,battery_range_year0,1.6239918744271702,0.30116851099780595,1.6240455471099768,0.30118671721518825,-5e-5,-2e-5,-0.003,-0.006
9,battery_degradation,-0.9227765054610834,0.14167303851001842,-0.9227343597019169,0.1416676855159669,-4e-5,1e-5,0.005,0.004
9,battery_refurbishpackreplace,-1.1789752319539049,0.3065414551639648,-1.1789277576332275,0.3065327289479876,-5e-5,1e-5,0.004,0.003
9,battery_refurbishcellreplace,-1.4529449925566669,0.3308713941381441,-1.452858250099197,0.3308566375603276,-9e-5,1e-5,0.006,0.004
9,no_choice,-8.55256377516516,1.0272594280593492,-8.552024725345476,1.0271605336527778,-5.4e-4,1e-4,0.006,0.01
10,scalePar,0.2692683238441426,0.038842894111325514,0.2692428959951104,0.03885613136547676,3e-5,-1e-5,0.009,-0.034
10,veh_mileage,-0.6685455772877081,0.13299840962901324,-0.668542870080641,0.13302667050662775,-0,-3e-5,0,-0.021
10,battery_range_year0,1.6235167658125789,0.3009964525894775,1.6240455471099768,0.30118671721518825,-5.3e-4,-1.9e-4,-0.033,-0.063
10,battery_degradation,-0.9227733630935308,0.1416345547495017,-0.9227343597019169,0.1416676855159669,-4e-5,-3e-5,0.004,-0.023
10,battery_refurbishpackreplace,-1.1783868433581073,0.3063972429170805,-1.1789277576332275,0.3065327289479876,5.4e-4,-1.4e-4,-0.046,-0.044
10,battery_refurbishcellreplace,-1.4526641542236303,0.33076177429594034,-1.452858250099197,0.3308566375603276,1.9e-4,-9e-5,-0.013,-0.029
10,no_choice,-8.552325905963801,1.026989697142889,-8.552024725345476,1.0271605336527778,-3e-4,-1.7e-4,0.004,-0.017
11,scalePar,0.2692540185060525,0.03888394593294046,0.2692428959951104,0.03885613136547676,1e-5,3e-5,0.004,0.072
11,veh_mileage,-0.668632643418249,0.133092534287181,-0.668542870080641,0.13302667050662775,-9e-5,7e-5,0.013,0.05
11,battery_range_year0,1.6239887856962603,0.30129924143296943,1.6240455471099768,0.30118671721518825,-6e-5,1.1e-4,-0.003,0.037
11,battery_degradation,-0.9227386100721122,0.14175706275534963,-0.9227343597019169,0.1416676855159669,-0,9e-5,0,0.063
11,battery_refurbishpackreplace,-1.1790238375667519,0.30660636279634784,-1.1789277576332275,0.3065327289479876,-1e-4,7e-5,0.008,0.024
11,battery_refurbishcellreplace,-1.452826085964715,0.330936881043389,-1.452858250099197,0.3308566375603276,3e-5,8e-5,-0.002,0.024
11,no_choice,-8.552563125522491,1.0276553541834759,-8.552024725345476,1.0271605336527778,-5.4e-4,4.9e-4,0.006,0.048
12,scalePar,0.2692032427653032,0.03883448371064705,0.2692428959951104,0.03885613136547676,-4e-5,-2e-5,-0.015,-0.056
12,veh_mileage,-0.6686060380059079,0.1330104938394726,-0.668542870080641,0.13302667050662775,-6e-5,-2e-5,0.009,-0.012
12,battery_range_year0,1.6240089370521549,0.30109472859327613,1.6240455471099768,0.30118671721518825,-4e-5,-9e-5,-0.002,-0.031
12,battery_degradation,-0.9228521058959337,0.14163295123260242,-0.9227343597019169,0.1416676855159669,-1.2e-4,-3e-5,0.013,-0.025
12,battery_refurbishpackreplace,-1.179077683012232,0.3065359624756919,-1.1789277576332275,0.3065327289479876,-1.5e-4,0,0.013,0.001
12,battery_refurbishcellreplace,-1.452995984895146,0.3308371927850334,-1.452858250099197,0.3308566375603276,-1.4e-4,-2e-5,0.009,-0.006
12,no_choice,-8.553246943329826,1.027182442594456,-8.552024725345476,1.0271605336527778,-0.00122,2e-5,0.014,0.002
13,scalePar,0.26932871891356064,0.038875319287131005,0.2692428959951104,0.03885613136547676,9e-5,2e-5,0.032,0.049
13,veh_mileage,-0.6683018941083279,0.13299054426515378,-0.668542870080641,0.13302667050662775,2.4e-4,-4e-5,-0.036,-0.027
13,battery_range_year0,1.6237367256022026,0.30116944501543585,1.6240455471099768,0.30118671721518825,-3.1e-4,-2e-5,-0.019,-0.006
13,battery_degradation,-0.9225039575056628,0.1416610426371151,-0.9227343597019169,0.1416676855159669,2.3e-4,-1e-5,-0.025,-0.005
13,battery_refurbishpackreplace,-1.1781999298491557,0.30639533726852425,-1.1789277576332275,0.3065327289479876,7.3e-4,-1.4e-4,-0.062,-0.045
13,battery_refurbishcellreplace,-1.452339478680478,0.3307655127286324,-1.452858250099197,0.3308566375603276,5.2e-4,-9e-5,-0.036,-0.028
13,no_choice,-8.54976000410167,1.0267950261497008,-8.552024725345476,1.0271605336527778,0.00226,-3.7e-4,-0.026,-0.036
14,scalePar,0.269276971296464,0.03884470730254059,0.2692428959951104,0.03885613136547676,3e-5,-1e-5,0.013,-0.029
14,veh_mileage,-0.6684488891163569,0.13297865933525696,-0.668542870080641,0.13302667050662775,9e-5,-5e-5,-0.014,-0.036
14,battery_range_year0,1.6236585106566728,0.3010314901621265,1.6240455471099768,0.30118671721518825,-3.9e-4,-1.6e-4,-0.024,-0.052
14,battery_degradation,-0.9226353713333639,0.14160215725683245,-0.9227343597019169,0.1416676855159669,1e-4,-7e-5,-0.011,-0.046
14,battery_refurbishpackreplace,-1.178651704709475,0.30643559243225144,-1.1789277576332275,0.3065327289479876,2.8e-4,-1e-4,-0.023,-0.032
14,battery_refurbishcellreplace,-1.452310331109348,0.33069258107032884,-1.452858250099197,0.3308566375603276,5.5e-4,-1.6e-4,-0.038,-0.05
14,no_choice,-8.55162461270455,1.0268466199094979,-8.552024725345476,1.0271605336527778,4e-4,-3.1e-4,-0.005,-0.031
15,scalePar,0.2692590345342387,0.03885987976290005,0.2692428959951104,0.03885613136547676,2e-5,0,0.006,0.01
15,veh_mileage,-0.6685476559527095,0.13303057901954068,-0.668542870080641,0.13302667050662775,-0,0,0.001,0.003
15,battery_range_year0,1.624033484350506,0.3011944594035239,1.6240455471099768,0.30118671721518825,-1e-5,1e-5,-0.001,0.003
15,battery_degradation,-0.9226805063412318,0.1416640184105058,-0.9227343597019169,0.1416676855159669,5e-5,-0,-0.006,-0.003
15,battery_refurbishpackreplace,-1.1786973520020445,0.3064925875677465,-1.1789277576332275,0.3065327289479876,2.3e-4,-4e-5,-0.02,-0.013
15,battery_refurbishcellreplace,-1.452637580139659,0.33081752796756553,-1.452858250099197,0.3308566375603276,2.2e-4,-4e-5,-0.015,-0.012
15,no_choice,-8.551535241050615,1.0270803784032894,-8.552024725345476,1.0271605336527778,4.9e-4,-8e-5,-0.006,-0.008
16,scalePar,0.2692694709298889,0.038843728025773856,0.2692428959951104,0.03885613136547676,3e-5,-1e-5,0.01,-0.032
16,veh_mileage,-0.6684794365724995,0.13298507834566978,-0.668542870080641,0.13302667050662775,6e-5,-4e-5,-0.009,-0.031
16,battery_range_year0,1.6237137167502664,0.3010426356932422,1.6240455471099768,0.30118671721518825,-3.3e-4,-1.4e-4,-0.02,-0.048
16,battery_degradation,-0.9226553940055784,0.1416049356082807,-0.9227343597019169,0.1416676855159669,8e-5,-6e-5,-0.009,-0.044
16,battery_refurbishpackreplace,-1.1785759906732256,0.3064265616395988,-1.1789277576332275,0.3065327289479876,3.5e-4,-1.1e-4,-0.03,-0.035
16,battery_refurbishcellreplace,-1.4524958186169215,0.33072933150273204,-1.452858250099197,0.3308566375603276,3.6e-4,-1.3e-4,-0.025,-0.038
16,no_choice,-8.55174079326956,1.0268714308666362,-8.552024725345476,1.0271605336527778,2.8e-4,-2.9e-4,-0.003,-0.028
17,scalePar,0.2692396184936096,0.03883068253784961,0.2692428959951104,0.03885613136547676,-0,-3e-5,-0.001,-0.065
17,veh_mileage,-0.6684769555835162,0.13296798169369503,-0.668542870080641,0.13302667050662775,7e-5,-6e-5,-0.01,-0.044
17,battery_range_year0,1.6238209453512022,0.3010181797845359,1.6240455471099768,0.30118671721518825,-2.2e-4,-1.7e-4,-0.014,-0.056
17,battery_degradation,-0.9226786908844884,0.14157135933753878,-0.9227343597019169,0.1416676855159669,6e-5,-1e-4,-0.006,-0.068
17,battery_refurbishpackreplace,-1.1787990373743717,0.30645129023753254,-1.1789277576332275,0.3065327289479876,1.3e-4,-8e-5,-0.011,-0.027
17,battery_refurbishcellreplace,-1.4532320684763347,0.3308408356738244,-1.452858250099197,0.3308566375603276,-3.7e-4,-2e-5,0.026,-0.005
17,no_choice,-8.55236791182608,1.0268705134142695,-8.552024725345476,1.0271605336527778,-3.4e-4,-2.9e-4,0.004,-0.028
18,scalePar,0.26924277419973697,0.03886423991390813,0.2692428959951104,0.03885613136547676,-0,1e-5,-0,0.021
18,veh_mileage,-0.6686010056962436,0.13305344309204917,-0.668542870080641,0.13302667050662775,-6e-5,3e-5,0.009,0.02
18,battery_range_year0,1.6239787780477413,0.3012099334455025,1.6240455471099768,0.30118671721518825,-7e-5,2e-5,-0.004,0.008
18,battery_degradation,-0.9227642656970001,0.1417017673164108,-0.9227343597019169,0.1416676855159669,-3e-5,3e-5,0.003,0.024
18,battery_refurbishpackreplace,-1.1789947413367121,0.30656339040355474,-1.1789277576332275,0.3065327289479876,-7e-5,3e-5,0.006,0.01
18,battery_refurbishcellreplace,-1.4528940990696577,0.33089114181155266,-1.452858250099197,0.3308566375603276,-4e-5,3e-5,0.002,0.01
18,no_choice,-8.552514950013506,1.0273824096534498,-8.552024725345476,1.0271605336527778,-4.9e-4,2.2e-4,0.006,0.022
19,scalePar,0.2692546540207843,0.038864389558773346,0.2692428959951104,0.03885613136547676,1e-5,1e-5,0.004,0.021
19,veh_mileage,-0.6685583316767609,0.1330420605433826,-0.668542870080641,0.13302667050662775,-2e-5,2e-5,0.002,0.012
19,battery_range_year0,1.623978043797938,0.3012053414335186,1.6240455471099768,0.30118671721518825,-7e-5,2e-5,-0.004,0.006
19,battery_degradation,-0.9227280079382323,0.1416916635188303,-0.9227343597019169,0.1416676855159669,1e-5,2e-5,-0.001,0.017
19,battery_refurbishpackreplace,-1.1790306599219909,0.30656061548672214,-1.1789277576332275,0.3065327289479876,-1e-4,3e-5,0.009,0.009
19,battery_refurbishcellreplace,-1.4527801441826176,0.3308619209593519,-1.452858250099197,0.3308566375603276,8e-5,1e-5,-0.005,0.002
19,no_choice,-8.5520164334954,1.0272565321791212,-8.552024725345476,1.0271605336527778,1e-5,1e-4,-0,0.009
20,scalePar,0.26928162597861194,0.038858267164217655,0.2692428959951104,0.03885613136547676,4e-5,0,0.014,0.005
20,veh_mileage,-0.6684621306709124,0.13300457662406798,-0.668542870080641,0.13302667050662775,8e-5,-2e-5,-0.012,-0.017
20,battery_range_year0,1.6237833764037668,0.3011208816599948,1.6240455471099768,0.30118671721518825,-2.6e-4,-7e-5,-0.016,-0.022
20,battery_degradation,-0.9226215099633684,0.141641438697192,-0.9227343597019169,0.1416676855159669,1.1e-4,-3e-5,-0.012,-0.019
20,battery_refurbishpackreplace,-1.1788324870025166,0.30649282776119213,-1.1789277576332275,0.3065327289479876,1e-4,-4e-5,-0.008,-0.013
20,battery_refurbishcellreplace,-1.452544236613547,0.33077784861831533,-1.452858250099197,0.3308566375603276,3.1e-4,-8e-5,-0.022,-0.024
20,no_choice,-8.551407684265365,1.0269873078671143,-8.552024725345476,1.0271605336527778,6.2e-4,-1.7e-4,-0.007,-0.017
21,scalePar,0.26917940183043493,0.03883433515616851,0.2692428959951104,0.03885613136547676,-6e-5,-2e-5,-0.024,-0.056
21,veh_mileage,-0.6687627577821008,0.1330488060184339,-0.668542870080641,0.13302667050662775,-2.2e-4,2e-5,0.033,0.017
21,battery_range_year0,1.6242818853912977,0.30116633040932017,1.6240455471099768,0.30118671721518825,2.4e-4,-2e-5,0.015,-0.007
21,battery_degradation,-0.9229466636358957,0.1416597010526458,-0.9227343597019169,0.1416676855159669,-2.1e-4,-1e-5,0.023,-0.006
21,battery_refurbishpackreplace,-1.178835901367179,0.3065169305262608,-1.1789277576332275,0.3065327289479876,9e-5,-2e-5,-0.008,-0.005
21,battery_refurbishcellreplace,-1.45297081941355,0.33085145470075294,-1.452858250099197,0.3308566375603276,-1.1e-4,-1e-5,0.008,-0.002
21,no_choice,-8.553350213969093,1.0272491249255165,-8.552024725345476,1.0271605336527778,-0.00133,9e-5,0.015,0.009
22,scalePar,0.26925562795781416,0.038870121546454764,0.2692428959951104,0.03885613136547676,1e-5,1e-5,0.005,0.036
22,veh_mileage,-0.668603474473278,0.13306148644117388,-0.668542870080641,0.13302667050662775,-6e-5,3e-5,0.009,0.026
22,battery_range_year0,1.6240439907030981,0.30124654149263175,1.6240455471099768,0.30118671721518825,-0,6e-5,-0,0.02
22,battery_degradation,-0.9227316428211391,0.14171090420678906,-0.9227343597019169,0.1416676855159669,0,4e-5,-0,0.031
22,battery_refurbishpackreplace,-1.1787438849426584,0.30652814142680385,-1.1789277576332275,0.3065327289479876,1.8e-4,-0,-0.016,-0.001
22,battery_refurbishcellreplace,-1.4525792449353871,0.33084452494537575,-1.452858250099197,0.3308566375603276,2.8e-4,-1e-5,-0.019,-0.004
22,no_choice,-8.551877664664957,1.0273082098062174,-8.552024725345476,1.0271605336527778,1.5e-4,1.5e-4,-0.002,0.014
23,scalePar,0.2692551729603668,0.0388915461501022,0.2692428959951104,0.03885613136547676,1e-5,4e-5,0.005,0.091
23,veh_mileage,-0.6686327466365568,0.13310575523571247,-0.668542870080641,0.13302667050662775,-9e-5,8e-5,0.013,0.059
23,battery_range_year0,1.6238726579914498,0.3013079270739526,1.6240455471099768,0.30118671721518825,-1.7e-4,1.2e-4,-0.011,0.04
23,battery_degradation,-0.9227466126199049,0.14178343042656544,-0.9227343597019169,0.1416676855159669,-1e-5,1.2e-4,0.001,0.082
23,battery_refurbishpackreplace,-1.1787255146604991,0.3065745325529045,-1.1789277576332275,0.3065327289479876,2e-4,4e-5,-0.017,0.014
23,battery_refurbishcellreplace,-1.453044316851383,0.3310027788063257,-1.452858250099197,0.3308566375603276,-1.9e-4,1.5e-4,0.013,0.044
23,no_choice,-8.55302221786059,1.0278598911360168,-8.552024725345476,1.0271605336527778,-0.001,7e-4,0.012,0.068
24,scalePar,0.26916237082072914,0.03882651864871318,0.2692428959951104,0.03885613136547676,-8e-5,-3e-5,-0.03,-0.076
24,veh_mileage,-0.668580037792226,0.13300095758991565,-0.668542870080641,0.13302667050662775,-4e-5,-3e-5,0.006,-0.019
24,battery_range_year0,1.62418167683645,0.3011151980464836,1.6240455471099768,0.30118671721518825,1.4e-4,-7e-5,0.008,-0.024
24,battery_degradation,-0.9230868388060282,0.14167392058703865,-0.9227343597019169,0.1416676855159669,-3.5e-4,1e-5,0.038,0.004
24,battery_refurbishpackreplace,-1.1786598063947784,0.30648336045273855,-1.1789277576332275,0.3065327289479876,2.7e-4,-5e-5,-0.023,-0.016
24,battery_refurbishcellreplace,-1.4532566364463448,0.3308916940544303,-1.452858250099197,0.3308566375603276,-4e-4,4e-5,0.027,0.011
24,no_choice,-8.55355566782385,1.0272137342795906,-8.552024725345476,1.0271605336527778,-0.00153,5e-5,0.018,0.005
25,scalePar,0.26926044340037025,0.03885967875966844,0.2692428959951104,0.03885613136547676,2e-5,0,0.007,0.009
25,veh_mileage,-0.6684791755996111,0.13301555884861688,-0.668542870080641,0.13302667050662775,6e-5,-1e-5,-0.01,-0.008
25,battery_range_year0,1.623928678137215,0.3011692798568559,1.6240455471099768,0.30118671721518825,-1.2e-4,-2e-5,-0.007,-0.006
25,battery_degradation,-0.9226840597102349,0.141664256458271,-0.9227343597019169,0.1416676855159669,5e-5,-0,-0.005,-0.002
25,battery_refurbishpackreplace,-1.1789477712135106,0.3065305760766732,-1.1789277576332275,0.3065327289479876,-2e-5,-0,0.002,-0.001
25,battery_refurbishcellreplace,-1.452790083534888,0.33084300268876154,-1.452858250099197,0.3308566375603276,7e-5,-1e-5,-0.005,-0.004
25,no_choice,-8.551756975708445,1.0271214709500571,-8.552024725345476,1.0271605336527778,2.7e-4,-4e-5,-0.003,-0.004
26,scalePar,0.2693565749929106,0.038887779043292624,0.2692428959951104,0.03885613136547676,1.1e-4,3e-5,0.042,0.081
26,veh_mileage,-0.6682422127782469,0.13299356476677388,-0.668542870080641,0.13302667050662775,3e-4,-3e-5,-0.045,-0.025
26,battery_range_year0,1.6232534298293302,0.30110643596752334,1.6240455471099768,0.30118671721518825,-7.9e-4,-8e-5,-0.049,-0.027
26,battery_degradation,-0.9224224550609486,0.1416769138149916,-0.9227343597019169,0.1416676855159669,3.1e-4,1e-5,-0.034,0.007
26,battery_refurbishpackreplace,-1.178709320091406,0.3064837216944702,-1.1789277576332275,0.3065327289479876,2.2e-4,-5e-5,-0.019,-0.016
26,battery_refurbishcellreplace,-1.4524532367083425,0.3308058299263893,-1.452858250099197,0.3308566375603276,4.1e-4,-5e-5,-0.028,-0.015
26,no_choice,-8.550730987513687,1.027126354486766,-8.552024725345476,1.0271605336527778,0.00129,-3e-5,-0.015,-0.003
27,scalePar,0.2692712529874629,0.038842426673843126,0.2692428959951104,0.03885613136547676,3e-5,-1e-5,0.011,-0.035
27,veh_mileage,-0.6682422084130835,0.13293285525916074,-0.668542870080641,0.13302667050662775,3e-4,-9e-5,-0.045,-0.071
27,battery_range_year0,1.623941249761971,0.3010867121397143,1.6240455471099768,0.30118671721518825,-1e-4,-1e-4,-0.006,-0.033
27,battery_degradation,-0.9226245824320705,0.14159232392258883,-0.9227343597019169,0.1416676855159669,1.1e-4,-8e-5,-0.012,-0.053
27,battery_refurbishpackreplace,-1.179508813946895,0.30656969718310967,-1.1789277576332275,0.3065327289479876,-5.8e-4,4e-5,0.049,0.012
27,battery_refurbishcellreplace,-1.4531346049961547,0.3308382587143532,-1.452858250099197,0.3308566375603276,-2.8e-4,-2e-5,0.019,-0.006
27,no_choice,-8.55067736066854,1.026622925853956,-8.552024725345476,1.0271605336527778,0.00135,-5.4e-4,-0.016,-0.052
28,scalePar,0.2692674405898207,0.038839640570157166,0.2692428959951104,0.03885613136547676,2e-5,-2e-5,0.009,-0.042
28,veh_mileage,-0.6686424870215828,0.1330122361517128,-0.668542870080641,0.13302667050662775,-1e-4,-1e-5,0.015,-0.011
28,battery_range_year0,1.623693320374401,0.30101975846372925,1.6240455471099768,0.30118671721518825,-3.5e-4,-1.7e-4,-0.022,-0.055
28,battery_degradation,-0.9226052136933411,0.14157834358675073,-0.9227343597019169,0.1416676855159669,1.3e-4,-9e-5,-0.014,-0.063
28,battery_refurbishpackreplace,-1.1788905569808963,0.30646832552161485,-1.1789277576332275,0.3065327289479876,4e-5,-6e-5,-0.003,-0.021
28,battery_refurbishcellreplace,-1.4526193365774465,0.3307384249056056,-1.452858250099197,0.3308566375603276,2.4e-4,-1.2e-4,-0.016,-0.036
28,no_choice,-8.552321403000654,1.0269386141107235,-8.552024725345476,1.0271605336527778,-3e-4,-2.2e-4,0.003,-0.022
29,scalePar,0.26921440380065864,0.03884539989551332,0.2692428959951104,0.03885613136547676,-3e-5,-1e-5,-0.011,-0.028
29,veh_mileage,-0.6684380024628687,0.13299225951310903,-0.668542870080641,0.13302667050662775,1e-4,-3e-5,-0.016,-0.026
29,battery_range_year0,1.623921366301662,0.3011211051877405,1.6240455471099768,0.30118671721518825,-1.2e-4,-7e-5,-0.008,-0.022
29,battery_degradation,-0.9228597756620431,0.14166925119202675,-0.9227343597019169,0.1416676855159669,-1.3e-4,0,0.014,0.001
29,battery_refurbishpackreplace,-1.1792172895105972,0.3065753239254813,-1.1789277576332275,0.3065327289479876,-2.9e-4,4e-5,0.025,0.014
29,battery_refurbishcellreplace,-1.4530597232998588,0.3308772761113601,-1.452858250099197,0.3308566375603276,-2e-4,2e-5,0.014,0.006
29,no_choice,-8.553005035022954,1.0272674077404973,-8.552024725345476,1.0271605336527778,-9.8e-4,1.1e-4,0.011,0.01
