"b_no_choice_a","b_powertrainbev_a","b_powertrainphev_a","b_powertrainhev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainphev_b","b_powertrainhev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainphev_c","b_powertrainhev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","delta_b","delta_c","logLike"
-4.46229284020627,-3.90629068100661,-3.12290444485611,-1.22265982361599,-0.249140615198596,-0.138826238933799,-0.0374039322293276,-0.496893782486362,-125.053199565331,-15592.362970267,545.730049150188,1969.09683790336,211.472368105201,209.047945413219,707.578719345559,316.741882396395,-5.48573159579369,-0.0541576526914234,0.00271744066784009,0.61685488643996,-0.151775343913291,-0.108170138745978,-0.0520075074781796,-0.494705658403149,-42.5589405694037,0.185129765473098,-2261.86504383707
-4.46649309643531,-3.93542510675717,-3.13121855340937,-1.24148603309341,-0.25254335062671,-0.139622202764797,-0.03730275068651,-0.494086962687384,-125.053199565331,-15592.362970267,545.730049150188,1969.09683790336,211.472368105201,209.047945413219,707.578719345559,316.741882396395,-5.48038476366114,-0.0701943788663893,-0.0132041067632997,0.612094716606984,-0.150482468564445,-0.107811236719312,-0.0518467924208157,-0.497156899133836,-42.5589405693326,0.199134199261417,-2261.72574077415
-4.47357919250658,-4.05860818818314,-3.1698219924544,-1.32098928407786,-0.26577325412369,-0.143324682940631,-0.0366077595629306,-0.481954317840163,-125.053199564846,-15592.362970267,545.73004915015,1969.09683790334,211.472368104093,209.047945411996,704.283607293387,315.186001337863,-5.44499504644167,-0.138772443172596,-0.0816472639668255,0.592143800656737,-0.145899771487936,-0.106546113733577,-0.0509125991319656,-0.505820428300717,-42.546164106247,0.261743204833664,-2261.41367573852
-4.4894052471576,-4.09173471295645,-3.18300746030407,-1.34342868141331,-0.270997810213581,-0.14415150875038,-0.0364967006453965,-0.480539304581383,-126.064236904151,-15593.3337974857,546.657269425155,1970.15541308981,212.670107451021,209.787876540675,-27947.2327347608,58417.7763201298,-5.42623276358688,-0.154664547002173,-0.0972148262354745,0.585918712903774,-0.145086621330571,-0.106365811946801,-0.0506958918187465,-0.506193331029199,-41.1264760827389,0.279779424031814,-2261.40004930805
-4.4881749938905,-4.09417658198353,-3.18384659218256,-1.3444463155112,-0.270577820525776,-0.144084315438423,-0.0365659706349823,-0.480440800364202,-126.243136812905,-15593.5055818291,546.821337719573,1970.34272413565,212.882044283428,209.918806001172,-35975.1636385289,74875.6634364734,-5.42025681380555,-0.154069593601085,-0.0967698517174337,0.585951615911764,-0.145141783698785,-0.106442535271047,-0.050673663534475,-0.505542304007544,-37.941098320555,0.280051775710725,-2261.39932970547
-4.48859219080844,-4.09590033539799,-3.18458857101393,-1.34458683019543,-0.270676201666227,-0.144099799937702,-0.0365298771387078,-0.480534420724459,-126.243136812905,-15593.5055818291,546.821337719573,1970.34272413565,212.882044283428,209.918806001172,-35975.1636385289,74875.6634364734,-5.4162029145498,-0.153907499924142,-0.0966198065938644,0.585839061004245,-0.145112800907808,-0.106450702751168,-0.0506766311675345,-0.504984009456312,-37.9411025495654,0.28028872224854,-2261.39910220052
-4.48904875854824,-4.09735491442729,-3.18500700589798,-1.34486013035996,-0.270702964496488,-0.14411105965502,-0.0365302339771713,-0.480570000502402,-126.243136812905,-15593.5055818291,546.821337719573,1970.34272413565,212.882044283428,209.918806001172,-35975.1636385289,74875.6634364734,-5.41380214335313,-0.15376450272827,-0.0965447413022549,0.585807520757388,-0.145099585750696,-0.106449823214988,-0.050672917661546,-0.504674943145832,-37.9411067779896,0.280507453986735,-2261.39902167029
-4.49021878108223,-4.10017739533759,-3.18591619257939,-1.34540568738222,-0.270792259344653,-0.14414329022842,-0.0365390922968545,-0.480638175739096,-126.528927782542,-15593.7800073114,547.083436688148,1970.64195346671,213.220609643277,210.127961700174,-35974.9452083372,74876.0350049183,-5.40998036293481,-0.153595398128165,-0.0965105966730168,0.585713208388734,-0.145074829034744,-0.106445390981854,-0.0506659847492329,-0.504201477172273,-41.0609268431668,0.280907279086258,-2261.3989684579
-4.49035403401546,-4.10042997897736,-3.18594229498211,-1.34551352527003,-0.27080651303593,-0.144142493528719,-0.0365446990346948,-0.480632211221377,-126.528927782542,-15593.7800073114,547.083436688148,1970.64195346671,213.220609643277,210.127961700174,-35974.9452083372,74876.0350049183,-5.41000701640748,-0.153617836106578,-0.096562048302323,0.585714193955337,-0.145071106605693,-0.106443654783523,-0.0506625242452894,-0.504225061074896,-41.0609305596132,0.28098224220187,-2261.39896656567
-4.49042353198464,-4.10058055924685,-3.18599102416935,-1.34557039405118,-0.270816953615195,-0.144146673761217,-0.0365459803499829,-0.480628016052341,-126.528927782542,-15593.7800073114,547.083436688148,1970.64195346671,213.220609643277,210.127961700174,-35974.9452083372,74876.0350049183,-5.41000943812785,-0.153660418807832,-0.0966110892757935,0.585699271339221,-0.1450693433549,-0.106442750810766,-0.0506613935465716,-0.504236224325357,-41.0609342758871,0.28102587537833,-2261.39896554337
-4.490510324948,-4.10121203509617,-3.18612479845225,-1.34577847027328,-0.270837998024789,-0.144152854811375,-0.036546008148129,-0.480612469936033,-126.528927782536,-15593.7800073114,547.083436688148,1970.64195346671,213.220609643263,210.127961700159,-35974.9452083372,74876.0350049183,-5.40968687215011,-0.153754768172486,-0.09673917413042,0.585663928986951,-0.145061637263323,-0.106441223766045,-0.050657740903206,-0.504233924264159,-41.0608437869651,0.281191195862348,-2261.39896383618
-4.49051575492203,-4.10118982924739,-3.18613162645698,-1.3458417708976,-0.270851920611937,-0.144157315065613,-0.0365465166602965,-0.480600087212858,-126.52892778254,-15593.7800073114,547.083436688148,1970.64195346671,213.220609643274,210.127961700171,-35974.9452083372,74876.0350049183,-5.40991932779848,-0.153854153346382,-0.09683108478464,0.585651053963879,-0.145055878055639,-0.106438655210667,-0.0506547434451127,-0.504278760026788,-41.0609147403897,0.281240004854414,-2261.3989632772
-4.4906297249728,-4.10122406657135,-3.1861783952618,-1.34586664238274,-0.270869287440748,-0.144158960646177,-0.0365475450486387,-0.480605813701056,-126.5289277824,-15593.7800073114,547.083436688137,1970.6419534667,213.220609642953,210.127961699816,-35974.9452083385,74876.0350049177,-5.40984076174666,-0.153873425175436,-0.0968429767178589,0.585631149578597,-0.145055779212441,-0.106438803653729,-0.0506560798477558,-0.504266600014847,-41.0588623527279,0.281261553138659,-2261.39896304397
-4.49060658754853,-4.10117747312752,-3.18617576350309,-1.34586317027762,-0.270868662750722,-0.144160800170854,-0.0365462704446273,-0.480605324624886,-126.5289277824,-15593.7800073114,547.083436688137,1970.6419534667,213.220609642953,210.127961699816,-35974.9452083385,74876.0350049177,-5.4098169532706,-0.153887721151593,-0.0968465370077615,0.585623893734009,-0.145055699334709,-0.106439218580551,-0.0506572941353168,-0.504261388363273,-41.0588780683983,0.281259196318858,-2261.3989629486
