session_id,respID,qID,profileID,altID,obsID,choice,time_start,time_min_total,time_min_battery_cbc,next_veh_budget,vehicle_type,veh_mileage,veh_price,battery_refurbish,battery_range_year0,battery_degradation,no_choice,battery_health_year0,battery_health_year3,battery_health_year8,battery_range_year3,battery_range_year8,battery_condition
cbf7083f45a5162164fa0a2f04d0e943,23,5,0,4,137,0,2025-10-14T22:08:50Z,10.766666666666667,1.0666666666666669,40000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
cbf7083f45a5162164fa0a2f04d0e943,23,6,3286,1,138,1,2025-10-14T22:08:50Z,10.766666666666667,1.0666666666666669,40000,suv,40000,40000,original,360,0.07,0,100%,80%,56%,290,200,Original Battery
cbf7083f45a5162164fa0a2f04d0e943,23,6,3394,2,138,0,2025-10-14T22:08:50Z,10.766666666666667,1.0666666666666669,40000,suv,20000,32000,cellreplace,200,0.08,0,100%,78%,51%,155,105,Refurbished Cell-Replaced
cbf7083f45a5162164fa0a2f04d0e943,23,6,1914,3,138,0,2025-10-14T22:08:50Z,10.766666666666667,1.0666666666666669,40000,suv,20000,44000,packreplace,360,0.04,0,100%,88%,72%,320,260,Refurbished Pack-Replaced
cbf7083f45a5162164fa0a2f04d0e943,23,6,0,4,138,0,2025-10-14T22:08:50Z,10.766666666666667,1.0666666666666669,40000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
bcb49986c2e271fb45981e376633cd39,24,1,1316,1,139,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,30000,16000,packreplace,320,0.03,0,100%,91%,78%,290,250,Refurbished Pack-Replaced
bcb49986c2e271fb45981e376633cd39,24,1,3600,2,139,1,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,50000,18000,cellreplace,280,0.08,0,100%,78%,51%,220,145,Refurbished Cell-Replaced
bcb49986c2e271fb45981e376633cd39,24,1,2666,3,139,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,20000,18000,packreplace,280,0.06,0,100%,83%,61%,235,170,Refurbished Pack-Replaced
bcb49986c2e271fb45981e376633cd39,24,1,0,4,139,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
bcb49986c2e271fb45981e376633cd39,24,2,2593,1,140,1,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,15000,16000,original,280,0.06,0,100%,83%,61%,235,170,Original Battery
bcb49986c2e271fb45981e376633cd39,24,2,2206,2,140,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,40000,22000,packreplace,280,0.05,0,100%,86%,66%,240,185,Refurbished Pack-Replaced
bcb49986c2e271fb45981e376633cd39,24,2,714,3,140,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,20000,18000,cellreplace,280,0.02,0,100%,94%,85%,265,240,Refurbished Cell-Replaced
bcb49986c2e271fb45981e376633cd39,24,2,0,4,140,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
bcb49986c2e271fb45981e376633cd39,24,3,3009,1,141,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,15000,16000,cellreplace,240,0.07,0,100%,80%,56%,195,135,Refurbished Cell-Replaced
bcb49986c2e271fb45981e376633cd39,24,3,569,2,141,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,15000,22000,packreplace,200,0.02,0,100%,94%,85%,190,170,Refurbished Pack-Replaced
bcb49986c2e271fb45981e376633cd39,24,3,3581,3,141,1,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,35000,22000,original,280,0.08,0,100%,78%,51%,220,145,Original Battery
bcb49986c2e271fb45981e376633cd39,24,3,0,4,141,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
bcb49986c2e271fb45981e376633cd39,24,4,452,1,142,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,30000,16000,packreplace,360,0.01,0,100%,97%,92%,350,330,Refurbished Pack-Replaced
bcb49986c2e271fb45981e376633cd39,24,4,1476,2,142,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,30000,16000,cellreplace,200,0.04,0,100%,88%,72%,175,145,Refurbished Cell-Replaced
bcb49986c2e271fb45981e376633cd39,24,4,497,3,142,1,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,15000,20000,original,200,0.02,0,100%,94%,85%,190,170,Original Battery
bcb49986c2e271fb45981e376633cd39,24,4,0,4,142,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
bcb49986c2e271fb45981e376633cd39,24,5,2940,1,143,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,30000,22000,cellreplace,200,0.07,0,100%,80%,56%,160,110,Refurbished Cell-Replaced
bcb49986c2e271fb45981e376633cd39,24,5,2674,2,143,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,20000,20000,packreplace,280,0.06,0,100%,83%,61%,235,170,Refurbished Pack-Replaced
bcb49986c2e271fb45981e376633cd39,24,5,2287,3,143,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,45000,18000,packreplace,320,0.05,0,100%,86%,66%,275,210,Refurbished Pack-Replaced
bcb49986c2e271fb45981e376633cd39,24,5,0,4,143,1,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
bcb49986c2e271fb45981e376633cd39,24,6,2901,1,144,1,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,35000,20000,original,200,0.07,0,100%,80%,56%,160,110,Original Battery
bcb49986c2e271fb45981e376633cd39,24,6,3478,2,144,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,40000,20000,original,240,0.08,0,100%,78%,51%,185,125,Original Battery
bcb49986c2e271fb45981e376633cd39,24,6,980,3,144,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,30000,20000,original,200,0.03,0,100%,91%,78%,185,155,Original Battery
bcb49986c2e271fb45981e376633cd39,24,6,0,4,144,0,2025-10-20T20:26:33Z,18.583333333333332,3.1333333333333333,20000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
ade37140c2b25b28a5c6cbfb43f27df8,25,1,154,1,145,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,20000,27500.000000000004,cellreplace,240,0.01,0,100%,97%,92%,235,220,Refurbished Cell-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,1,647,2,145,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,45000,20000,packreplace,240,0.02,0,100%,94%,85%,225,205,Refurbished Pack-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,1,3396,3,145,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,30000,20000,cellreplace,200,0.08,0,100%,78%,51%,155,105,Refurbished Cell-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,1,0,4,145,1,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
ade37140c2b25b28a5c6cbfb43f27df8,25,2,1630,1,146,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,40000,27500.000000000004,packreplace,240,0.04,0,100%,88%,72%,210,175,Refurbished Pack-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,2,1956,2,146,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,30000,20000,cellreplace,200,0.05,0,100%,86%,66%,170,135,Refurbished Cell-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,2,1364,3,146,1,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,30000,25000,original,360,0.03,0,100%,91%,78%,330,280,Original Battery
ade37140c2b25b28a5c6cbfb43f27df8,25,2,0,4,146,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
ade37140c2b25b28a5c6cbfb43f27df8,25,3,2982,1,147,1,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,40000,20000,original,240,0.07,0,100%,80%,56%,195,135,Original Battery
ade37140c2b25b28a5c6cbfb43f27df8,25,3,2035,2,147,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,25000,25000,original,240,0.05,0,100%,86%,66%,205,160,Original Battery
ade37140c2b25b28a5c6cbfb43f27df8,25,3,3101,3,147,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,35000,27500.000000000004,original,280,0.07,0,100%,80%,56%,225,155,Original Battery
ade37140c2b25b28a5c6cbfb43f27df8,25,3,0,4,147,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
ade37140c2b25b28a5c6cbfb43f27df8,25,4,463,1,148,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,45000,22500,packreplace,360,0.01,0,100%,97%,92%,350,330,Refurbished Pack-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,4,3223,2,148,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,45000,25000,cellreplace,320,0.07,0,100%,80%,56%,255,180,Refurbished Cell-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,4,3511,3,148,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,45000,25000,cellreplace,240,0.08,0,100%,78%,51%,185,125,Refurbished Cell-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,4,0,4,148,1,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
ade37140c2b25b28a5c6cbfb43f27df8,25,5,713,1,149,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,15000,22500,cellreplace,280,0.02,0,100%,94%,85%,265,240,Refurbished Cell-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,5,1075,2,149,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,25000,25000,original,240,0.03,0,100%,91%,78%,220,190,Original Battery
ade37140c2b25b28a5c6cbfb43f27df8,25,5,205,3,149,1,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,35000,22500,original,280,0.01,0,100%,97%,92%,270,260,Original Battery
ade37140c2b25b28a5c6cbfb43f27df8,25,5,0,4,149,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
ade37140c2b25b28a5c6cbfb43f27df8,25,6,1684,1,150,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,30000,25000,cellreplace,280,0.04,0,100%,88%,72%,250,200,Refurbished Cell-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,6,3268,2,150,1,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,30000,20000,original,360,0.07,0,100%,80%,56%,290,200,Original Battery
ade37140c2b25b28a5c6cbfb43f27df8,25,6,2767,3,150,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,45000,22500,packreplace,320,0.06,0,100%,83%,61%,265,195,Refurbished Pack-Replaced
ade37140c2b25b28a5c6cbfb43f27df8,25,6,0,4,150,0,2025-10-14T22:08:11Z,9.583333333333334,0.7833333333333333,25000,car,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
698188c4370133219f661ddfd47fd05f,26,1,70,1,151,1,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,40000,16000,packreplace,200,0.01,0,100%,97%,92%,195,185,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,1,2500,2,151,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,30000,16000,original,240,0.06,0,100%,83%,61%,200,145,Original Battery
698188c4370133219f661ddfd47fd05f,26,1,1925,3,151,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,35000,16000,original,200,0.05,0,100%,86%,66%,170,135,Original Battery
698188c4370133219f661ddfd47fd05f,26,1,0,4,151,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
698188c4370133219f661ddfd47fd05f,26,2,1999,1,152,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,45000,18000,packreplace,200,0.05,0,100%,86%,66%,170,135,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,2,1542,2,152,1,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,40000,16000,original,240,0.04,0,100%,88%,72%,210,175,Original Battery
698188c4370133219f661ddfd47fd05f,26,2,221,3,152,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,35000,22000,original,280,0.01,0,100%,97%,92%,270,260,Original Battery
698188c4370133219f661ddfd47fd05f,26,2,0,4,152,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
698188c4370133219f661ddfd47fd05f,26,3,2896,1,153,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,50000,18000,original,200,0.07,0,100%,80%,56%,160,110,Original Battery
698188c4370133219f661ddfd47fd05f,26,3,1012,2,153,1,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,30000,20000,cellreplace,200,0.03,0,100%,91%,78%,185,155,Refurbished Cell-Replaced
698188c4370133219f661ddfd47fd05f,26,3,2986,3,153,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,20000,18000,original,240,0.07,0,100%,80%,56%,195,135,Original Battery
698188c4370133219f661ddfd47fd05f,26,3,0,4,153,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
698188c4370133219f661ddfd47fd05f,26,4,2171,1,154,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,25000,22000,cellreplace,280,0.05,0,100%,86%,66%,240,185,Refurbished Cell-Replaced
698188c4370133219f661ddfd47fd05f,26,4,1321,2,154,1,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,15000,18000,packreplace,320,0.03,0,100%,91%,78%,290,250,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,4,1193,3,154,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,15000,18000,cellreplace,280,0.03,0,100%,91%,78%,255,220,Refurbished Cell-Replaced
698188c4370133219f661ddfd47fd05f,26,4,0,4,154,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
698188c4370133219f661ddfd47fd05f,26,5,3063,1,155,1,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,45000,20000,packreplace,240,0.07,0,100%,80%,56%,195,135,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,5,3736,2,155,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,50000,20000,packreplace,320,0.08,0,100%,78%,51%,250,165,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,5,3060,3,155,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,30000,20000,packreplace,240,0.07,0,100%,80%,56%,195,135,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,5,0,4,155,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
698188c4370133219f661ddfd47fd05f,26,6,1051,1,156,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,25000,22000,packreplace,200,0.03,0,100%,91%,78%,185,155,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,6,1130,2,156,1,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,20000,18000,packreplace,240,0.03,0,100%,91%,78%,220,190,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,6,1518,3,156,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,40000,18000,packreplace,200,0.04,0,100%,88%,72%,175,145,Refurbished Pack-Replaced
698188c4370133219f661ddfd47fd05f,26,6,0,4,156,0,2025-10-14T22:33:05Z,12.283333333333331,1.1833333333333331,20000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
2f3a6158a627caa8dd198fd434ca3043,27,1,2193,1,157,1,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,15000,35000,packreplace,280,0.05,0,100%,86%,66%,240,185,Refurbished Pack-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,1,3321,2,157,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,15000,38500,cellreplace,360,0.07,0,100%,80%,56%,290,200,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,1,2742,3,157,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,40000,35000,cellreplace,320,0.06,0,100%,83%,61%,265,195,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,1,0,4,157,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
2f3a6158a627caa8dd198fd434ca3043,27,2,473,1,158,1,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,15000,38500,packreplace,360,0.01,0,100%,97%,92%,350,330,Refurbished Pack-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,2,1200,2,158,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,50000,31500,cellreplace,280,0.03,0,100%,91%,78%,255,220,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,2,1630,3,158,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,40000,38500,packreplace,240,0.04,0,100%,88%,72%,210,175,Refurbished Pack-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,2,0,4,158,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
2f3a6158a627caa8dd198fd434ca3043,27,3,141,1,159,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,35000,31500,cellreplace,240,0.01,0,100%,97%,92%,235,220,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,3,2848,2,159,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,50000,38500,cellreplace,360,0.06,0,100%,83%,61%,300,220,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,3,2701,3,159,1,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,35000,31500,original,320,0.06,0,100%,83%,61%,265,195,Original Battery
2f3a6158a627caa8dd198fd434ca3043,27,3,0,4,159,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
2f3a6158a627caa8dd198fd434ca3043,27,4,2734,1,160,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,40000,31500,cellreplace,320,0.06,0,100%,83%,61%,265,195,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,4,1053,2,160,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,35000,38500,packreplace,200,0.03,0,100%,91%,78%,185,155,Refurbished Pack-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,4,3409,3,160,1,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,15000,35000,cellreplace,200,0.08,0,100%,78%,51%,155,105,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,4,0,4,160,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
2f3a6158a627caa8dd198fd434ca3043,27,5,3230,1,161,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,40000,38500,cellreplace,320,0.07,0,100%,80%,56%,255,180,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,5,3556,2,161,1,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,30000,28000,original,280,0.08,0,100%,78%,51%,220,145,Original Battery
2f3a6158a627caa8dd198fd434ca3043,27,5,1654,3,161,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,40000,35000,original,280,0.04,0,100%,88%,72%,250,200,Original Battery
2f3a6158a627caa8dd198fd434ca3043,27,5,0,4,161,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
2f3a6158a627caa8dd198fd434ca3043,27,6,2955,1,162,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,25000,31500,packreplace,200,0.07,0,100%,80%,56%,160,110,Refurbished Pack-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,6,1665,2,162,1,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,15000,28000,cellreplace,280,0.04,0,100%,88%,72%,250,200,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,6,61,3,162,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,35000,38500,cellreplace,200,0.01,0,100%,97%,92%,195,185,Refurbished Cell-Replaced
2f3a6158a627caa8dd198fd434ca3043,27,6,0,4,162,0,2025-10-14T22:36:38Z,8.866666666666667,0.9,35000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
a6c69a42f5b02e7d0d24d463d6cfbeee,28,1,282,1,163,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,20000,49500.00000000001,packreplace,280,0.01,0,100%,97%,92%,270,260,Refurbished Pack-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,1,932,2,163,1,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,30000,36000,packreplace,360,0.02,0,100%,94%,85%,340,305,Refurbished Pack-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,1,3613,3,163,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,35000,49500.00000000001,cellreplace,280,0.08,0,100%,78%,51%,220,145,Refurbished Cell-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,1,0,4,163,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
a6c69a42f5b02e7d0d24d463d6cfbeee,28,2,240,1,164,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,50000,40500,cellreplace,280,0.01,0,100%,97%,92%,270,260,Refurbished Cell-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,2,1412,2,164,1,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,30000,36000,packreplace,360,0.03,0,100%,91%,78%,330,280,Refurbished Pack-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,2,2424,3,164,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,50000,45000,original,200,0.06,0,100%,83%,61%,165,120,Original Battery
a6c69a42f5b02e7d0d24d463d6cfbeee,28,2,0,4,164,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
a6c69a42f5b02e7d0d24d463d6cfbeee,28,3,2630,1,165,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,40000,36000,cellreplace,280,0.06,0,100%,83%,61%,235,170,Refurbished Cell-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,3,1747,2,165,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,25000,45000,original,320,0.04,0,100%,88%,72%,285,230,Original Battery
a6c69a42f5b02e7d0d24d463d6cfbeee,28,3,209,3,165,1,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,15000,45000,original,280,0.01,0,100%,97%,92%,270,260,Original Battery
a6c69a42f5b02e7d0d24d463d6cfbeee,28,3,0,4,165,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
a6c69a42f5b02e7d0d24d463d6cfbeee,28,4,1494,1,166,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,40000,45000,cellreplace,200,0.04,0,100%,88%,72%,175,145,Refurbished Cell-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,4,1513,2,166,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,15000,40500,packreplace,200,0.04,0,100%,88%,72%,175,145,Refurbished Pack-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,4,358,3,166,1,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,40000,36000,packreplace,320,0.01,0,100%,97%,92%,310,295,Refurbished Pack-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,4,0,4,166,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
a6c69a42f5b02e7d0d24d463d6cfbeee,28,5,315,1,167,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,25000,49500.00000000001,original,320,0.01,0,100%,97%,92%,310,295,Original Battery
a6c69a42f5b02e7d0d24d463d6cfbeee,28,5,1150,2,167,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,40000,49500.00000000001,packreplace,240,0.03,0,100%,91%,78%,220,190,Refurbished Pack-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,5,2340,3,167,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,30000,36000,cellreplace,360,0.05,0,100%,86%,66%,310,240,Refurbished Cell-Replaced
a6c69a42f5b02e7d0d24d463d6cfbeee,28,5,0,4,167,1,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,NA,NA,NA,NA,NA,1,100%,NA%,NA%,NA,NA,NA
a6c69a42f5b02e7d0d24d463d6cfbeee,28,6,1307,1,168,0,2025-10-14T22:50:19Z,2.566666666666667,1.3166666666666669,45000,suv,25000,49500.00000000001,cellreplace,320,0.03,0,100%,91%,78%,290,250,Refurbished Cell-Replaced
